2013 USA Ultimate So Cal Women's Sectionals,womens club,14,9,2013
Escondido,CA,2013-09-14,2013-09-14
https://scorereport.net/2013/womens/event13205
Venom
b,r,e,a,k
Caliente
b,r,e,a,k
Viva
b,r,e,a,k
Tempo
b,r,e,a,k
Safari
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Venom,Caliente,12,4,"09/14/2013, 09:00",Pool A,final
Viva,Tempo,11,5,"09/14/2013, 09:00",Pool A,final
Safari,Tempo,13,5,"09/14/2013, 10:30",Pool A,final
Viva,Venom,11,4,"09/14/2013, 10:30",Pool A,final
Safari,Caliente,13,0,"09/14/2013, 12:00",Pool A,final
Tempo,Venom,9,7,"09/14/2013, 12:00",Pool A,final
Safari,Venom,13,2,"09/14/2013, 13:30",Pool A,final
Viva,Caliente,13,1,"09/14/2013, 13:30",Pool A,final
Safari,Viva,5,7,"09/14/2013, 15:00",Pool A,final
Tempo,Caliente,13,0,"09/14/2013, 15:00",Pool A,final
b,r,e,a,k
brackets,Bracket
b,r,e,a,k
