College Terminus - Women,college-womens,26,3,2011
Atlanta,Georgia,2011-03-26,2011-03-27
https://scorereport.net/2011/college-womens/event8833
Middlebury
b,r,e,a,k
Georgetown
b,r,e,a,k
Vanderbilt
b,r,e,a,k
Georgia
b,r,e,a,k
Tennessee
b,r,e,a,k
South Carolina
b,r,e,a,k
Williams
b,r,e,a,k
George Washington
b,r,e,a,k
Florida State
b,r,e,a,k
North Carolina State
b,r,e,a,k
Oberlin
b,r,e,a,k
Georgia Tech
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Middlebury,Georgetown,14,10,"03/26/2011, 09:00",Pool A,final
Vanderbilt,Georgetown,5,12,"03/26/2011, 11:00",Pool A,final
Middlebury,Vanderbilt,15,9,"03/26/2011, 13:00",Pool A,final
pool,Pool B
Georgia,Tennessee,15,3,"03/26/2011, 09:00",Pool B,final
South Carolina,Tennessee,15,8,"03/26/2011, 11:00",Pool B,final
Georgia,South Carolina,15,2,"03/26/2011, 13:00",Pool B,final
pool,Pool C
Williams,George Washington,13,9,"03/26/2011, 09:00",Pool C,final
Florida State,George Washington,15,4,"03/26/2011, 11:00",Pool C,final
Williams,Florida State,14,12,"03/26/2011, 13:00",Pool C,final
pool,Pool D
North Carolina State,Oberlin,15,3,"03/26/2011, 09:00",Pool D,final
Georgia Tech,Oberlin,15,4,"03/26/2011, 11:00",Pool D,final
North Carolina State,Georgia Tech,15,7,"03/26/2011, 13:00",Pool D,final
b,r,e,a,k
brackets,Bracket
bracket,1vs1 Crossover
bracket,1vs1 Crossover
bracket,2vs3 Crossover
Middlebury,North Carolina State,12,11,"03/26/2011, 15:00",2vs3 Crossover,final
bracket,2vs3 Crossover
Georgia,Williams,15,3,"03/26/2011, 15:00",2vs3 Crossover,final
bracket,2vs3 Crossover
bracket,2vs3 Crossover
bracket,1ST PLACE
bracket,5TH PLACE
bracket,Consolation Bracket
bracket,Bracket
b,r,e,a,k
