Olin Round Robin,college-open,7,4,2007
Needham,MA,2007-04-07,2007-04-07
https://scorereport.net/2007/college-open/event3595
Bentley X
b,r,e,a,k
Tufts-B
b,r,e,a,k
Massachusetts-B
b,r,e,a,k
Olin
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Bentley X,Tufts-B,13,9,"04/07/2007, 10:00",Pool A,final
Massachusetts-B,Olin,15,2,"04/07/2007, 10:00",Pool A,final
Bentley X,Olin,1,0,"04/07/2007, 12:00",Pool A,final
Massachusetts-B,Tufts-B,13,9,"04/07/2007, 12:00",Pool A,final
Bentley X,Massachusetts-B,13,5,"04/07/2007, 14:00",Pool A,final
Tufts-B,Olin,1,0,"04/07/2007, 14:00",Pool A,final
b,r,e,a,k
brackets,Bracket
b,r,e,a,k
