2013 USAU North Central Dev College Open Regionals,college-open,27,4,2013
Delafield,WI,2013-04-27,2013-04-28
https://scorereport.net/2013/college-open/event12673
Wisconsin-TIE
b,r,e,a,k
Minnesota-B
b,r,e,a,k
St Olaf-B
b,r,e,a,k
Wisconsin-Milwaukee-B
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Wisconsin-TIE,Minnesota-B,11,15,"04/27/2013, 09:00",Pool A,final
St Olaf-B,Wisconsin-Milwaukee-B,11,9,"04/27/2013, 09:00",Pool A,final
Wisconsin-TIE,Wisconsin-Milwaukee-B,15,5,"04/27/2013, 11:00",Pool A,final
St Olaf-B,Minnesota-B,0,15,"04/27/2013, 11:00",Pool A,final
Wisconsin-TIE,St Olaf-B,15,12,"04/27/2013, 13:00",Pool A,final
Minnesota-B,Wisconsin-Milwaukee-B,15,2,"04/27/2013, 13:00",Pool A,final
b,r,e,a,k
brackets,Bracket
b,r,e,a,k
