2013 USAU South New England Dev College Open CC,college-open,21,4,2013
Williamstown,MA,2013-04-21,2013-04-21
https://scorereport.net/2013/college-open/event12659
Brown-B
b,r,e,a,k
Amherst-B
b,r,e,a,k
Williams-B
b,r,e,a,k
Massachusetts-B
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,Championship
Brown-B,Amherst-B,15,10,"04/21/2013, 10:00",Championship,final
Williams-B,Massachusetts-B,13,12,"04/21/2013, 10:00",Championship,final
Brown-B,Williams-B,W,L,"04/21/2013, 12:00",Championship,final
bracket,Qualifier
Amherst-B,Massachusetts-B,15,5,"04/21/2013, 12:00",Qualifier,final
bracket,2nd Place
Amherst-B,Williams-B,15,10,"04/21/2013, 14:00",2nd Place,final
b,r,e,a,k
