College Terminus,college-open,23,3,2013
Atlanta,Ga,2013-03-23,2013-03-24
https://scorereport.net/2013/college-open/event12090
Delaware
b,r,e,a,k
Middlebury
b,r,e,a,k
Williams
b,r,e,a,k
Wisconsin-Steven's Point
b,r,e,a,k
Washington University
b,r,e,a,k
Kennesaw State
b,r,e,a,k
Emory
b,r,e,a,k
Georgia Tech
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,Bracket
Delaware,Middlebury,13,6,"03/24/2013, 11:00",Bracket,final
bracket,Bracket
Williams,Wisconsin-Steven's Point,13,5,"03/24/2013, 11:00",Bracket,final
bracket,Bracket
Delaware,Washington University,13,9,"03/24/2013, 12:20",Bracket,final
bracket,*Bracket*
Kennesaw State,Emory,11,8,"03/24/2013, 16:20",*Bracket*,final
bracket,*Bracket*
Kennesaw State,Wisconsin-Steven's Point,10,8,"03/24/2013, 13:40",*Bracket*,final
bracket,*Bracket*
Emory,Middlebury,10,9,"03/24/2013, 13:40",*Bracket*,final
bracket,*Bracket*
Williams,Washington University,11,10,"03/24/2013, 15:00",*Bracket*,final
bracket,*Bracket*
Georgia Tech,Emory,13,8,"03/24/2013, 15:00",*Bracket*,final
bracket,*Bracket*
Washington University,Georgia Tech,10,9,"03/24/2013, 16:20",*Bracket*,final
b,r,e,a,k
