East New England Div 2 Sectionals,open club,25,9,2004
Portsmouth,RI,2004-09-25,2004-09-26
https://scorereport.net/2004/open/event958
MIT
b,r,e,a,k
WiPPs
b,r,e,a,k
Boston College A
b,r,e,a,k
Tufts B
b,r,e,a,k
Northeastern B
b,r,e,a,k
Harvard B
b,r,e,a,k
WPI B
b,r,e,a,k
Northeastern A
b,r,e,a,k
Boston College B
b,r,e,a,k
WPI A
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
MIT,WiPPs,15,0,"09/25/2004, 09:00",Pool A,final
MIT,Boston College A,15,5,"09/25/2004, 13:30",Pool A,final
pool,Pool B
Tufts B,Northeastern B,15,12,"09/25/2004, 09:00",Pool B,final
Harvard B,WPI B,15,1,"09/25/2004, 09:00",Pool B,final
Tufts B,WPI B,10,11,"09/25/2004, 11:15",Pool B,final
Harvard B,Northeastern B,15,1,"09/25/2004, 11:15",Pool B,final
Tufts B,Harvard B,4,15,"09/25/2004, 13:30",Pool B,final
Northeastern B,WPI B,3,15,"09/25/2004, 13:30",Pool B,final
pool,Pool C
Northeastern A,Boston College B,15,1,"09/25/2004, 09:00",Pool C,final
Northeastern A,WPI A,15,5,"09/25/2004, 13:30",Pool C,final
b,r,e,a,k
brackets,Bracket
bracket,See [http://www.upaNE.org>
b,r,e,a,k
