Trouble in Vegas,college-open,5,2,2010
Las Vegas,NV,2010-02-05,2010-02-07
https://scorereport.net/2010/college-open/event6670
Minnesota
b,r,e,a,k
San Diego State
b,r,e,a,k
Brigham Young
b,r,e,a,k
Utah
b,r,e,a,k
Western Washington
b,r,e,a,k
Shippensburg
b,r,e,a,k
Creighton
b,r,e,a,k
Richmond
b,r,e,a,k
British Columbia
b,r,e,a,k
Massachusetts
b,r,e,a,k
Michigan State
b,r,e,a,k
Cal State-Long Beach
b,r,e,a,k
Dartmouth
b,r,e,a,k
Duke
b,r,e,a,k
Air Force
b,r,e,a,k
UCLA
b,r,e,a,k
Illinois
b,r,e,a,k
Cal Poly-SLO
b,r,e,a,k
Oregon State
b,r,e,a,k
Colorado College
b,r,e,a,k
Arizona
b,r,e,a,k
Willamette
b,r,e,a,k
Boston University
b,r,e,a,k
Rice
b,r,e,a,k
Brown
b,r,e,a,k
California-Irvine
b,r,e,a,k
Chicago
b,r,e,a,k
Lewis & Clark
b,r,e,a,k
Missouri S & T
b,r,e,a,k
St Olaf
b,r,e,a,k
Occidental
b,r,e,a,k
Montana State
b,r,e,a,k
2010003L
b,r,e,a,k
Southern California
b,r,e,a,k
Colorado State
b,r,e,a,k
2010004M
b,r,e,a,k
2010003M
b,r,e,a,k
2010003N
b,r,e,a,k
New Mexico
b,r,e,a,k
Redlands
b,r,e,a,k
2010004O
b,r,e,a,k
2010003O
b,r,e,a,k
2010003P
b,r,e,a,k
2010004Q
b,r,e,a,k
2010004P
b,r,e,a,k
2010003Q
b,r,e,a,k
2010001D
b,r,e,a,k
2010002D
b,r,e,a,k
2010001E
b,r,e,a,k
2010002E
b,r,e,a,k
2010001F
b,r,e,a,k
2010002F
b,r,e,a,k
2010001G
b,r,e,a,k
2010002G
b,r,e,a,k
2010001H
b,r,e,a,k
2010002H
b,r,e,a,k
2010001I
b,r,e,a,k
2010002I
b,r,e,a,k
2010001J
b,r,e,a,k
2010002J
b,r,e,a,k
2010001K
b,r,e,a,k
2010002K
b,r,e,a,k
2010001L
b,r,e,a,k
2010002L
b,r,e,a,k
2010001M
b,r,e,a,k
2010002M
b,r,e,a,k
2010001N
b,r,e,a,k
2010002N
b,r,e,a,k
2010001O
b,r,e,a,k
2010002O
b,r,e,a,k
2010001P
b,r,e,a,k
2010002Q
b,r,e,a,k
2010002P
b,r,e,a,k
2010001Q
b,r,e,a,k
2010005R
b,r,e,a,k
2010005S
b,r,e,a,k
2010006R
b,r,e,a,k
2010006S
b,r,e,a,k
Stanford
b,r,e,a,k
Virginia
b,r,e,a,k
Carleton College
b,r,e,a,k
Oregon
b,r,e,a,k
Florida
b,r,e,a,k
Wisconsin
b,r,e,a,k
Colorado
b,r,e,a,k
Cornell
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Minnesota,San Diego State,10,9,"02/05/2010, 08:30",Pool A,final
Brigham Young,Utah,13,6,"02/05/2010, 08:30",Pool A,final
Minnesota,Utah,13,3,"02/05/2010, 10:15",Pool A,final
Brigham Young,San Diego State,10,13,"02/05/2010, 10:15",Pool A,final
Minnesota,Brigham Young,13,3,"02/05/2010, 15:30",Pool A,final
San Diego State,Utah,13,4,"02/05/2010, 15:30",Pool A,final
pool,Pool A
Western Washington,Shippensburg,13,5,"02/05/2010, 08:30",Pool A,final
Creighton,Richmond,13,11,"02/05/2010, 08:30",Pool A,final
Western Washington,Richmond,13,6,"02/05/2010, 10:15",Pool A,final
Creighton,Shippensburg,8,13,"02/05/2010, 10:15",Pool A,final
Western Washington,Creighton,13,0,"02/05/2010, 15:30",Pool A,final
Shippensburg,Richmond,13,6,"02/05/2010, 15:30",Pool A,final
pool,Pool A
British Columbia,Massachusetts,13,6,"02/05/2010, 08:30",Pool A,final
Michigan State,Cal State-Long Beach,8,12,"02/05/2010, 08:30",Pool A,final
British Columbia,Cal State-Long Beach,12,10,"02/05/2010, 10:15",Pool A,final
Michigan State,Massachusetts,13,12,"02/05/2010, 10:15",Pool A,final
British Columbia,Michigan State,13,9,"02/05/2010, 15:30",Pool A,final
Massachusetts,Cal State-Long Beach,12,9,"02/05/2010, 15:30",Pool A,final
pool,Pool A
Dartmouth,Duke,13,9,"02/05/2010, 08:30",Pool A,final
Air Force,UCLA,7,11,"02/05/2010, 08:30",Pool A,final
Dartmouth,UCLA,13,11,"02/05/2010, 10:15",Pool A,final
Air Force,Duke,8,13,"02/05/2010, 10:15",Pool A,final
Dartmouth,Air Force,12,13,"02/05/2010, 15:30",Pool A,final
Duke,UCLA,10,13,"02/05/2010, 15:30",Pool A,final
pool,Pool A
Illinois,Cal Poly-SLO,11,9,"02/05/2010, 08:30",Pool A,final
Oregon State,Colorado College,10,13,"02/05/2010, 08:30",Pool A,final
Illinois,Colorado College,13,2,"02/05/2010, 10:15",Pool A,final
Oregon State,Cal Poly-SLO,12,9,"02/05/2010, 10:15",Pool A,final
Illinois,Oregon State,11,13,"02/05/2010, 15:30",Pool A,final
Cal Poly-SLO,Colorado College,8,12,"02/05/2010, 15:30",Pool A,final
pool,Pool A
Arizona,Willamette,13,8,"02/05/2010, 08:30",Pool A,final
Boston University,Rice,13,8,"02/05/2010, 08:30",Pool A,final
Arizona,Rice,13,7,"02/05/2010, 10:15",Pool A,final
Boston University,Willamette,13,8,"02/05/2010, 10:15",Pool A,final
Arizona,Boston University,12,10,"02/05/2010, 15:30",Pool A,final
Willamette,Rice,9,11,"02/05/2010, 15:30",Pool A,final
pool,Pool A
Brown,California-Irvine,13,6,"02/05/2010, 08:30",Pool A,final
Chicago,Lewis & Clark,6,13,"02/05/2010, 08:30",Pool A,final
Brown,Lewis & Clark,13,7,"02/05/2010, 10:15",Pool A,final
Chicago,California-Irvine,12,13,"02/05/2010, 10:15",Pool A,final
Brown,Chicago,13,5,"02/05/2010, 15:30",Pool A,final
