Northern California Women's Sectionals,womens club,16,9,2007
Santa Cruz,CA,2007-09-16,2007-09-16
https://scorereport.net/2007/womens/event3893
Pie Queens
b,r,e,a,k
Bay Area Women's Ultimate
b,r,e,a,k
Zeitgeist
b,r,e,a,k
Slackjaw
b,r,e,a,k
Fury
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Pie Queens,Bay Area Women's Ultimate,7,13,"09/16/2007, 00:00",Pool A,final
Zeitgeist,Slackjaw,12,5,"09/16/2007, 00:00",Pool A,final
Fury,Slackjaw,13,3,"09/16/2007, 00:00",Pool A,final
Zeitgeist,Pie Queens,13,0,"09/16/2007, 00:00",Pool A,final
Fury,Bay Area Women's Ultimate,13,1,"09/16/2007, 00:00",Pool A,final
Slackjaw,Pie Queens,13,3,"09/16/2007, 00:00",Pool A,final
Fury,Pie Queens,13,1,"09/16/2007, 00:00",Pool A,final
Zeitgeist,Bay Area Women's Ultimate,13,2,"09/16/2007, 00:00",Pool A,final
Fury,Zeitgeist,12,8,"09/16/2007, 00:00",Pool A,final
Slackjaw,Bay Area Women's Ultimate,13,3,"09/16/2007, 00:00",Pool A,final
b,r,e,a,k
brackets,Bracket
b,r,e,a,k
