TCT Elite-Select Challenge 2023 - Indy Invite,Club - Men ,19,8,2023
Indianapolis,IN,2023-08-19,2023-08-20
https://play.usaultimate.org/events/TCT-Elite-Select-Challenge-2023/schedule/Men/Club-Men/
Sockeye,1
Raleigh-Durham United,Garden State Ultimate,13,8,"08/20/2023, 08:00",Ninth Quarterfinals,Final
Pittsburgh Temper,Tanasi,12,11,"08/20/2023, 08:00",Ninth Quarterfinals,Final
bracket,Eleventh Place
Sprout,Pittsburgh Temper,11,7,"08/20/2023, 13:15",Eleventh Place,Final
bracket,Thirteenth Place Bracket
H.I.P,Garden State Ultimate,6,13,"08/20/2023, 13:15",Thirteenth Place,Final
H.I.P,Trident I,13,12,"08/20/2023, 11:30",Thirteenth Semifinals,Final
Garden State Ultimate,Tanasi,14,11,"08/20/2023, 11:30",Thirteenth Semifinals,Final
bracket,Fifteenth Place
Trident I,Tanasi,12,9,"08/20/2023, 13:15",Fifteenth Place,Final
b,r,e,a,k
