TCT Elite-Select Challenge 2023 - Indy Invite,Club - Mixed ,19,8,2023
Indianapolis,IN,2023-08-19,2023-08-20
https://play.usaultimate.org/events/TCT-Elite-Select-Challenge-2023/schedule/Mixed/Club-Mixed
shame.,1
'Shine,Public Enemy,11,12,"08/19/2023, 10:45",Pool C,Final
Cleveland Crocs,Slow,11,10,"08/19/2023, 10:45",Pool C,Final
'Shine,Cleveland Crocs,10,11,"08/19/2023, 14:15",Pool C,Final
Slow,Public Enemy,9,13,"08/19/2023, 14:15",Pool C,Final
pool,Pool D
Space Force,Impact,14,11,"08/19/2023, 09:00",Pool D,Final
Mischief,Love Tractor,12,11,"08/19/2023, 09:00",Pool D,Final
Space Force,Love Tractor,13,8,"08/19/2023, 10:45",Pool D,Final
Mischief,Impact,11,10,"08/19/2023, 10:45",Pool D,Final
Space Force,Mischief,13,7,"08/19/2023, 12:30",Pool D,Final
Impact,Love Tractor,9,14,"08/19/2023, 12:30",Pool D,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,Championship Final
shame.,Sprocket,14,8,"08/20/2023, 11:30",Final,In Progress
shame.,Space Force,15,12,"08/20/2023, 09:45",Semifinals,Final
Mischief,Sprocket,10,15,"08/20/2023, 09:45",Semifinals,Final
shame.,Rally,15,8,"08/20/2023, 08:00",Quarterfinals,Final
Public Enemy,Space Force,9,11,"08/20/2023, 08:00",Quarterfinals,Final
Cleveland Crocs,Mischief,10,15,"08/20/2023, 08:00",Quarterfinals,Final
Sprocket,Hybrid,15,8,"08/20/2023, 08:00",Quarterfinals,Final
b,r,e,a,k
brackets,Placement Brackets
bracket,Third Place
Space Force,Mischief,9,8,"08/20/2023, 11:30",Third Place,In Progress
bracket,Fifth Place Bracket
Rally,Cleveland Crocs,0,0,"08/20/2023, 13:15",Fifth Place,Scheduled
Rally,Public Enemy,11,10,"08/20/2023, 09:45",Fifth Semifinals,Final
Cleveland Crocs,Hybrid,12,11,"08/20/2023, 09:45",Fifth Semifinals,Final
bracket,Seventh Place
Public Enemy,Hybrid,0,0,"08/20/2023, 13:15",Seventh Place,Scheduled
bracket,Ninth Place Bracket
Lawless,Slow,8,13,"08/20/2023, 11:30",Ninth Semifinals,In Progress
'Shine,Dirty Bird,13,7,"08/20/2023, 11:30",Ninth Semifinals,Final
Toro,Lawless,12,15,"08/20/2023, 08:00",Ninth Quarterfinals,Final
Impact,Slow,8,15,"08/20/2023, 08:00",Ninth Quarterfinals,Final
Love Tractor,'Shine,11,14,"08/20/2023, 09:45",Ninth Quarterfinals,Final
The Chad Larson Experience,Dirty Bird,10,11,"08/20/2023, 09:45",Ninth Quarterfinals,Final
bracket,Eleventh Place
bracket,Thirteenth Place Bracket
Toro,Love Tractor,0,0,"08/20/2023, 13:15",Thirteenth Place,Scheduled
Toro,Impact,12,7,"08/20/2023, 11:30",Thirteenth Semifinal,Final
Love Tractor,The Chad Larson Experience,12,10,"08/20/2023, 11:30",Thirteenth Semifinal,Final
bracket,Fifteenth Place
Impact,The Chad Larson Experience,0,0,"08/20/2023, 13:15",Fifteenth Place,Scheduled
b,r,e,a,k
