Emerald City Classic,womens club,20,8,2005
,,2005-08-20,2005-08-21
https://scorereport.net/2005/womens/event1827
Riot
b,r,e,a,k
Backhoe
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,Finals
Riot,Backhoe,15,9,"08/21/2005, 00:00",Finals,final
b,r,e,a,k
