Emerald City Classic,open club,11,8,2012
Seattle,WA,2012-08-11,2012-08-12
https://scorereport.net/2012/open/event11417
Revolver
b,r,e,a,k
Sockeye
b,r,e,a,k
Sub Zero
b,r,e,a,k
Truck Stop
b,r,e,a,k
Doublewide
b,r,e,a,k
PoNY
b,r,e,a,k
Ironside
b,r,e,a,k
Furious George
b,r,e,a,k
Voodoo
b,r,e,a,k
Machine
b,r,e,a,k
GOAT
b,r,e,a,k
Rhino
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,DC VOO
Revolver,Sockeye,15,13,"08/11/2012, 19:00",DC VOO,final
bracket,TOR CHI
Sub Zero,Truck Stop,13,8,"08/11/2012, 10:10",TOR CHI,final
bracket,TEX NY
Doublewide,PoNY,13,11,"08/11/2012, 10:10",TEX NY,final
bracket,DC MSP
Ironside,Revolver,13,11,"08/11/2012, 13:30",DC MSP,final
bracket,TOR VAN
Revolver,Doublewide,12,9,"08/12/2012, 11:50",TOR VAN,final
bracket,SF VAN
Revolver,Truck Stop,14,10,"08/12/2012, 10:10",SF VAN,final
bracket,BOS PDX
Sockeye,Doublewide,14,13,"08/12/2012, 08:30",BOS PDX,final
bracket,TEX VOO
Ironside,Doublewide,15,5,"08/11/2012, 16:50",TEX VOO,final
bracket,NY CHI
Ironside,Furious George,15,7,"08/11/2012, 15:10",NY CHI,final
bracket,MSP SEA
Ironside,Sockeye,14,9,"08/12/2012, 11:50",MSP SEA,final
bracket,SF BOS
Truck Stop,Sockeye,13,12,"08/11/2012, 13:30",SF BOS,final
bracket,DC SEA
Truck Stop,Voodoo,14,13,"08/11/2012, 08:30",DC SEA,final
bracket,TOR VOO
Sockeye,Sub Zero,15,8,"08/11/2012, 11:50",TOR VOO,final
bracket,CHI PDX
PoNY,Voodoo,15,10,"08/12/2012, 08:30",CHI PDX,final
bracket,SF NY
Machine,GOAT,15,12,"08/11/2012, 08:30",SF NY,final
bracket,BOS VAN
Ironside,Machine,15,11,"08/12/2012, 10:10",BOS VAN,final
bracket,TEX MSP
Machine,Furious George,15,14,"08/11/2012, 16:50",TEX MSP,final
bracket,DC PDX
Machine,Voodoo,13,6,"08/12/2012, 11:50",DC PDX,final
bracket,TOR SEA
Sub Zero,Furious George,14,13,"08/12/2012, 08:30",TOR SEA,final
bracket,BOS TEX
Rhino,Sub Zero,9,8,"08/12/2012, 10:10",BOS TEX,final
bracket,NY PDX
Sub Zero,Voodoo,15,14,"08/11/2012, 16:50",NY PDX,final
bracket,CHI VAN
Furious George,GOAT,12,11,"08/11/2012, 10:10",CHI VAN,final
bracket,MSP VOO
Rhino,GOAT,14,13,"08/12/2012, 08:30",MSP VOO,final
bracket,SF SEA
GOAT,Voodoo,13,10,"08/11/2012, 13:30",SF SEA,final
bracket,TEX SEA
Machine,Doublewide,13,12,"08/12/2012, 13:30",TEX SEA,final
bracket,NY VOO
Furious George,Truck Stop,15,13,"08/12/2012, 13:30",NY VOO,final
bracket,MSP VAN
Sub Zero,PoNY,13,11,"08/12/2012, 13:30",MSP VAN,final
bracket,TOR PDX
Rhino,PoNY,11,10,"08/11/2012, 16:50",TOR PDX,final
bracket,SF DC
Revolver,GOAT,15,11,"08/12/2012, 15:10",SF DC,final
bracket,BOS CHI
Ironside,Rhino,15,7,"08/12/2012, 13:30",BOS CHI,final
bracket,NY VAN
Sockeye,Voodoo,15,12,"08/12/2012, 13:30",NY VAN,final
bracket,MSP PDX
Revolver,Furious George,15,10,"08/11/2012, 11:50",MSP PDX,final
bracket,SF TEX
Rhino,Ironside,12,11,"08/11/2012, 11:50",SF TEX,final
bracket,BOS SEA
Doublewide,Voodoo,15,2,"08/11/2012, 11:50",BOS SEA,final
bracket,DC TOR
Machine,PoNY,13,11,"08/11/2012, 11:50",DC TOR,final
bracket,CHI VOO
Truck Stop,GOAT,14,8,"08/12/2012, 11:50",CHI VOO,final
bracket,BOS VOO*
Rhino,Machine,13,12,"08/11/2012, 13:30",BOS VOO*,final
bracket,TEX CHI*
Revolver,PoNY,13,12,"08/11/2012, 15:10",TEX CHI*,final
bracket,DC VAN*
Furious George,PoNY,12,9,"08/12/2012, 10:10",DC VAN*,final
bracket,NY MSP*
Sockeye,GOAT,14,13,"08/11/2012, 15:10",NY MSP*,final
bracket,SEA PDX*
Doublewide,Sub Zero,15,6,"08/11/2012, 15:10",SEA PDX*,final
bracket,SF TOR*
Rhino,Truck Stop,10,9,"08/11/2012, 15:10",SF TOR*,final
b,r,e,a,k
