BUDA SCL 4/3 Test,mixed club,21,8,2010
Devens,MA,2010-08-21,2010-08-22
https://scorereport.net/2010/mixed/event8441
Zerg Rush
b,r,e,a,k
GrassBurner
b,r,e,a,k
Swingers
b,r,e,a,k
BBN
b,r,e,a,k
Store Bought Dirt
b,r,e,a,k
GoThrilla
b,r,e,a,k
Capture the Dream
b,r,e,a,k
Skoosh
b,r,e,a,k
WuWu
b,r,e,a,k
Demons
b,r,e,a,k
Live Poultry Fresh Killed
b,r,e,a,k
Flow Chart
b,r,e,a,k
JHOP
b,r,e,a,k
Fetch
b,r,e,a,k
Merge (MA)
b,r,e,a,k
Anteaters
b,r,e,a,k
OTP
b,r,e,a,k
Suckwagon
b,r,e,a,k
Tubbs
b,r,e,a,k
Double Run
b,r,e,a,k
Hipster Kitties
b,r,e,a,k
Rebel Alliance
b,r,e,a,k
Spam
b,r,e,a,k
123 Frisbee
b,r,e,a,k
Toads
b,r,e,a,k
Pen Fifteen Club
b,r,e,a,k
WooTown
b,r,e,a,k
JP House of Frisbee
b,r,e,a,k
Aunt Jomamas Kung Fu Snafu
b,r,e,a,k
Huck Buddies
b,r,e,a,k
The Deciders
b,r,e,a,k
It's a Trap
b,r,e,a,k
2010003N
b,r,e,a,k
2010002P
b,r,e,a,k
2010003O
b,r,e,a,k
2010004O
b,r,e,a,k
2010002Q
b,r,e,a,k
2010004P
b,r,e,a,k
2010002R
b,r,e,a,k
2010004Q
b,r,e,a,k
2010002S
b,r,e,a,k
2010003R
b,r,e,a,k
2010004R
b,r,e,a,k
2010002T
b,r,e,a,k
2010003S
b,r,e,a,k
2010004S
b,r,e,a,k
2010002U
b,r,e,a,k
2010003T
b,r,e,a,k
2010004T
b,r,e,a,k
2010003U
b,r,e,a,k
2010001N
b,r,e,a,k
2010004N
b,r,e,a,k
2010002O
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool N
Zerg Rush,GrassBurner,10,7,"08/21/2010, 09:00",Pool N,final
Swingers,BBN,11,12,"08/21/2010, 09:00",Pool N,final
Zerg Rush,Swingers,14,15,"08/21/2010, 13:00",Pool N,final
