New England D-I College Men's Regionals,College - Men ,4,5,2024
Amherst,MA,2024-05-04,2024-05-05
https://play.usaultimate.org/events/New-England-D-I-College-Mens-Regionals-2024/schedule/Men/CollegeMen/
Massachusetts,1
00,Patrick Ó Súilleabháin 
00,Robert Starck
00,Ryland Fiscus
00,Samuel King
00,Sebastian Kaper
00,Taylor Hunt
00,William Squire
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Massachusetts,Harvard,13,2,"05/04/2024, 08:30",Pool A,Final
Vermont (B),Tufts (B),11,13,"05/04/2024, 08:30",Pool A,Final
Massachusetts,Tufts (B),13,3,"05/04/2024, 10:15",Pool A,Final
Vermont (B),Harvard,12,13,"05/04/2024, 10:15",Pool A,Final
pool,Pool B
Vermont,Boston University,13,4,"05/04/2024, 08:30",Pool B,Final
Dartmouth,Rhode Island,12,8,"05/04/2024, 08:30",Pool B,Final
Vermont,Dartmouth,13,9,"05/04/2024, 10:15",Pool B,Final
Rhode Island,Boston University,11,9,"05/04/2024, 10:15",Pool B,Final
pool,Pool C
Brown,Northeastern (B),13,2,"05/04/2024, 08:30",Pool C,Final
McGill,Massachusetts  (B),13,3,"05/04/2024, 08:30",Pool C,Final
Brown,McGill,13,10,"05/04/2024, 10:15",Pool C,Final
Massachusetts  (B),Northeastern (B),13,5,"05/04/2024, 10:15",Pool C,Final
pool,Pool D
Northeastern,MIT,13,2,"05/04/2024, 08:30",Pool D,Final
Tufts,Boston College,13,9,"05/04/2024, 08:30",Pool D,Final
Northeastern,Tufts,10,8,"05/04/2024, 10:15",Pool D,Final
Boston College,MIT,8,10,"05/04/2024, 10:15",Pool D,Final
b,r,e,a,k
clusters,Crossovers
cluster,Saturday Crossovers
Massachusetts,Brown,13,9,"05/04/2024, 12:00",,Final
Vermont,Northeastern,11,13,"05/04/2024, 12:00",,Final
Tufts,Rhode Island,13,5,"05/04/2024, 12:00",,Final
McGill,Harvard,13,5,"05/04/2024, 12:00",,Final
Dartmouth,MIT,10,6,"05/04/2024, 12:00",,Final
Tufts (B),Massachusetts  (B),9,10,"05/04/2024, 12:00",,Final
b,r,e,a,k
brackets,Bracket Play
bracket,Championship
Massachusetts,McGill,0,0,"05/05/2024, 09:00",Semifinals,Scheduled
Brown,Northeastern,0,0,"05/05/2024, 09:00",Semifinals,Scheduled
Massachusetts,Tufts,15,11,"05/04/2024, 14:00",Quarters,Final
McGill,Vermont,13,12,"05/04/2024, 14:00",Quarters,Final
Brown,Dartmouth,15,9,"05/04/2024, 14:00",Quarters,Final
Massachusetts  (B),Northeastern,7,15,"05/04/2024, 14:00",Quarters,Final
bracket,Third Place
Tufts,Vermont,0,0,"05/05/2024, 09:00",Third Quarters,Scheduled
Dartmouth,Massachusetts  (B),0,0,"05/05/2024, 09:00",Third Quarters,Scheduled
bracket,Fifth Place
bracket,Seventh Place
b,r,e,a,k
brackets,9-12th Place Bracket
bracket,9-12th Place Bracket
Rhode Island,Harvard,0,0,"05/05/2024, 09:00",9th Semifinals,Scheduled
MIT,Tufts (B),0,0,"05/05/2024, 09:00",9th Semifinals,Scheduled
bracket,11th Place
b,r,e,a,k
pools,13th-16th Place Round Robin
pool,Pool E
Vermont (B),Northeastern (B),0,0,"05/04/2024, 14:00",Pool E,Scheduled
Boston University,Boston College,0,0,"05/04/2024, 14:00",Pool E,Scheduled
Vermont (B),Boston College,0,0,"05/05/2024, 09:00",Pool E,Scheduled
Boston University,Northeastern (B),0,0,"05/05/2024, 09:00",Pool E,Scheduled
Vermont (B),Boston University,0,0,"05/05/2024, 11:00",Pool E,Scheduled
Northeastern (B),Boston College,0,0,"05/05/2024, 11:00",Pool E,Scheduled
b,r,e,a,k
