Southwest D-I College Men's Regionals,College - Men ,27,4,2024
San Luis Obispo,CA,2024-04-27,2024-04-28
https://play.usaultimate.org/events/Southwest-D-I-College-Mens-Regionals-2024/schedule/Men/CollegeMen/
Cal Poly-SLO,1
teamInfo,SLOCORE,"San Luis Obispo, California",http://slocore.com,https://www.facebook.com/slocoreultimate/,https://twitter.com/CORE_ultimate
00,Garrett Bush
00,Joseph Thachet
00,Keaton Orser
00,Seamus Robinson
00,Zach Riley
04,Marley Sussman
05,Alex Yannelli
07,James Whealan
08,Max Gade
09,Dodger Middlebrook
10,Oliver Faase
12,Bailey Prochaska
14,Rafael Castillo
15,Anton Orme
24,Jamieson Rear
25,Hayden King
26,Benson Cady
27,Wyatt Colburn
34,Owen Gresko
45,Alex Nelson
50,Kyle Lew
64,Micah Fong
72,Carson Crouch
81,Calvin Brown
b,r,e,a,k
California-Santa Cruz,3
teamInfo,Slugs,"Santa Cruz, California",https://www.instagram.com/slugultimate/,https://www.facebook.com/slugultimate,https://twitter.com/slugultimate
coaches,Johnny Ortberg
00,Aidin Terris
00,Benjamin Pratt
00,Bodie Shargel
00,Charlie Jia
00,Cyrus Isaacs
00,Davin Sieu
00,Devin Acuna
00,Dylan Terris
00,Ethan Rogers
00,Evangel Hightower-Rojas
00,Jackson Friday
00,Joseph Donovan
00,Kelvin Lloyd
00,Kien Warren
00,Marcos Schram
00,Mario Ambrose
00,Milan Moslehi
00,Noah Chang-Linenberg
00,Samuel Kaplan
00,Seamus Shogren
00,Selim Jones
00,Shane Stearns
00,Toby Warren
00,Tyler Weng
00,William Snyder
00,William Davies
b,r,e,a,k
UCLA,5
teamInfo,Smaug,"Los Angeles, California",https://instagram.com/smaugultimate,,https://twitter.com/smaugultimate
00,Alexander Clare
00,Calvin Bird
00,Calvin Wicks
00,Cameron Gray
00,Devon Stuart
00,Emmett Brosowsky
00,Ethan Klein
00,Ian Tsai
00,Jackson Jewett
00,Jacob Snodgress
00,Loic Billaut
00,Luca Spycher
00,Luca Adams
00,Marshall Wildmann
00,Matthew Barcellos
00,Meelan Shari
00,Michael Tao
00,Miles Fisher
00,Peter Shanahan
00,Riley Kirkman-Davis
00,Sam Hirschhorn
00,Zachary Rosen
00,Zack  Hirschhorn
27,Nathaniel Dudley
b,r,e,a,k
California,2
teamInfo,Ursa Major,"Berkeley, California",https://www.youtube.com/@calmensultimate6634,https://www.facebook.com/CalMensUltimate/,https://twitter.com/calmensultimate
00,Gabriel Gatewood-Wolfe
00,Gavin May
02,Jack Dinsmore
04,Samuel Laur
05,Robert McCabe
06,Kushal Khangaonkar
07,Anish Shrestha
09,Evan Kandell
13,Emery Goulet
14,Dexter Clyburn
19,Dylan Pearson
21,Ridge Huang
23,Vincent Su
24,Carter Lankford
25,Cameron Taleghani
26,Aditya  Vunnum
27,Mitchell Gibson
33,Lucas Intagliata
36,Kainoa Hottendorf
69,Camden Mah
77,Kyle Riley
81,Drew Vetteth
84,Edward Morris
97,Eric Johnson
b,r,e,a,k
Grand Canyon,8
teamInfo,Lopes,"Phoenix, Arizona",https://clubsports.gcu.edu/club-sports/ultimate-frisbee/,https://www.facebook.com/gculopesultimate/,https://twitter.com/GCUUltimate
00,Caleb LeMaster
00,Carson Russell
00,Declan Norris
00,Eli Schaberg
00,Eli Berthiaume
00,Ethan Wartenberg
00,Ethan Schmille
00,Asher Searles
00,Ben Morse
00,Blaise Clum
00,Brandon Alatorre
00,Ezekiel Taylor
00,Gannon McShane
00,Hayden Pender
00,James Perone
00,Jeremiah Coleman
00,Joshua Vishanoff
00,Joshua Stevenson
00,Logan Richards
00,Lukas Czarnota
00,Micah Willis
00,Nathaniel  Johnston
00,Noah Portis
00,Thomas Blum
00,Trevor Gurski
00,Xander Shenberger
01,Martin Mason
04,Nikolas  Rivera
12,Bryan Fuglestad
20,Cael Kubly
22,Nathan Paauw
29,Everitt Meer
33,Jonah  Rominski
55,Ryan Williams
b,r,e,a,k
California-San Diego,4
teamInfo,Air Squids,"San Diego, California",,,
coaches,Zac Goldberg,Bryce Lozinski
00,Aidan Reedy-Schneider
00,Bradley Zanteson
00,Charlie Wilson-Jackson
00,Cireus Eghtessadi-Reed
00,Eli D'Amico
00,Ethan Wang
00,Ghislain Demeester
00,Janeil Guada
00,John Loftus
00,Jonathan McGurrin
00,Matthew Deckerman
00,Max Gibson
00,Nate Becker
00,Nilesh Mukundan
00,Param Shah
00,Ryan Trinh
00,Ryan Barry
00,Spencer Rebman
00,Trey Scheid
00,Tyler May
00,Tyler Kurpanek
00,Tynan Sander
12,Hillel Avital
40,Adam Tran
53,Daniel Pryke
b,r,e,a,k
California-Santa Barbara,6
teamInfo,Black Tide,"Santa Barbara, California",,https://www.facebook.com/black.tide.50?fref=ts,https://twitter.com/UCSB_Ultimate
0,Anthony Barbalinardo
0,Joah Siegel
0,Tyler Janous
0,Wyatt Dunn
00,Luke Weaver
00,Michael Demonteverde
00,Derek Rojas
00,Cameron Lay
03,Max Combs
04,Everett Grass
06,Colin Baylis
07,Cole Bushner
09,Christian Van Stralen
10,Daniel Hwang
11,Brendan McGuinness
12,Dosym Kunhardt
14,Maxwell Fong
15,Leo Ford
21,Nathan Johnson
23,Ian Ilgenfritz
23,Alex Cheng
24,Austin Thornburgh
26,Rowan King
27,Phillip Loo
30,Elijah Geduldig
31,Jackson Hill
32,Isaac Duan
33,Liam Kilbridge
38,Ryan Grossklaus
69,Sam Nosler
b,r,e,a,k
Stanford,7
teamInfo,Stanford Men's Ultimate Team,"Stanford, California",,,
00,Declan Murphy Zink
00,Delfino Li
00,Denzel Cofie 
00,Egan Tardif
00,Eli Meyers
00,Everett Lee
00,Henry Boeschen
00,James Talbot
00,Alex Ecker
00,Alexander Belfiore
00,Benjamin Chen
00,Benjamin Fernandez
00,Brendon Gu
00,Max Lee
00,Max Vandervelden
00,Morgan Wyatt
00,Joshua Koch
00,Leo Jacoby
00,Sepehr Asgari
00,Toby Frager
06,Sean Sewell
10,Charles Shi
12,Charlie Shors
20,Matan Abrams
88,Shiley Einav
89,Jerred Smith
b,r,e,a,k
California-Davis,16
teamInfo,Davis Dogs,"Davis, California",https://davisdogsultimate.weebly.com/,https://www.facebook.com/davis.dogz?fref=ts&ref=br_tf,https://twitter.com/dogsultimate
69,Aaron Li
69,Aidan McKelvey
69,Alec White
69,Alejandro Pagan
69,Alexandro Murillo
69,Cooper Bass
69,Diego Ramirez
69,Ethan Leshan
69,Ethan Kilgard
69,Ian Morritse
69,Joshua Chasnov
69,Julian Korchin
69,Kaden Brownie
69,Kincaid  Johnson 
69,Leo Grossinger
69,Leo Johnson
69,Liam Ginsberg
69,Miles Kim
69,Owen Zuidema
69,Peter Reifenstein
69,Reilly Berberian
69,Roberto Hernandez
69,Timo Williamson
69,Yahir Mariles Guzman
b,r,e,a,k
San Jose State,9
teamInfo,Spartans,"San Jose, California",https://sjsusports.com/sports/ultimate,https://www.facebook.com/SJSUUltimate/,
coaches,Jason Huang
00,Billy Lai
00,Charles Torpey
00,Christopher Pantaleon
00,Isaac Thongthap
00,Jacob Linares
00,Jake Dapiran
00,Jakob  Lail
00,Joseph Faso
00,Joshua Krone
00,Kevin Camelin
00,Mark Blackburn
00,Matthew Moscoso
00,Ryan Nguyen
00,Tadeas Horn
00,Vincent Cook
00,Xavier Herrera
10,Tyler  Yang
23,Sakhin Anooj Selvamani
24,Dominic Sequeira
29,Caleb Mok
43,Joshua Fountain
69,Rafael  Antipuesto
b,r,e,a,k
Southern California,12
teamInfo,USC Lockdown,"Los Angeles, California",https://www.uscmensultimate.org/,https://www.facebook.com/uscmensultimate/,https://www.twitter.com/uscmensultimate/
00,Akilesh Swamy
00,Alex Tang
00,Alexander Zambidis
00,Andrew Nemeth
00,Arone Saldana
00,Cameron Davis
00,Clay Kaufman
00,Daniel Hochberg
00,David Anderson
00,David  Olson
00,Jack Molloy
00,Jesse Packel
00,June Bae
00,Mateusz Pienkowski
00,Mike DiLoreto
00,Owen Zhou
00,Quinn Booth
00,Shi Zhang
00,Skylar Funk
00,Eli Dorn
00,Giancarlo Rodriguez
00,Gregor Tillman
02,Dox Raskin
13,Thomas Johnson
14,Jack Fassett
b,r,e,a,k
Cal Poly-SLO (B),13
teamInfo,SLOB,"San Luis Obispo, California",,,
0,Ari Dean
0,Brandon Howell
0,Caleb Rosen
0,Carson Ingalls
0,Colin Moore
0,Daniel Monge
0,Drew Larson
0,Elliot DeJong
0,Garrett Kunkler
0,Henry Frierson
0,Jack Karpinski
0,Jack Pearson
0,Kamron Kelley
0,Layne Sutton
0,Luca Perri
0,Martin  Doherty
0,Matthew Lu
0,Nathan Shaffer
0,Nico Laurenson
0,Philippe Bakhirev
0,Quintan Davis
0,Sumanth Thokala
0,Owen  Lutz
0,Zach Kwast
1,Jack Toyama
2,Alec Gibbs
3,Paul Nassar
14,Marcus Hawley
16,Zachary Wallpe
16,Cody Krawczyk
20,Josh Hall
23,Griffin Dyal
26,Cole Aymond
27,Landon Block
28,Wyatt Barnes
77,Matthew Chak
88,Alex Herman
90,Ty Soria
99,Owen Peay
b,r,e,a,k
UCLA (B),14
teamInfo,UCLA Smoke,"Los Angeles, California",http://www.uclaclubsports.com/index.aspx?path=muf,https://www.facebook.com/UclaSmaugUltimate,https://twitter.com/uclaultimate
0,Alan Ramsey
0,Alden Reals
0,Billy Peir
0,Chengyuan Li
0,Jackson Kim
0,Jeremy Estrella
0,Lilian Giret
0,Mateo Nacusi
0,Paul White
0,Porfirio Mendes
0,Ronan Ereneta
0,Samuel Torres
0,Sebastian Westerink
0,TOMASSO ABRAMSONWARD
0,Wei Han Chua
0,Zi Wang
3,Luke Davis
4,Achinthya Poduval
9,Ashton Jin
10,Vivek Punn
13,Chanakya Gidipally
29,Theo Conroy
30,Charles Barnes
37,Changhe Xie
40,Jonas Holdaway
44,Micah Thomas
76,Jonah Sullivan
84,Henrik Zhang
99,Cameron Zamora
b,r,e,a,k
California-Irvine,11
teamInfo,Nightlife,"Irvine, California",https://www.instagram.com/nightlife_ultimate/,,
0,Ben Schroeder
0,Brady Cason
0,Alan Yuen
0,Joseph Quibrantar
0,Josiah Sweet
0,Paolo Brinas
0,Sean Li
0,Trevor Walker
1,Arnav Amin
2,Cory Yonemura
12,Shun Iwata
14,Joel Akiyoshi
26,isaiah hernandez
28,Nathan Leslie
36,Cheng-Yu Liu
55,Spencer Sih
69,Kobi McCracken
77,Peifeng Wang
99,Christopher Schultz
b,r,e,a,k
Arizona State,10
teamInfo,Prime,"Tempe, Arizona",https://arizonastateultimate.wordpress.com/,,https://twitter.com/ASU_Ultimate
00,Alvin Miles
00,Andrew MacIsaac
00,Austin  Cottarel
00,Adam Douillet
00,Alex Van Der Geest
00,Braden Distel
00,Clinton Warner
00,Connor Garrison
00,Emory Koeppel
00,Jayson Herrera
00,Joshua Saad
00,Martin Fuller
00,Matthew Dankwerth
00,Maxwell Bregman
00,Paul Carmichael
00,Prakash Wiese
00,Sashit Vijay
00,Trevor Walrath
08,Kyle Cagno
09,Drew Scola
22,Ethan Hoffman
24,Harrison Tucker
27,Benjamin Holt
31,Hederik Kosten
37,Luke Owen
39,Hibiki Jige
51,Aloha Das
53,James Stuermer
64,Permeet Bhatia
72,Cameron Welp
78,Conner Derr
b,r,e,a,k
Santa Clara,15
teamInfo,SCAB,"Santa Clara, California",,,https://twitter.com/SCABUltiFris
0,Alexander Von Banck
0,Andrew Kimball
0,Johnathon Dickey
0,Jonah Lewis
0,Elliott Becker
0,Peter Sandberg
00,Rowan Olds
00,Will DeGasparis
00,Michael Cooper
00,Nick Grace
00,Owen Duffy
00,Holden Abramonte
00,Jacob Salazar
00,James Freeman
00,JJ Xu
00,Jonah Engelmann
00,Joshua Colleran
00,Kieran Greeley
00,Liam Reese
00,Lucas Woodman
00,Brett de la Fuente
13,Andrew Minocha
18,Agustin Pace
20,Mason Gerwig
23,David Cummings
24,Daniel Flores
33,Ambrose Vellequette
44,Brendan Jones
88,Declan Lavery
98,David Rogers
b,r,e,a,k
s,t,a,g,e,s
brackets,16 Team-Double Elimination
bracket,First Place
Cal Poly-SLO,California-Santa Cruz,0,0,"04/28/2024, 10:45",Final,Scheduled
Cal Poly-SLO,UCLA,15,8,"04/27/2024, 14:15",Semis,Final
California-Santa Cruz,California,14,12,"04/27/2024, 14:15",Semis,Final
Cal Poly-SLO,Grand Canyon,15,9,"04/27/2024, 10:45",Quarters,Final
UCLA,California-San Diego,13,9,"04/27/2024, 10:45",Quarters,Final
California-Santa Cruz,California-Santa Barbara,12,7,"04/27/2024, 10:45",Quarters,Final
Stanford,California,3,13,"04/27/2024, 10:45",Quarters,Final
Cal Poly-SLO,California-Davis,15,1,"04/27/2024, 09:00",Pre-Quarters,Final
Grand Canyon,San Jose State,12,11,"04/27/2024, 09:00",Pre-Quarters,Final
UCLA,Southern California,15,9,"04/27/2024, 09:00",Pre-Quarters,Final
California-San Diego,Cal Poly-SLO (B),15,6,"04/27/2024, 09:00",Pre-Quarters,Final
California-Santa Cruz,UCLA (B),12,9,"04/27/2024, 09:00",Pre-Quarters,Final
California-Santa Barbara,California-Irvine,12,5,"04/27/2024, 09:00",Pre-Quarters,Final
Stanford,Arizona State,9,8,"04/27/2024, 09:00",Pre-Quarters,Final
California,Santa Clara,15,7,"04/27/2024, 09:00",Pre-Quarters,Final
bracket,2nd Place
UCLA,California-Santa Barbara,0,0,"04/28/2024, 09:00",Game-to-Go Round 4,In Progress
California,California-San Diego,13,10,"04/28/2024, 09:00",Game-to-Go Round 4,Final
Stanford,California-Santa Barbara,7,8,"04/27/2024, 14:15",Game-to-Go Round 3,Final
California-San Diego,Santa Clara,14,4,"04/27/2024, 14:15",Game-to-Go Round 3,Final
Stanford,San Jose State,11,5,"04/27/2024, 12:30",Game-to-Go Round 2,Final
California-Santa Barbara,Cal Poly-SLO (B),14,4,"04/27/2024, 12:30",Game-to-Go Round 2,Final
California-San Diego,California-Irvine,13,8,"04/27/2024, 12:30",Game-to-Go Round 2,Final
Grand Canyon,Santa Clara,11,12,"04/27/2024, 12:30",Game-to-Go Round 2,Final
California-Davis,San Jose State,4,13,"04/27/2024, 10:45",Game-to-Go Round 1,Final
Southern California,Cal Poly-SLO (B),9,10,"04/27/2024, 10:45",Game-to-Go Round 1,Final
UCLA (B),California-Irvine,7,10,"04/27/2024, 10:45",Game-to-Go Round 1,Final
Arizona State,Santa Clara,6,7,"04/27/2024, 10:45",Game-to-Go Round 1,Final
bracket,5th Place
bracket,7th Place
Stanford,Santa Clara,0,0,"04/28/2024, 10:45",7th Place Game,Scheduled
bracket,9th-12th (1)
San Jose State,Cal Poly-SLO (B),0,0,"04/28/2024, 09:00",9th Place Game (1),Scheduled
bracket,9th-12th (2)
California-Irvine,Grand Canyon,0,0,"04/28/2024, 09:00",9th Place Game (2),Scheduled
bracket,13th Place
California-Davis,Southern California,0,0,"04/28/2024, 09:00",13th Place Semis,In Progress
UCLA (B),Arizona State,0,0,"04/28/2024, 09:00",13th Place Semis,In Progress
bracket,15th Place
b,r,e,a,k
