Joint Summit Classic,college-open,29,1,2005
Clemson,SC,2005-01-29,2005-01-30
https://scorereport.net/2005/college-open/event1192
Pennsylvania
b,r,e,a,k
Virginia Tech
b,r,e,a,k
Pittsburgh
b,r,e,a,k
South Carolina
b,r,e,a,k
Clemson
b,r,e,a,k
Williams
b,r,e,a,k
Davidson
b,r,e,a,k
Charleston
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,Bracket
Pennsylvania,Virginia Tech,13,7,"01/30/2005, 00:00",Bracket,final
Pittsburgh,Pennsylvania,15,11,"01/30/2005, 00:00",Bracket,final
Pittsburgh,South Carolina,15,3,"01/30/2005, 00:00",Bracket,final
Pittsburgh,Clemson,11,10,"01/30/2005, 00:00",Bracket,final
Williams,Davidson,15,2,"01/30/2005, 00:00",Bracket,final
Clemson,Williams,15,9,"01/30/2005, 00:00",Bracket,final
Clemson,Charleston,15,6,"01/30/2005, 00:00",Bracket,final
b,r,e,a,k
