"Metro New York Open Sectionals, DivII",open club,21,9,2008
Middletown,NY,2008-09-21,2008-09-21
https://scorereport.net/2008/open/event5494
CLUBLUNTS
b,r,e,a,k
Vassar B
b,r,e,a,k
Uconn
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
CLUBLUNTS,Vassar B,0,1,"09/21/2008, 09:00",Pool A,final
Uconn,Vassar B,9,4,"09/21/2008, 11:30",Pool A,final
CLUBLUNTS,Uconn,0,1,"09/21/2008, 14:00",Pool A,final
b,r,e,a,k
brackets,Bracket
bracket,Bracket
b,r,e,a,k
