TIC Jersey War,open club,21,7,2008
McLean,VA,2008-07-21,2008-07-21
https://scorereport.net/2008/open/event5304
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,Basketball
bracket,Basketball
bracket,Basketball
bracket,Basketball
bracket,Ultimate
bracket,Ultimate
bracket,Ultimate
bracket,Ultimate
bracket,Handball
bracket,Handball
bracket,Handball
bracket,Handball
bracket,Soccer
bracket,Soccer
bracket,Soccer
bracket,Soccer
b,r,e,a,k
