2010 USA Ultimate Northeast Club Open Regionals,open club,9,10,2010
Devens,MA,2010-10-09,2010-10-10
https://scorereport.net/2010/open/event7488
Ironside
b,r,e,a,k
The Invention of Laying
b,r,e,a,k
Replicants
b,r,e,a,k
Red Tide
b,r,e,a,k
PoNY
b,r,e,a,k
MBA SONY
b,r,e,a,k
Dark or Light
b,r,e,a,k
Chuck Wagon
b,r,e,a,k
Bodhi
b,r,e,a,k
UVM Team Chill
b,r,e,a,k
Mephisto
b,r,e,a,k
Ubuntu
b,r,e,a,k
GOAT
b,r,e,a,k
Sons of Liberty
b,r,e,a,k
PonX
b,r,e,a,k
UMASS ZooDisc
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,1st place
Ironside,The Invention of Laying,15,3,"10/09/2010, 08:30",1st place,final
Replicants,Red Tide,15,11,"10/09/2010, 08:30",1st place,final
PoNY,MBA SONY,15,2,"10/09/2010, 08:30",1st place,final
Dark or Light,Chuck Wagon,15,7,"10/09/2010, 08:30",1st place,final
Bodhi,UVM Team Chill,15,7,"10/09/2010, 08:30",1st place,final
Mephisto,Ubuntu,15,6,"10/09/2010, 08:30",1st place,final
Sons of Liberty,PonX,15,8,"10/09/2010, 08:30",1st place,final
GOAT,UMASS ZooDisc,14,7,"10/09/2010, 08:30",1st place,final
Ironside,Replicants,15,4,"10/09/2010, 12:10",1st place,final
PoNY,Dark or Light,15,9,"10/09/2010, 12:10",1st place,final
Bodhi,Mephisto,14,10,"10/09/2010, 12:10",1st place,final
GOAT,Sons of Liberty,13,7,"10/09/2010, 12:10",1st place,final
Ironside,PoNY,15,10,"10/09/2010, 15:50",1st place,final
Bodhi,GOAT,13,11,"10/09/2010, 15:50",1st place,final
Ironside,Bodhi,15,7,"10/10/2010, 10:45",1st place,final
bracket,13th place
MBA SONY,The Invention of Laying,14,9,"10/09/2010, 14:00",13th place,final
Ubuntu,PonX,14,12,"10/09/2010, 14:00",13th place,final
bracket,15th place
bracket,9th place
bracket,9th place
UVM Team Chill,UMASS ZooDisc,15,12,"10/09/2010, 15:50",9th place,final
b,r,e,a,k
