Colorado Cup Mens Elite,open club,31,7,2010
Boulder,Colorado,2010-07-31,2010-08-01
https://scorereport.net/2010/open/event7733
Furious George
b,r,e,a,k
GOAT
b,r,e,a,k
Johnny Bravo
b,r,e,a,k
Machine
b,r,e,a,k
Madcow
b,r,e,a,k
Prairie Fire
b,r,e,a,k
Madison Club
b,r,e,a,k
Sub Zero
b,r,e,a,k
Street Gang
b,r,e,a,k
Truck Stop
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Furious George,GOAT,14,16,"07/31/2010, 09:00",Pool A,final
pool,Pool B
Johnny Bravo,Machine,15,8,"07/31/2010, 09:00",Pool B,final
pool,Pool C
Madcow,Prairie Fire,15,13,"07/31/2010, 09:00",Pool C,final
pool,Pool D
Madison Club,Sub Zero,10,15,"07/31/2010, 09:00",Pool D,final
pool,Pool E
Street Gang,Truck Stop,9,15,"07/31/2010, 09:00",Pool E,final
pool,Pool H
Furious George,Machine,14,13,"07/31/2010, 11:00",Pool H,final
pool,Pool I
GOAT,Madcow,15,10,"07/31/2010, 11:00",Pool I,final
pool,Pool J
Johnny Bravo,Sub Zero,15,9,"07/31/2010, 11:00",Pool J,final
pool,Pool K
Truck Stop,Madison Club,15,8,"07/31/2010, 11:00",Pool K,final
pool,Pool L
Street Gang,Prairie Fire,15,9,"07/31/2010, 11:00",Pool L,final
pool,Pool M
Truck Stop,Madcow,15,7,"07/31/2010, 13:00",Pool M,final
pool,Pool N
Furious George,Madison Club,15,12,"07/31/2010, 13:00",Pool N,final
pool,Pool O
Sub Zero,Prairie Fire,15,13,"07/31/2010, 13:00",Pool O,final
pool,Pool P
Machine,Street Gang,15,8,"07/31/2010, 13:00",Pool P,final
pool,Pool Q
GOAT,Johnny Bravo,17,16,"07/31/2010, 18:00",Pool Q,final
pool,Pool R
Furious George,Sub Zero,15,8,"07/31/2010, 15:00",Pool R,final
pool,Pool S
Madcow,Street Gang,9,15,"07/31/2010, 15:00",Pool S,final
pool,Pool T
GOAT,Madison Club,14,13,"07/31/2010, 15:00",Pool T,final
pool,Pool U
Johnny Bravo,Prairie Fire,15,9,"07/31/2010, 09:00",Pool U,final
pool,Pool V
Truck Stop,Machine,15,8,"07/31/2010, 15:00",Pool V,final
pool,Pool W
Furious George,Madcow,15,8,"07/31/2010, 09:00",Pool W,final
pool,Pool X
GOAT,Prairie Fire,12,15,"07/31/2010, 09:00",Pool X,final
pool,Pool Y
Johnny Bravo,Truck Stop,13,14,"07/31/2010, 09:00",Pool Y,final
pool,Pool Z
Sub Zero,Machine,15,12,"07/31/2010, 09:00",Pool Z,final
b,r,e,a,k
brackets,Bracket
b,r,e,a,k
