2012 USA Ultimate Texas Club Women's Sectionals,womens club,15,9,2012
College Station,TX,2012-09-15,2012-09-15
https://scorereport.net/2012/womens/event11398
Showdown
b,r,e,a,k
Happy Hour
b,r,e,a,k
Inferno
b,r,e,a,k
Trainwreck
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,Game A
Showdown,Happy Hour,15,0,"09/15/2012, 11:00",Game A,final
bracket,Game B
Inferno,Trainwreck,15,2,"09/15/2012, 11:00",Game B,final
bracket,C: Wa vs Lb
Showdown,Trainwreck,15,0,"09/15/2012, 13:00",C: Wa vs Lb,final
bracket,D: Wb vs La
Inferno,Happy Hour,14,10,"09/15/2012, 13:00",D: Wb vs La,final
bracket,Third round A
Showdown,Inferno,15,2,"09/15/2012, 15:00",Third round A,final
bracket,Third Round B
Happy Hour,Trainwreck,14,4,"09/15/2012, 15:00",Third Round B,final
b,r,e,a,k
