2012 USA Ultimate So Cal Club Women's Sectionals,womens club,22,9,2012
Long Beach,CA,2012-09-22,2012-09-22
https://scorereport.net/2012/womens/event11400
Safari
b,r,e,a,k
Venom
b,r,e,a,k
Viva
b,r,e,a,k
The Cub Club
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,Round 1
Safari,Venom,14,4,"09/22/2012, 09:00",Round 1,final
bracket,Round 1
Viva,The Cub Club,13,6,"09/22/2012, 09:00",Round 1,final
bracket,Round 2
Safari,The Cub Club,15,4,"09/22/2012, 09:00",Round 2,final
bracket,Round 2
Viva,Venom,10,7,"09/22/2012, 09:00",Round 2,final
bracket,Round 3
Safari,Viva,14,7,"09/22/2012, 09:00",Round 3,final
bracket,Round 3
Venom,The Cub Club,14,10,"09/22/2012, 09:00",Round 3,final
b,r,e,a,k
