2012 USA Ultimate Rocky Mountain Club Women's Sectionals,womens club,15,9,2012
Commerce city,Colorado,2012-09-15,2012-09-15
https://scorereport.net/2012/womens/event11404
Molly Brown
b,r,e,a,k
Colorado Wildfire
b,r,e,a,k
Jack Wagon
b,r,e,a,k
ORALE
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,1 vs 3
Molly Brown,Colorado Wildfire,15,1,"09/15/2012, 10:45",1 vs 3,final
bracket,2 vs 4
Jack Wagon,ORALE,15,2,"09/15/2012, 10:45",2 vs 4,final
bracket,Wa vs Lb
Molly Brown,ORALE,15,4,"09/15/2012, 12:30",Wa vs Lb,final
bracket,Wb vs La
Jack Wagon,Colorado Wildfire,15,3,"09/15/2012, 12:30",Wb vs La,final
bracket,Wc vs Wd
Molly Brown,Jack Wagon,15,6,"09/15/2012, 14:15",Wc vs Wd,final
bracket,Lc vs Ld
Colorado Wildfire,ORALE,15,5,"09/15/2012, 14:15",Lc vs Ld,final
b,r,e,a,k
