2012 USAU Illinois Dev College Open CC,college-open,14,4,2012
Rantoul,Il,2012-04-14,2012-04-14
https://scorereport.net/2012/college-open/event10647
Illinois-B
b,r,e,a,k
Northwestern-B
b,r,e,a,k
Illinois State-B
b,r,e,a,k
Chicago-B
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Illinois-B,Northwestern-B,15,6,"04/14/2012, 09:00",Pool A,final
Illinois State-B,Chicago-B,12,6,"04/14/2012, 09:00",Pool A,final
Illinois-B,Chicago-B,15,1,"04/14/2012, 10:45",Pool A,final
Illinois State-B,Northwestern-B,7,9,"04/14/2012, 10:45",Pool A,final
Illinois-B,Illinois State-B,15,1,"04/14/2012, 12:30",Pool A,final
Northwestern-B,Chicago-B,15,8,"04/14/2012, 12:30",Pool A,final
b,r,e,a,k
brackets,Bracket
b,r,e,a,k
