2012 USAU Michigan D-3 College Open CC,college-open,14,4,2012
Kalamazoo,MI,2012-04-14,2012-04-15
https://scorereport.net/2012/college-open/event10657
Kalamazoo
b,r,e,a,k
Calvin
b,r,e,a,k
Hope College
b,r,e,a,k
Kettering
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Kalamazoo,Calvin,11,9,"04/14/2012, 10:45",Pool A,final
Hope College,Kettering,F,W,"04/14/2012, 10:45",Pool A,final
Kalamazoo,Kettering,13,1,"04/14/2012, 12:30",Pool A,final
Hope College,Calvin,F,W,"04/14/2012, 12:30",Pool A,final
Kalamazoo,Hope College,W,F,"04/14/2012, 14:15",Pool A,final
Calvin,Kettering,13,2,"04/14/2012, 14:15",Pool A,final
b,r,e,a,k
brackets,Bracket
bracket,3rd/4th Tiebreaker if needed
b,r,e,a,k
