2012 USAU Lake Superior Dev College Open CC,college-open,14,4,2012
Delafield,WI,2012-04-14,2012-04-15
https://scorereport.net/2012/college-open/event10648
Wisconsin-B
b,r,e,a,k
Wisconsin-Milwaukee-B
b,r,e,a,k
Wisconsin-TIE
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Wisconsin-B,Wisconsin-Milwaukee-B,15,6,"04/14/2012, 09:00",Pool A,final
Wisconsin-B,Wisconsin-TIE,9,13,"04/14/2012, 11:00",Pool A,final
Wisconsin-TIE,Wisconsin-Milwaukee-B,12,13,"04/14/2012, 13:00",Pool A,final
b,r,e,a,k
brackets,Bracket
b,r,e,a,k
