2012 USAU South New England D-1 College Open CC,college-open,15,4,2012
Providence,RI,2012-04-15,2012-04-15
https://scorereport.net/2012/college-open/event10683
Williams
b,r,e,a,k
Rhode Island
b,r,e,a,k
Massachusetts
b,r,e,a,k
Brown
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,Championship
Williams,Rhode Island,15,10,"04/15/2012, 00:00",Championship,final
Williams,Massachusetts,15,11,"04/15/2012, 00:00",Championship,final
Massachusetts,Brown,15,7,"04/15/2012, 00:00",Championship,final
bracket,3rd Place
Rhode Island,Brown,15,11,"04/15/2012, 00:00",3rd Place,final
b,r,e,a,k
