Discos Calientes,mixed club,14,8,2004
Chico,CA,2004-08-14,2004-08-15
https://scorereport.net/2004/mixed/event669
Brass Monkey
b,r,e,a,k
Solid Gold
b,r,e,a,k
Hot in da Sac
b,r,e,a,k
Beer Run
b,r,e,a,k
Lemon Party
b,r,e,a,k
Smoke 'em Out
b,r,e,a,k
Touchy Feely
b,r,e,a,k
Mischief
b,r,e,a,k
Off in the Woods
b,r,e,a,k
Redneck Rampage
b,r,e,a,k
Santa Crucial
b,r,e,a,k
Humboldt
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Brass Monkey,Solid Gold,13,10,"08/14/2004, 00:00",Pool A,final
Hot in da Sac,Solid Gold,6,13,"08/14/2004, 00:00",Pool A,final
Brass Monkey,Hot in da Sac,13,5,"08/14/2004, 00:00",Pool A,final
pool,Pool B
Beer Run,Lemon Party,13,14,"08/14/2004, 00:00",Pool B,final
Beer Run,Smoke 'em Out,13,1,"08/14/2004, 00:00",Pool B,final
Beer Run,Touchy Feely,13,1,"08/14/2004, 00:00",Pool B,final
pool,Pool C
Mischief,Off in the Woods,12,2,"08/14/2004, 00:00",Pool C,final
Redneck Rampage,Santa Crucial,13,12,"08/14/2004, 00:00",Pool C,final
Mischief,Santa Crucial,13,7,"08/14/2004, 00:00",Pool C,final
Redneck Rampage,Off in the Woods,1,0,"08/14/2004, 00:00",Pool C,final
Mischief,Redneck Rampage,10,11,"08/14/2004, 00:00",Pool C,final
Off in the Woods,Santa Crucial,11,13,"08/14/2004, 00:00",Pool C,final
b,r,e,a,k
brackets,Bracket
bracket,Bracket
Brass Monkey,Humboldt,1,0,"08/15/2004, 00:00",Bracket,final
b,r,e,a,k
