Club Southerns,open club,6,6,2009
Statesboro,GA,2009-06-06,2009-06-07
https://scorereport.net/2009/open/event6472
Chain Lightning Y
b,r,e,a,k
SMOKESHACK
b,r,e,a,k
El Diablo X
b,r,e,a,k
Tanasi
b,r,e,a,k
Chain Lightning X
b,r,e,a,k
Florida
b,r,e,a,k
For The Story
b,r,e,a,k
Uproar
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,Bracket
El Diablo X,Tanasi,15,10,"06/06/2009, 00:00",Bracket,final
Florida,For The Story,1,0,"06/06/2009, 00:00",Bracket,final
Chain Lightning X,Florida,15,6,"06/06/2009, 00:00",Bracket,final
Chain Lightning X,Uproar,15,1,"06/06/2009, 00:00",Bracket,final
Chain Lightning Y,SMOKESHACK,15,2,"06/07/2009, 00:00",Bracket,final
Chain Lightning Y,El Diablo X,15,6,"06/07/2009, 00:00",Bracket,final
Chain Lightning X,Chain Lightning Y,13,11,"06/07/2009, 00:00",Bracket,final
b,r,e,a,k
