2012 USAU Northwest D-3 College Womens CC,college-womens,21,4,2012
Tacoma,WA,2012-04-21,2012-04-21
https://scorereport.net/2012/college-womens/event10734
Puget Sound
b,r,e,a,k
Lewis & Clark
b,r,e,a,k
Whitman
b,r,e,a,k
Willamette
b,r,e,a,k
Pacific Lutheran
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Puget Sound,Lewis & Clark,13,8,"04/21/2012, 09:00",Pool A,final
Whitman,Willamette,15,7,"04/21/2012, 09:00",Pool A,final
Pacific Lutheran,Willamette,14,10,"04/21/2012, 11:00",Pool A,final
Whitman,Puget Sound,15,3,"04/21/2012, 11:00",Pool A,final
Pacific Lutheran,Lewis & Clark,15,3,"04/21/2012, 13:00",Pool A,final
Willamette,Puget Sound,15,6,"04/21/2012, 13:00",Pool A,final
Pacific Lutheran,Puget Sound,15,3,"04/21/2012, 15:00",Pool A,final
Whitman,Lewis & Clark,15,2,"04/21/2012, 15:00",Pool A,final
Pacific Lutheran,Whitman,14,13,"04/21/2012, 17:00",Pool A,final
Willamette,Lewis & Clark,15,4,"04/21/2012, 17:00",Pool A,final
b,r,e,a,k
brackets,Bracket
b,r,e,a,k
