Texas College Women's Sectionals,college-womens,4,4,2009
College Station,TX,2009-04-04,2009-04-05
https://scorereport.net/2009/college-womens/event5910
Texas
b,r,e,a,k
Texas-B
b,r,e,a,k
Texas A & M
b,r,e,a,k
Texas-Arlington
b,r,e,a,k
Rice
b,r,e,a,k
North Texas
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Texas,Texas-B,11,5,"04/04/2009, 06:00",Pool A,final
Texas A & M,Texas-Arlington,1,1,"04/04/2009, 06:00",Pool A,final
Rice,North Texas,8,9,"04/04/2009, 06:00",Pool A,final
Texas,Rice,13,3,"04/04/2009, 07:00",Pool A,final
Texas A & M,Texas-B,0,1,"04/04/2009, 07:00",Pool A,final
Texas-Arlington,North Texas,0,1,"04/04/2009, 07:00",Pool A,final
Texas,Texas A & M,13,0,"04/04/2009, 09:00",Pool A,final
Rice,Texas-Arlington,1,0,"04/04/2009, 09:00",Pool A,final
Texas-B,North Texas,9,8,"04/04/2009, 09:00",Pool A,final
Texas,Texas-Arlington,1,0,"04/04/2009, 11:00",Pool A,final
Texas A & M,North Texas,0,1,"04/04/2009, 11:00",Pool A,final
Rice,Texas-B,12,2,"04/04/2009, 11:00",Pool A,final
Texas,North Texas,13,0,"04/04/2009, 13:00",Pool A,final
Texas A & M,Rice,0,1,"04/04/2009, 13:00",Pool A,final
Texas-Arlington,Texas-B,0,1,"04/04/2009, 13:00",Pool A,final
b,r,e,a,k
brackets,Bracket
bracket,2nd Place Bracket
Texas-B,Texas-Arlington,1,0,"04/04/2009, 00:00",2nd Place Bracket,final
Rice,North Texas,9,8,"04/05/2009, 00:00",2nd Place Bracket,final
bracket,4th Place Game
North Texas,Texas-Arlington,1,0,"04/04/2009, 00:00",4th Place Game,final
b,r,e,a,k
