Big D in Little D ,college-womens,31,1,2009
Denton,TX,2009-01-31,2009-02-01
https://scorereport.net/2009/college-womens/event6035
Oklahoma
b,r,e,a,k
Texas A & M
b,r,e,a,k
Arkansas
b,r,e,a,k
Texas Christian
b,r,e,a,k
Oklahoma State
b,r,e,a,k
North Texas
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Oklahoma,Texas A & M,6,8,"01/31/2009, 00:00",Pool A,final
Arkansas,Texas Christian,1,0,"01/31/2009, 00:00",Pool A,final
Oklahoma,Oklahoma State,9,3,"01/31/2009, 00:00",Pool A,final
Texas A & M,North Texas,1,0,"01/31/2009, 00:00",Pool A,final
Arkansas,Oklahoma State,1,0,"01/31/2009, 00:00",Pool A,final
Oklahoma,Arkansas,8,7,"01/31/2009, 00:00",Pool A,final
Texas A & M,Oklahoma State,1,0,"01/31/2009, 00:00",Pool A,final
Oklahoma,Texas Christian,10,7,"01/31/2009, 00:00",Pool A,final
Arkansas,North Texas,1,0,"01/31/2009, 00:00",Pool A,final
Arkansas,Texas A & M,0,1,"01/31/2009, 00:00",Pool A,final
Oklahoma,North Texas,9,3,"01/31/2009, 00:00",Pool A,final
Texas A & M,Texas Christian,1,0,"01/31/2009, 00:00",Pool A,final
b,r,e,a,k
brackets,Bracket
bracket,Bracket
Texas A & M,Oklahoma,11,5,"02/01/2009, 00:00",Bracket,final
b,r,e,a,k
