"Roll Call, D.C.",college-womens,28,3,2009
Washington,DC,2009-03-28,2009-03-29
https://scorereport.net/2009/college-womens/event5763
Penn State
b,r,e,a,k
Northwestern
b,r,e,a,k
Oberlin
b,r,e,a,k
Johns Hopkins
b,r,e,a,k
Brown-B
b,r,e,a,k
Princeton
b,r,e,a,k
Harvard
b,r,e,a,k
Carnegie-Mellon
b,r,e,a,k
Colgate
b,r,e,a,k
Wellesley-X
b,r,e,a,k
Hofstra
b,r,e,a,k
Georgetown
b,r,e,a,k
Haverford
b,r,e,a,k
Williams
b,r,e,a,k
College of New Jersey
b,r,e,a,k
Swarthmore
b,r,e,a,k
Salisbury
b,r,e,a,k
Amherst Regional High School
b,r,e,a,k
Towson
b,r,e,a,k
Mary Washington
b,r,e,a,k
Messiah
b,r,e,a,k
Pennsylvania
b,r,e,a,k
St Mary's
b,r,e,a,k
Chicago
b,r,e,a,k
Wellesley-Y
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Penn State,Northwestern,10,8,"03/28/2009, 08:30",Pool A,final
pool,Pool B
Oberlin,Johns Hopkins,6,7,"03/28/2009, 08:30",Pool B,final
Oberlin,Johns Hopkins,0,1,"03/28/2009, 10:15",Pool B,final
pool,Pool C
Brown-B,Princeton,3,7,"03/28/2009, 12:00",Pool C,final
b,r,e,a,k
brackets,Bracket
bracket,Bracket
Carnegie-Mellon,Colgate,9,7,"03/28/2009, 00:00",Bracket,final
Wellesley-X,Oberlin,1,0,"03/28/2009, 00:00",Bracket,final
Hofstra,Johns Hopkins,9,2,"03/28/2009, 00:00",Bracket,final
Georgetown,Haverford,11,1,"03/28/2009, 00:00",Bracket,final
Williams,College of New Jersey,9,2,"03/28/2009, 00:00",Bracket,final
Swarthmore,Salisbury,1,0,"03/28/2009, 00:00",Bracket,final
Harvard,Carnegie-Mellon,6,3,"03/29/2009, 00:00",Bracket,final
Wellesley-X,Hofstra,8,7,"03/29/2009, 00:00",Bracket,final
Georgetown,Williams,6,5,"03/29/2009, 00:00",Bracket,final
Georgetown,Swarthmore,7,6,"03/29/2009, 00:00",Bracket,final
bracket,Bracket
Amherst Regional High School,Towson,13,1,"03/28/2009, 00:00",Bracket,final
Mary Washington,Brown-B,8,7,"03/28/2009, 00:00",Bracket,final
Messiah,Princeton,9,6,"03/28/2009, 00:00",Bracket,final
Pennsylvania,St Mary's,7,4,"03/28/2009, 00:00",Bracket,final
Chicago,Wellesley-Y,1,0,"03/28/2009, 00:00",Bracket,final
Penn State,Amherst Regional High School,7,4,"03/29/2009, 00:00",Bracket,final
Messiah,Mary Washington,13,2,"03/29/2009, 00:00",Bracket,final
Pennsylvania,Chicago,10,5,"03/29/2009, 00:00",Bracket,final
bracket,Winners Bracket F
bracket,Championship Bracket
bracket,Championship Bracket
bracket,17th Place
bracket,25th Place
bracket,25th Place
bracket,21st Place
bracket,21st Place
bracket,19th Place
bracket,9th Place
bracket,9th Place
bracket,13th Place
bracket,13th Place
bracket,3rd Place
b,r,e,a,k
