"Roll Call, D.C.",college-open,28,3,2009
Washington,DC,2009-03-28,2009-03-29
https://scorereport.net/2009/college-open/event5755
Harvard
b,r,e,a,k
Pittsburgh
b,r,e,a,k
North Carolina State
b,r,e,a,k
Brown
b,r,e,a,k
Tufts
b,r,e,a,k
Ohio State
b,r,e,a,k
Pennsylvania
b,r,e,a,k
Columbia
b,r,e,a,k
Pennsbury HS
b,r,e,a,k
Olin
b,r,e,a,k
Richmond
b,r,e,a,k
Northwestern-B
b,r,e,a,k
Kenyon
b,r,e,a,k
Western Michigan
b,r,e,a,k
Williams-B
b,r,e,a,k
Adelphi
b,r,e,a,k
Millersville
b,r,e,a,k
Salisbury
b,r,e,a,k
Maryland
b,r,e,a,k
Union
b,r,e,a,k
Princeton
b,r,e,a,k
SUNY-Stony Brook
b,r,e,a,k
College of New Jersey
b,r,e,a,k
Woodson HS
b,r,e,a,k
Towson
b,r,e,a,k
Syracuse-B
b,r,e,a,k
Northwestern
b,r,e,a,k
North Carolina-Greensboro
b,r,e,a,k
NYU
b,r,e,a,k
Tufts-B
b,r,e,a,k
Connecticut
b,r,e,a,k
Syracuse
b,r,e,a,k
American
b,r,e,a,k
Rutgers
b,r,e,a,k
Carleton University
b,r,e,a,k
George Washington-B
b,r,e,a,k
Massachusetts
b,r,e,a,k
George Mason
b,r,e,a,k
Cornell-B
b,r,e,a,k
Oberlin
b,r,e,a,k
St Mary's
b,r,e,a,k
SUNY-Buffalo
b,r,e,a,k
Delaware
b,r,e,a,k
Haverford
b,r,e,a,k
Colgate
b,r,e,a,k
Johns Hopkins
b,r,e,a,k
Carnegie-Mellon
b,r,e,a,k
Columbia HS
b,r,e,a,k
Penn State
b,r,e,a,k
Oberlin-B
b,r,e,a,k
George Washington
b,r,e,a,k
Ohio Wesleyan
b,r,e,a,k
MIT
b,r,e,a,k
Virginia-B
b,r,e,a,k
Lehigh
b,r,e,a,k
SUNY-Oneonta-X
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Harvard,Pittsburgh,4,13,"03/28/2009, 10:15",Pool A,final
pool,Pool B
North Carolina State,Brown,7,10,"03/28/2009, 10:15",Pool B,final
pool,Pool C
Tufts,Ohio State,10,6,"03/28/2009, 00:00",Pool C,final
b,r,e,a,k
brackets,Bracket
bracket,
Pennsylvania,Columbia,9,4,"03/28/2009, 00:00",,final
Pennsbury HS,Olin,13,5,"03/28/2009, 00:00",,final
Richmond,Northwestern-B,1,0,"03/28/2009, 00:00",,final
Kenyon,Western Michigan,9,4,"03/28/2009, 00:00",,final
Williams-B,Adelphi,1,0,"03/28/2009, 00:00",,final
Millersville,Salisbury,13,7,"03/28/2009, 00:00",,final
Maryland,Union,13,3,"03/28/2009, 00:00",,final
Pennsylvania,Harvard,7,6,"03/29/2009, 00:00",,final
Pennsbury HS,Richmond,13,5,"03/29/2009, 00:00",,final
Kenyon,Williams-B,12,3,"03/29/2009, 00:00",,final
Maryland,Millersville,13,6,"03/29/2009, 00:00",,final
bracket,
Princeton,SUNY-Stony Brook,11,7,"03/28/2009, 00:00",,final
College of New Jersey,Woodson HS,13,3,"03/28/2009, 00:00",,final
Towson,Syracuse-B,13,0,"03/28/2009, 00:00",,final
Northwestern,North Carolina-Greensboro,13,1,"03/28/2009, 00:00",,final
NYU,Tufts-B,12,4,"03/28/2009, 00:00",,final
Brown,Princeton,7,2,"03/29/2009, 00:00",,final
College of New Jersey,Towson,13,12,"03/29/2009, 00:00",,final
Northwestern,NYU,13,9,"03/29/2009, 00:00",,final
bracket,
Connecticut,Syracuse,9,8,"03/28/2009, 00:00",,final
American,Rutgers,15,13,"03/28/2009, 00:00",,final
Carleton University,George Washington-B,13,3,"03/28/2009, 00:00",,final
Massachusetts,George Mason,13,9,"03/28/2009, 00:00",,final
Cornell-B,Oberlin,13,4,"03/28/2009, 00:00",,final
St Mary's,SUNY-Buffalo,12,5,"03/28/2009, 00:00",,final
Delaware,St Mary's,10,6,"03/28/2009, 00:00",,final
Delaware,Haverford,10,7,"03/28/2009, 00:00",,final
Pittsburgh,Connecticut,9,6,"03/29/2009, 00:00",,final
Carleton University,American,9,6,"03/29/2009, 00:00",,final
bracket,
Colgate,Johns Hopkins,13,8,"03/28/2009, 00:00",,final
Carnegie-Mellon,Columbia HS,11,8,"03/28/2009, 00:00",,final
Penn State,Oberlin-B,1,0,"03/28/2009, 00:00",,final
George Washington,Ohio Wesleyan,12,4,"03/28/2009, 00:00",,final
MIT,Virginia-B,9,2,"03/28/2009, 00:00",,final
Lehigh,SUNY-Oneonta-X,12,8,"03/28/2009, 00:00",,final
North Carolina State,Colgate,7,5,"03/29/2009, 00:00",,final
Penn State,Carnegie-Mellon,12,4,"03/29/2009, 00:00",,final
MIT,George Washington,9,6,"03/29/2009, 00:00",,final
Tufts,Lehigh,13,3,"03/29/2009, 00:00",,final
bracket,Final Four
bracket,
Olin,Northwestern-B,10,8,"03/28/2009, 00:00",,final
Salisbury,Union,10,7,"03/28/2009, 00:00",,final
Tufts-B,North Carolina-Greensboro,13,5,"03/28/2009, 00:00",,final
Woodson HS,Syracuse-B,9,7,"03/28/2009, 00:00",,final
bracket,
Oberlin,George Mason,5,4,"03/28/2009, 00:00",,final
bracket,
bracket,33rd Place
bracket,33rd Place
bracket,3rd Place
bracket,9th Place
bracket,11th Place
bracket,13th Place
bracket,15th Place
bracket,17th Place
bracket,17th Place
bracket,21st Place
bracket,21st Place
bracket,25th Place
bracket,25th Place
bracket,29th Place
bracket,29th Place
bracket,49th Place
b,r,e,a,k
