Poultry Days Ultimate Classic XXX,open club,11,6,2011
Versailles,Ohio,2011-06-11,2011-06-12
https://scorereport.net/2011/open/event8657
The Chad Larson Eggs-perience
b,r,e,a,k
Fowl Play
b,r,e,a,k
Roosterfarians
b,r,e,a,k
Miller's Chicken
b,r,e,a,k
Bucket 'o Chicken
b,r,e,a,k
Eggs Benedict XVI
b,r,e,a,k
Flick-Fil-A
b,r,e,a,k
Chicken Fingered
b,r,e,a,k
Chick Flicks
b,r,e,a,k
ChickeNooga
b,r,e,a,k
Cluckin Deep
b,r,e,a,k
poached!
b,r,e,a,k
CAGED Against the Machine
b,r,e,a,k
Breasts and Thighs
b,r,e,a,k
Peepshow
b,r,e,a,k
CluckUps
b,r,e,a,k
Denver Omelettes
b,r,e,a,k
Lemon Chicken
b,r,e,a,k
Pluck off! Cluck off!
b,r,e,a,k
Automatic for the Chicken
b,r,e,a,k
First Chickens In Flight
b,r,e,a,k
Baked Beach Chicken
b,r,e,a,k
Just Pullet
b,r,e,a,k
General TSU's Chicken
b,r,e,a,k
Ameraucana
b,r,e,a,k
It's Raining Hen
b,r,e,a,k
Chicken Pasties
b,r,e,a,k
Chicken Schitt
b,r,e,a,k
K.F.T.C.
b,r,e,a,k
Chicken a la King
b,r,e,a,k
Mad City Chickens
b,r,e,a,k
Feather Ticklers
b,r,e,a,k
Cock Wringers
b,r,e,a,k
Free Range or Die!
b,r,e,a,k
Thigh Rubbin
b,r,e,a,k
Voodoo Chicken Blood
b,r,e,a,k
Tender Love
b,r,e,a,k
Winner Winner Chicken Dinner
b,r,e,a,k
Chicken Sticky Yum Yum
b,r,e,a,k
Pollo en mis pantalones
b,r,e,a,k
Kings of the Hill
b,r,e,a,k
Nutria Chicken of the Swamp
b,r,e,a,k
Party Fowl
b,r,e,a,k
Double Down
b,r,e,a,k
Dark Meat
b,r,e,a,k
Cock Block
b,r,e,a,k
Hoosierchicken?
b,r,e,a,k
College of Rooster
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
The Chad Larson Eggs-perience,Fowl Play,11,6,"06/11/2011, 09:00",Pool A,final
Roosterfarians,Miller's Chicken,11,7,"06/11/2011, 09:00",Pool A,final
Bucket 'o Chicken,Eggs Benedict XVI,11,9,"06/11/2011, 09:00",Pool A,final
The Chad Larson Eggs-perience,Miller's Chicken,11,3,"06/11/2011, 10:30",Pool A,final
Roosterfarians,Flick-Fil-A,11,8,"06/11/2011, 10:30",Pool A,final
Fowl Play,Eggs Benedict XVI,11,7,"06/11/2011, 10:30",Pool A,final
The Chad Larson Eggs-perience,Flick-Fil-A,11,3,"06/11/2011, 12:00",Pool A,final
Roosterfarians,Eggs Benedict XVI,11,9,"06/11/2011, 12:00",Pool A,final
Miller's Chicken,Fowl Play,11,7,"06/11/2011, 12:00",Pool A,final
The Chad Larson Eggs-perience,Eggs Benedict XVI,11,3,"06/11/2011, 13:30",Pool A,final
Roosterfarians,Fowl Play,11,4,"06/11/2011, 13:30",Pool A,final
Miller's Chicken,Bucket 'o Chicken,11,7,"06/11/2011, 13:30",Pool A,final
The Chad Larson Eggs-perience,Roosterfarians,11,6,"06/11/2011, 15:00",Pool A,final
Bucket 'o Chicken,Fowl Play,11,10,"06/11/2011, 15:00",Pool A,final
Miller's Chicken,Eggs Benedict XVI,10,11,"06/11/2011, 15:00",Pool A,final
pool,Pool B
Chicken Fingered,Chick Flicks,11,2,"06/11/2011, 09:00",Pool B,final
ChickeNooga,Cluckin Deep,11,8,"06/11/2011, 09:00",Pool B,final
poached!,CAGED Against the Machine,11,4,"06/11/2011, 09:00",Pool B,final
Chicken Fingered,Cluckin Deep,11,1,"06/11/2011, 10:30",Pool B,final
ChickeNooga,poached!,9,11,"06/11/2011, 10:30",Pool B,final
Chick Flicks,CAGED Against the Machine,11,4,"06/11/2011, 10:30",Pool B,final
Chicken Fingered,poached!,11,5,"06/11/2011, 12:00",Pool B,final
ChickeNooga,CAGED Against the Machine,11,1,"06/11/2011, 12:00",Pool B,final
Cluckin Deep,Chick Flicks,6,11,"06/11/2011, 12:00",Pool B,final
Chicken Fingered,CAGED Against the Machine,11,1,"06/11/2011, 13:30",Pool B,final
ChickeNooga,Chick Flicks,11,7,"06/11/2011, 13:30",Pool B,final
Cluckin Deep,poached!,3,11,"06/11/2011, 13:30",Pool B,final
Chicken Fingered,ChickeNooga,11,2,"06/11/2011, 15:00",Pool B,final
poached!,Chick Flicks,11,8,"06/11/2011, 15:00",Pool B,final
Cluckin Deep,CAGED Against the Machine,11,7,"06/11/2011, 15:00",Pool B,final
pool,Pool C
Breasts and Thighs,Peepshow,11,0,"06/11/2011, 09:00",Pool C,final
CluckUps,Denver Omelettes,11,5,"06/11/2011, 09:00",Pool C,final
Lemon Chicken,Pluck off! Cluck off!,10,11,"06/11/2011, 09:00",Pool C,final
Breasts and Thighs,Denver Omelettes,11,1,"06/11/2011, 10:30",Pool C,final
CluckUps,Lemon Chicken,11,7,"06/11/2011, 10:30",Pool C,final
Peepshow,Pluck off! Cluck off!,11,9,"06/11/2011, 10:30",Pool C,final
Breasts and Thighs,Lemon Chicken,11,3,"06/11/2011, 12:00",Pool C,final
CluckUps,Pluck off! Cluck off!,11,9,"06/11/2011, 12:00",Pool C,final
Denver Omelettes,Peepshow,11,9,"06/11/2011, 12:00",Pool C,final
Breasts and Thighs,Pluck off! Cluck off!,11,3,"06/11/2011, 13:30",Pool C,final
CluckUps,Peepshow,11,10,"06/11/2011, 13:30",Pool C,final
Denver Omelettes,Lemon Chicken,8,11,"06/11/2011, 13:30",Pool C,final
Breasts and Thighs,CluckUps,11,5,"06/11/2011, 15:00",Pool C,final
Lemon Chicken,Peepshow,11,6,"06/11/2011, 15:00",Pool C,final
Denver Omelettes,Pluck off! Cluck off!,9,11,"06/11/2011, 15:00",Pool C,final
pool,Pool D
Automatic for the Chicken,First Chickens In Flight,11,3,"06/11/2011, 09:00",Pool D,final
Baked Beach Chicken,Just Pullet,11,10,"06/11/2011, 09:00",Pool D,final
Flick-Fil-A,General TSU's Chicken,10,11,"06/11/2011, 09:00",Pool D,final
Automatic for the Chicken,Just Pullet,11,5,"06/11/2011, 10:30",Pool D,final
Baked Beach Chicken,Flick-Fil-A,11,8,"06/11/2011, 10:30",Pool D,final
First Chickens In Flight,General TSU's Chicken,5,11,"06/11/2011, 10:30",Pool D,final
Automatic for the Chicken,Flick-Fil-A,11,6,"06/11/2011, 12:00",Pool D,final
Baked Beach Chicken,General TSU's Chicken,11,8,"06/11/2011, 12:00",Pool D,final
Just Pullet,First Chickens In Flight,11,9,"06/11/2011, 12:00",Pool D,final
Automatic for the Chicken,General TSU's Chicken,11,5,"06/11/2011, 13:30",Pool D,final
Baked Beach Chicken,First Chickens In Flight,11,3,"06/11/2011, 13:30",Pool D,final
