2025 Southwest Men's Regional Championship,Club - Men ,20,9,2025
Scottsdale,AZ,2025-09-20,2025-09-21
http://play.usaultimate.org/events/2025-Southwest-Mens-Regional-Championship/schedule/Men/Club-Men/
Revolver,1
Tempe Tantrum,SoCal Condors,0,0,"09/20/2025, 08:00",First Round,Scheduled
bracket,Second Place Bracket
bracket,Fifth Place Bracket
bracket,Seventh Place Bracket
bracket,Ninth Place Bracket
bracket,Eleventh Place Bracket
b,r,e,a,k
pools,Consolation Pool Play
pool,Thirteenth Place Pool
b,r,e,a,k
