Sunshine State Games,mixed club,14,6,2008
Lakeland ,fl,2008-06-14,2008-06-15
https://scorereport.net/2008/mixed/event5114
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,Juggernaut 1st/2nd Place Game
bracket,Juggernaut 7th/8th Place Game
bracket,Juggernaut 5th/6th Place Bracket
bracket,Emerging Powerhouse 1st/2nd (9th/10th) Place Game
bracket,Emerging Powerhouse 5th/6th (11th/12th) Place Game
bracket,Juggernaut 3rd/4th Place Game
b,r,e,a,k
