ECC Friday,womens club,13,8,2011
Seattle,WA,2011-08-13,2011-08-13
https://scorereport.net/2011/womens/event9767
Firetails
b,r,e,a,k
Underground
b,r,e,a,k
Brute Squad
b,r,e,a,k
UNO
b,r,e,a,k
Fury
b,r,e,a,k
Riot
b,r,e,a,k
RevoLOUtion
b,r,e,a,k
Slackjaw
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,Bracket
Firetails,Underground,15,9,"08/19/2011, 10:30",Bracket,final
bracket,Bracket
Firetails,Brute Squad,16,15,"08/19/2011, 14:30",Bracket,final
bracket,Bracket
UNO,Fury,15,13,"08/19/2011, 14:30",Bracket,final
bracket,Bracket
Riot,Underground,15,2,"08/19/2011, 18:00",Bracket,final
bracket,Bracket
RevoLOUtion,Slackjaw,15,2,"08/19/2011, 14:30",Bracket,final
bracket,Bracket
UNO,Firetails,15,9,"08/19/2011, 12:30",Bracket,final
bracket,Bracket
Fury,Brute Squad,15,13,"08/19/2011, 12:30",Bracket,final
bracket,Bracket
RevoLOUtion,Underground,15,9,"08/19/2011, 12:30",Bracket,final
b,r,e,a,k
