NW Round Robin,open club,24,8,2013
Seattle,WA,2013-08-24,2013-08-24
https://scorereport.net/2013/open/event13606
Furious George
b,r,e,a,k
Voodoo
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,Game 1
Furious George,Voodoo,13,10,"08/24/2013, 10:00",Game 1,final
bracket,Game 2
Voodoo,Furious George,13,12,"08/24/2013, 11:30",Game 2,final
bracket,Game 3
Furious George,Voodoo,13,12,"08/24/2013, 14:00",Game 3,final
bracket,Game 4
Voodoo,Furious George,13,10,"08/24/2013, 15:30",Game 4,final
b,r,e,a,k
