Poultry Days XXXII,open club,15,6,2013
Versailles,OH,2013-06-15,2013-06-15
https://scorereport.net/2013/open/event13150
Breasts and Thighs
b,r,e,a,k
Down to Cluck
b,r,e,a,k
Denver Omelettes
b,r,e,a,k
2 Chicks 1 Cock
b,r,e,a,k
ScrAMPled Eggs
b,r,e,a,k
Karst Farm All-Stars
b,r,e,a,k
Pollo en mis pantalones
b,r,e,a,k
Chicken Pasties
b,r,e,a,k
Cock Block
b,r,e,a,k
iBang Chicks
b,r,e,a,k
cock a doodle dunion
b,r,e,a,k
First Chickens In Flight
b,r,e,a,k
Baked Beach Chicken
b,r,e,a,k
Cephalogallus
b,r,e,a,k
Party Cock Anthem
b,r,e,a,k
Magician's Cluck
b,r,e,a,k
23 Pullets and Cockerels
b,r,e,a,k
Fowl Flocking Tilt
b,r,e,a,k
Kings of the Hill
b,r,e,a,k
Old Yolks Home
b,r,e,a,k
Lemon Chicken
b,r,e,a,k
Spring Chicken
b,r,e,a,k
Fustercluck Ultimate
b,r,e,a,k
Miller's Chicken
b,r,e,a,k
Party Fowl
b,r,e,a,k
Eggs Benedict XVI
b,r,e,a,k
Nutria: Chicken of the Swamp
b,r,e,a,k
Just Pullet
b,r,e,a,k
Feather Ticklers
b,r,e,a,k
Caged Eggnigma
b,r,e,a,k
The Arch-tridge Family
b,r,e,a,k
It's Raining Hen
b,r,e,a,k
Hoosierchicken?
b,r,e,a,k
College Cluckfest
b,r,e,a,k
Fowl Play
b,r,e,a,k
Chicken a la King
b,r,e,a,k
Roostafarians
b,r,e,a,k
Winner Winner Chicken Dinner
b,r,e,a,k
Chicken Schitt
b,r,e,a,k
Case of Salmonella
b,r,e,a,k
General TSU's Chicken
b,r,e,a,k
CluckUps
b,r,e,a,k
Chicken Sticky Yum Yum
b,r,e,a,k
Pity Cluck
b,r,e,a,k
ChickeNooga
b,r,e,a,k
Free Range or Die!
b,r,e,a,k
poached!
b,r,e,a,k
College of Rooster
b,r,e,a,k
"Red, White & Brew"
b,r,e,a,k
The Chad Larson Eggs-perience
b,r,e,a,k
Chicken Fingered
b,r,e,a,k
Team USA
b,r,e,a,k
""
b,r,e,a,k
4C
b,r,e,a,k
4A
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool P
Breasts and Thighs,Down to Cluck,11,4,"06/15/2013, 09:00",Pool P,final
Denver Omelettes,2 Chicks 1 Cock,11,6,"06/15/2013, 09:00",Pool P,final
ScrAMPled Eggs,Karst Farm All-Stars,11,0,"06/15/2013, 09:00",Pool P,final
Breasts and Thighs,Karst Farm All-Stars,11,3,"06/15/2013, 10:30",Pool P,final
Denver Omelettes,Down to Cluck,11,10,"06/15/2013, 10:30",Pool P,final
ScrAMPled Eggs,2 Chicks 1 Cock,11,2,"06/15/2013, 10:30",Pool P,final
Breasts and Thighs,Denver Omelettes,11,6,"06/15/2013, 12:00",Pool P,final
ScrAMPled Eggs,Down to Cluck,11,2,"06/15/2013, 12:00",Pool P,final
2 Chicks 1 Cock,Karst Farm All-Stars,8,11,"06/15/2013, 12:00",Pool P,final
Breasts and Thighs,2 Chicks 1 Cock,11,3,"06/15/2013, 13:30",Pool P,final
Denver Omelettes,ScrAMPled Eggs,4,11,"06/15/2013, 13:30",Pool P,final
Down to Cluck,Karst Farm All-Stars,11,10,"06/15/2013, 13:30",Pool P,final
Breasts and Thighs,ScrAMPled Eggs,7,11,"06/15/2013, 15:00",Pool P,final
Denver Omelettes,Karst Farm All-Stars,11,6,"06/15/2013, 15:00",Pool P,final
Down to Cluck,2 Chicks 1 Cock,11,3,"06/15/2013, 15:00",Pool P,final
pool,Pool A
Pollo en mis pantalones,Chicken Pasties,11,8,"06/15/2013, 09:00",Pool A,final
Cock Block,iBang Chicks,5,11,"06/15/2013, 09:00",Pool A,final
cock a doodle dunion,First Chickens In Flight,11,0,"06/15/2013, 09:00",Pool A,final
Pollo en mis pantalones,First Chickens In Flight,11,4,"06/15/2013, 10:30",Pool A,final
Cock Block,Chicken Pasties,4,11,"06/15/2013, 10:30",Pool A,final
cock a doodle dunion,iBang Chicks,11,6,"06/15/2013, 10:30",Pool A,final
Pollo en mis pantalones,Cock Block,11,9,"06/15/2013, 12:00",Pool A,final
cock a doodle dunion,Chicken Pasties,11,5,"06/15/2013, 12:00",Pool A,final
iBang Chicks,First Chickens In Flight,11,3,"06/15/2013, 12:00",Pool A,final
Pollo en mis pantalones,iBang Chicks,11,9,"06/15/2013, 13:30",Pool A,final
Cock Block,cock a doodle dunion,9,11,"06/15/2013, 13:30",Pool A,final
Chicken Pasties,First Chickens In Flight,11,1,"06/15/2013, 13:30",Pool A,final
Pollo en mis pantalones,cock a doodle dunion,6,11,"06/15/2013, 15:00",Pool A,final
Cock Block,First Chickens In Flight,11,9,"06/15/2013, 15:00",Pool A,final
Chicken Pasties,iBang Chicks,11,8,"06/15/2013, 15:00",Pool A,final
pool,Pool B
Baked Beach Chicken,Cephalogallus,11,3,"06/15/2013, 09:00",Pool B,final
Party Cock Anthem,Magician's Cluck,11,6,"06/15/2013, 09:00",Pool B,final
23 Pullets and Cockerels,Fowl Flocking Tilt,11,2,"06/15/2013, 09:00",Pool B,final
Baked Beach Chicken,Fowl Flocking Tilt,11,6,"06/15/2013, 10:30",Pool B,final
Party Cock Anthem,Cephalogallus,11,6,"06/15/2013, 10:30",Pool B,final
23 Pullets and Cockerels,Magician's Cluck,11,3,"06/15/2013, 10:30",Pool B,final
Baked Beach Chicken,Party Cock Anthem,11,10,"06/15/2013, 12:00",Pool B,final
23 Pullets and Cockerels,Cephalogallus,11,3,"06/15/2013, 12:00",Pool B,final
Magician's Cluck,Fowl Flocking Tilt,11,9,"06/15/2013, 12:00",Pool B,final
Baked Beach Chicken,Magician's Cluck,11,3,"06/15/2013, 13:30",Pool B,final
Party Cock Anthem,23 Pullets and Cockerels,2,11,"06/15/2013, 13:30",Pool B,final
Cephalogallus,Fowl Flocking Tilt,11,8,"06/15/2013, 13:30",Pool B,final
Baked Beach Chicken,23 Pullets and Cockerels,6,11,"06/15/2013, 15:00",Pool B,final
Party Cock Anthem,Fowl Flocking Tilt,11,4,"06/15/2013, 15:00",Pool B,final
Cephalogallus,Magician's Cluck,11,5,"06/15/2013, 15:00",Pool B,final
pool,Pool C
Kings of the Hill,Old Yolks Home,11,9,"06/15/2013, 09:00",Pool C,final
