Texas Sectionals Division 2,open club,17,9,2005
Austin,TX,2005-09-17,2005-09-18
https://scorereport.net/2005/open/event1888
Riverside - MOT
b,r,e,a,k
Cloud Nine
b,r,e,a,k
Stampede (DU)
b,r,e,a,k
Strake Jesuit
b,r,e,a,k
UT ( Butter )
b,r,e,a,k
Texas ( Bread )
b,r,e,a,k
Sam Houston State
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Riverside - MOT,Cloud Nine,11,15,"09/17/2005, 00:00",Pool A,final
Stampede (DU),Strake Jesuit,13,0,"09/17/2005, 00:00",Pool A,final
Riverside - MOT,UT ( Butter ),1,0,"09/17/2005, 00:00",Pool A,final
Cloud Nine,Strake Jesuit,13,0,"09/17/2005, 00:00",Pool A,final
Riverside - MOT,Texas ( Bread ),13,8,"09/17/2005, 00:00",Pool A,final
Stampede (DU),Cloud Nine,0,13,"09/17/2005, 00:00",Pool A,final
Cloud Nine,Texas ( Bread ),13,0,"09/17/2005, 00:00",Pool A,final
Riverside - MOT,Strake Jesuit,13,3,"09/17/2005, 00:00",Pool A,final
UT ( Butter ),Strake Jesuit,0,13,"09/17/2005, 00:00",Pool A,final
Cloud Nine,Sam Houston State,13,0,"09/17/2005, 00:00",Pool A,final
Riverside - MOT,Stampede (DU),13,4,"09/17/2005, 00:00",Pool A,final
Cloud Nine,UT ( Butter ),13,0,"09/17/2005, 00:00",Pool A,final
Texas ( Bread ),Strake Jesuit,13,0,"09/17/2005, 00:00",Pool A,final
Riverside - MOT,Sam Houston State,13,3,"09/17/2005, 00:00",Pool A,final
b,r,e,a,k
brackets,Bracket
bracket,Championship Bracket
b,r,e,a,k
