The Daze of Disc Hat Tournament,mixed club,6,8,2011
Anchorage,Alaska,2011-08-06,2011-08-07
https://scorereport.net/2011/mixed/event9581
2011000A
b,r,e,a,k
2011000F
b,r,e,a,k
2011000D
b,r,e,a,k
2011000G
b,r,e,a,k
2011000B
b,r,e,a,k
2011000E
b,r,e,a,k
2011000C
b,r,e,a,k
2011000H
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
2011000A,2011000F,,,"08/06/2011, 10:00",Pool A,scheduled
2011000D,2011000G,,,"08/06/2011, 10:00",Pool A,scheduled
2011000A,2011000G,,,"08/06/2011, 11:30",Pool A,scheduled
2011000D,2011000F,,,"08/06/2011, 11:30",Pool A,scheduled
2011000A,2011000D,,,"08/06/2011, 13:30",Pool A,scheduled
2011000F,2011000G,,,"08/06/2011, 13:30",Pool A,scheduled
pool,Pool B
2011000B,2011000E,,,"08/06/2011, 10:00",Pool B,scheduled
2011000C,2011000H,,,"08/06/2011, 10:00",Pool B,scheduled
2011000B,2011000H,,,"08/06/2011, 11:30",Pool B,scheduled
2011000C,2011000E,,,"08/06/2011, 11:30",Pool B,scheduled
2011000B,2011000C,,,"08/06/2011, 13:30",Pool B,scheduled
2011000E,2011000H,,,"08/06/2011, 13:30",Pool B,scheduled
b,r,e,a,k
brackets,Bracket
bracket,Crossover 1
bracket,Crossover 2
bracket,Crossover 3
bracket,Crossover 4
bracket,Crossover A
bracket,Crossover B
bracket,Crossover C
bracket,Crossover D
bracket,Championship
bracket,5th Place Bracket
bracket,7th Place Game
bracket,3rd Place
b,r,e,a,k
