Knoxville Summer League Championship,mixed club,30,7,2011
Knoxville,TN,2011-07-30,2011-07-30
https://scorereport.net/2011/mixed/event9550
Mutually Azured Destruction
b,r,e,a,k
Beastly Pink
b,r,e,a,k
Black
b,r,e,a,k
MAYHAM
b,r,e,a,k
Purple People Eaters
b,r,e,a,k
Sunshine Sexy Time
b,r,e,a,k
White Squall
b,r,e,a,k
'Tang
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
b,r,e,a,k
brackets,Bracket
bracket,Championship
Mutually Azured Destruction,Beastly Pink,W,F,"07/30/2011, 10:00",Championship,final
Black,MAYHAM,15,14,"07/30/2011, 10:00",Championship,final
Sunshine Sexy Time,White Squall,13,11,"07/30/2011, 10:00",Championship,final
Purple People Eaters,'Tang,11,7,"07/30/2011, 10:00",Championship,final
Black,Mutually Azured Destruction,12,11,"07/30/2011, 11:45",Championship,final
Purple People Eaters,Sunshine Sexy Time,9,7,"07/30/2011, 11:45",Championship,final
Black,Purple People Eaters,9,3,"07/30/2011, 13:30",Championship,final
bracket,5th Place
MAYHAM,Beastly Pink,W,F,"07/30/2011, 11:45",5th Place,final
b,r,e,a,k
