Comedy of Errors,mixed club,18,6,2011
Montreal,Quebec,2011-06-18,2011-06-19
https://scorereport.net/2011/mixed/event9428
Odyssey de l'espace
b,r,e,a,k
2011000E
b,r,e,a,k
Union
b,r,e,a,k
RIP
b,r,e,a,k
2011000H
b,r,e,a,k
NO CLUE?
b,r,e,a,k
Odyssée de l'espèce
b,r,e,a,k
2011000F
b,r,e,a,k
2011000G
b,r,e,a,k
Train Wreck
b,r,e,a,k
2011000I
b,r,e,a,k
2011000M
b,r,e,a,k
2011000L
b,r,e,a,k
2011000P
b,r,e,a,k
2011000J
b,r,e,a,k
2011000N
b,r,e,a,k
2011000K
b,r,e,a,k
2011000O
b,r,e,a,k
2011000Q
b,r,e,a,k
2011000U
b,r,e,a,k
2011000T
b,r,e,a,k
2011000X
b,r,e,a,k
2011000R
b,r,e,a,k
2011000V
b,r,e,a,k
2011000S
b,r,e,a,k
2011000W
b,r,e,a,k
2011000Y
b,r,e,a,k
2011000CC
b,r,e,a,k
2011000BB
b,r,e,a,k
2011000Z
b,r,e,a,k
2011000DD
b,r,e,a,k
2011000AA
b,r,e,a,k
Stuck
b,r,e,a,k
MuD
b,r,e,a,k
Rut
b,r,e,a,k
27
b,r,e,a,k
Kerozen
b,r,e,a,k
Ultimate Angels
b,r,e,a,k
Conspiracy
b,r,e,a,k
Zen
b,r,e,a,k
Bytown Flatball Club
b,r,e,a,k
Wreckhouse
b,r,e,a,k
Awkward Seaturtle
b,r,e,a,k
Hard
b,r,e,a,k
Animals
b,r,e,a,k
Tabasco
b,r,e,a,k
L'Organigramme
b,r,e,a,k
SPAWN
b,r,e,a,k
R'est du Québec
b,r,e,a,k
Ready to Huck
b,r,e,a,k
Li
b,r,e,a,k
Big Fish
b,r,e,a,k
Plogg
b,r,e,a,k
Gliding death wheel
b,r,e,a,k
Wanna-Bus?
b,r,e,a,k
X2
b,r,e,a,k
G8
b,r,e,a,k
ResurreXion
b,r,e,a,k
Ws
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Odyssey de l'espace,2011000E,15,6,"06/18/2011, 00:00",Pool A,final
Union,RIP,15,9,"06/18/2011, 00:00",Pool A,final
Odyssey de l'espace,2011000H,15,2,"06/18/2011, 00:00",Pool A,final
Union,NO CLUE?,11,7,"06/18/2011, 00:00",Pool A,final
Odyssey de l'espace,Union,17,15,"06/18/2011, 00:00",Pool A,final
2011000E,2011000H,13,6,"06/18/2011, 00:00",Pool A,final
pool,Pool B
Odyssée de l'espèce,2011000F,15,3,"06/18/2011, 00:00",Pool B,final
Odyssée de l'espèce,2011000G,15,9,"06/18/2011, 00:00",Pool B,final
Odyssée de l'espèce,2011000G,15,8,"06/18/2011, 00:00",Pool B,final
Odyssée de l'espèce,2011000F,15,5,"06/18/2011, 00:00",Pool B,final
Odyssée de l'espèce,Train Wreck,14,9,"06/18/2011, 00:00",Pool B,final
2011000F,2011000G,6,15,"06/18/2011, 00:00",Pool B,final
pool,Pool C
2011000I,2011000M,10,12,"06/18/2011, 00:00",Pool C,final
2011000L,2011000P,14,12,"06/18/2011, 00:00",Pool C,final
2011000I,2011000P,12,13,"06/18/2011, 00:00",Pool C,final
2011000L,2011000M,14,13,"06/18/2011, 00:00",Pool C,final
2011000I,2011000L,12,9,"06/18/2011, 00:00",Pool C,final
2011000M,2011000P,10,11,"06/18/2011, 00:00",Pool C,final
pool,Pool D
2011000J,2011000N,15,9,"06/18/2011, 00:00",Pool D,final
2011000K,2011000O,15,7,"06/18/2011, 00:00",Pool D,final
2011000J,2011000O,15,8,"06/18/2011, 00:00",Pool D,final
2011000K,2011000N,13,14,"06/18/2011, 00:00",Pool D,final
2011000J,2011000K,15,6,"06/18/2011, 00:00",Pool D,final
2011000N,2011000O,10,8,"06/18/2011, 00:00",Pool D,final
pool,Pool E
2011000Q,2011000U,15,6,"06/18/2011, 00:00",Pool E,final
2011000T,2011000X,13,9,"06/18/2011, 00:00",Pool E,final
2011000Q,2011000X,15,3,"06/18/2011, 00:00",Pool E,final
2011000T,2011000U,13,11,"06/18/2011, 00:00",Pool E,final
2011000Q,2011000T,15,8,"06/18/2011, 00:00",Pool E,final
2011000U,2011000X,7,8,"06/18/2011, 00:00",Pool E,final
pool,Pool F
2011000R,2011000V,15,12,"06/18/2011, 00:00",Pool F,final
2011000S,2011000W,15,5,"06/18/2011, 00:00",Pool F,final
2011000R,2011000W,11,13,"06/18/2011, 00:00",Pool F,final
2011000S,2011000V,15,5,"06/18/2011, 00:00",Pool F,final
2011000R,2011000S,7,14,"06/18/2011, 00:00",Pool F,final
2011000V,2011000W,11,12,"06/18/2011, 00:00",Pool F,final
pool,Pool G
2011000Y,2011000CC,15,3,"06/18/2011, 00:00",Pool G,final
2011000BB,2011000CC,15,0,"06/18/2011, 00:00",Pool G,final
2011000Y,2011000BB,13,14,"06/18/2011, 00:00",Pool G,final
pool,Pool H
2011000Z,2011000DD,15,0,"06/18/2011, 00:00",Pool H,final
2011000AA,2011000DD,15,1,"06/18/2011, 00:00",Pool H,final
2011000Z,2011000AA,15,2,"06/18/2011, 00:00",Pool H,final
b,r,e,a,k
brackets,Bracket
bracket,Cross Over 30 vs 28
Odyssey de l'espace,Stuck,13,11,"06/19/2011, 00:00",Cross Over 30 vs 28,final
Odyssey de l'espace,Union,13,11,"06/19/2011, 00:00",Cross Over 30 vs 28,final
Union,MuD,W,L,"06/19/2011, 00:00",Cross Over 30 vs 28,final
Odyssée de l'espèce,Odyssey de l'espace,13,7,"06/19/2011, 00:00",Cross Over 30 vs 28,final
Odyssée de l'espèce,Rut,11,9,"06/19/2011, 00:00",Cross Over 30 vs 28,final
Odyssée de l'espèce,Train Wreck,W,L,"06/19/2011, 00:00",Cross Over 30 vs 28,final
Train Wreck,NO CLUE?,W,L,"06/19/2011, 00:00",Cross Over 30 vs 28,final
bracket,Cross Over 29 vs 27
bracket,Cross Over 25 vs 26
27,Kerozen,15,2,"06/19/2011, 00:00",Cross Over 25 vs 26,final
bracket,Cross Over 6 vs 11
Ultimate Angels,Conspiracy,12,11,"06/19/2011, 00:00",Cross Over 6 vs 11,final
bracket,Cross Over 15 vs 18
MuD,Zen,11,7,"06/19/2011, 00:00",Cross Over 15 vs 18,final
bracket,Cross Over 7 vs 10
Stuck,Bytown Flatball Club,14,6,"06/19/2011, 00:00",Cross Over 7 vs 10,final
bracket,Cross Over 13 vs 20
Wreckhouse,Awkward Seaturtle,11,10,"06/19/2011, 00:00",Cross Over 13 vs 20,final
bracket,Cross Over 16 vs 17
Hard,Animals,15,7,"06/19/2011, 00:00",Cross Over 16 vs 17,final
bracket,Cross Over 14 vs 19
Tabasco,L'Organigramme,12,11,"06/19/2011, 00:00",Cross Over 14 vs 19,final
bracket,Cross Over 2vs 4
SPAWN,R'est du Québec,15,1,"06/19/2011, 00:00",Cross Over 2vs 4,final
bracket,Cross Over 1vs 3
Odyssée de l'espèce,Union,15,4,"06/19/2011, 00:00",Cross Over 1vs 3,final
bracket,Cross Over 2- 22 vs 27
Odyssey de l'espace,Train Wreck,15,8,"06/19/2011, 00:00",Cross Over 2- 22 vs 27,final
bracket,Cross Over 2- 21 vs 28
Ready to Huck,Li,15,4,"06/19/2011, 00:00",Cross Over 2- 21 vs 28,final
bracket,Cross Over 2- 24 vs 25
Ultimate Angels,Big Fish,11,7,"06/19/2011, 00:00",Cross Over 2- 24 vs 25,final
bracket,Cross Over 2- 23 vs 26
Plogg,Gliding death wheel,11,7,"06/19/2011, 00:00",Cross Over 2- 23 vs 26,final
bracket,Cross Over 2- 29 vs 30
Conspiracy,Wanna-Bus?,9,7,"06/19/2011, 00:00",Cross Over 2- 29 vs 30,final
