Desert D-I Men's Conferences,College - Men ,18,4,2026
Frederica,DE,2026-04-18,2026-04-19
https://play.usaultimate.org/events/Colonial-D-I-Womens-Conferences-2026/schedule/Women/CollegeWomen/
Arizona State,1
teamInfo,,,,,
b,r,e,a,k
Grand Canyon,2
teamInfo,,,,,
b,r,e,a,k
Arizona,4
teamInfo,,,,,
b,r,e,a,k
Northern Arizona,3
teamInfo,,,,,
b,r,e,a,k
New Mexico,5
teamInfo,,,,,
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play Round Robin
pool,Pool A
Northern Arizona,Arizona,12,13,"04/11/2026, 09:00",Pool A,Final
Arizona State,Grand Canyon,13,8,"04/11/2026, 09:00",Pool A,Final
Arizona State,Arizona,15,5,"04/11/2026, 11:00",Pool A,Final
Grand Canyon,New Mexico,13,2,"04/11/2026, 11:00",Pool A,Final
Arizona State,Northern Arizona,14,8,"04/11/2026, 13:00",Pool A,Final
Arizona,New Mexico,15,3,"04/11/2026, 13:00",Pool A,Final
Grand Canyon,Arizona,14,10,"04/11/2026, 15:00",Pool A,Final
Northern Arizona,New Mexico,13,6,"04/11/2026, 15:00",Pool A,Final
Arizona State,New Mexico,13,5,"04/12/2026, 09:00",Pool A,Final
Grand Canyon,Northern Arizona,15,6,"04/12/2026, 09:00",Pool A,Final
b,r,e,a,k
brackets,Bracket Play
bracket,1st Place
Arizona State,Grand Canyon,10,11,"04/12/2026, 11:00",1st Place,Final
bracket,2nd Place Game to Go
Northern Arizona,Arizona State,6,15,"04/12/2026, 13:00",2nd Place Finals,Final
Arizona,Northern Arizona,10,14,"04/12/2026, 11:00",Game A and B,Final
b,r,e,a,k
