Dust Bowl 2026,College - Men ,11,4,2026
Portland,OR,2026-04-11,2026-04-12
https://play.usaultimate.org/events/Northwest-D-III-Womens-Conferences-2026/schedule/Men/CollegeMen/
Northern Iowa,1
teamInfo,,,,,
b,r,e,a,k
Oklahoma State,3
teamInfo,,,,,
b,r,e,a,k
Washington University (B),9
teamInfo,,,,,
b,r,e,a,k
Texas Tech,6
teamInfo,,,,,
b,r,e,a,k
Harding,8
teamInfo,,,,,
b,r,e,a,k
Texas-Dallas,5
teamInfo,,,,,
b,r,e,a,k
North Texas,2
teamInfo,,,,,
b,r,e,a,k
Kansas State,10
teamInfo,,,,,
b,r,e,a,k
Oklahoma,7
teamInfo,,,,,
b,r,e,a,k
John Brown,4
teamInfo,,,,,
b,r,e,a,k
Dallas,11
teamInfo,,,,,
b,r,e,a,k
s,t,a,g,e,s
pools,Saturday Pools
pool,Pool A
Northern Iowa,Texas Tech,10,4,"02/21/2026, 10:00",Pool A,Final
Oklahoma State,Washington University (B),8,6,"02/21/2026, 10:00",Pool A,Final
Northern Iowa,Oklahoma State,10,8,"02/21/2026, 11:30",Pool A,Final
Texas Tech,Harding,7,6,"02/21/2026, 11:30",Pool A,Final
Northern Iowa,Harding,10,7,"02/21/2026, 13:00",Pool A,Final
Texas Tech,Washington University (B),7,9,"02/21/2026, 13:00",Pool A,Final
Oklahoma State,Texas Tech,10,7,"02/21/2026, 14:30",Pool A,Final
Harding,Washington University (B),7,11,"02/21/2026, 14:30",Pool A,Final
Northern Iowa,Washington University (B),12,4,"02/22/2026, 09:00",Pool A,Final
Oklahoma State,Harding,8,7,"02/22/2026, 09:00",Pool A,Final
pool,Pool B
North Texas,Texas-Dallas,7,9,"02/21/2026, 10:00",Pool B,Final
John Brown,Kansas State,4,6,"02/21/2026, 10:00",Pool B,Final
Oklahoma,Dallas,8,5,"02/21/2026, 10:00",Pool B,Final
North Texas,John Brown,10,5,"02/21/2026, 11:30",Pool B,Final
Texas-Dallas,Oklahoma,9,5,"02/21/2026, 11:30",Pool B,Final
Kansas State,Dallas,8,6,"02/21/2026, 11:30",Pool B,Final
North Texas,Oklahoma,11,4,"02/21/2026, 13:00",Pool B,Final
John Brown,Dallas,6,7,"02/21/2026, 13:00",Pool B,Final
Texas-Dallas,Kansas State,9,7,"02/21/2026, 13:00",Pool B,Final
North Texas,Dallas,11,5,"02/21/2026, 14:30",Pool B,Final
John Brown,Texas-Dallas,5,11,"02/21/2026, 14:30",Pool B,Final
Oklahoma,Kansas State,7,11,"02/21/2026, 14:30",Pool B,Final
North Texas,Kansas State,11,8,"02/22/2026, 09:00",Pool B,Final
John Brown,Oklahoma,W,F,"02/22/2026, 09:00",Pool B,Final
Texas-Dallas,Dallas,11,4,"02/22/2026, 09:00",Pool B,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,Championship Bracket
Northern Iowa,Kansas State,13,9,"02/22/2026, 14:00",Finals,Final
Northern Iowa,North Texas,12,6,"02/22/2026, 12:15",Semis,Final
Kansas State,Texas-Dallas,11,9,"02/22/2026, 12:15",Semis,Final
Northern Iowa,Dallas,11,3,"02/22/2026, 10:30",Quarters,Final
North Texas,Washington University (B),10,6,"02/22/2026, 10:30",Quarters,Final
Oklahoma State,Kansas State,10,13,"02/22/2026, 10:30",Quarters,Final
Texas-Dallas,Texas Tech,13,7,"02/22/2026, 10:30",Quarters,Final
bracket,3rd Place Bracket
North Texas,Texas-Dallas,0,0,"02/22/2026, 14:00",3rd Place Game,Cancelled
b,r,e,a,k
brackets,Consolation Games
bracket,Game 1
Harding,John Brown,12,7,"02/22/2026, 10:30",Game 1,Final
bracket,Game 2
Oklahoma State,John Brown,7,9,"02/22/2026, 12:15",Game 2,Final
bracket,Game 3
Texas Tech,Washington University (B),13,5,"02/22/2026, 12:15",Game 3,Final
bracket,Game 4
Harding,Dallas,1,0,"02/22/2026, 12:15",Game 4,Final
b,r,e,a,k
