Butler Spring Fling 2026,College - Men ,11,4,2026
Forty Fort,PA,2026-04-11,2026-04-12
https://play.usaultimate.org/events/East-Penn-D-III-Mens-Conferences-2026/schedule/Men/CollegeMen/
Butler,1
teamInfo,,,,,
b,r,e,a,k
Grand Valley,3
teamInfo,,,,,
b,r,e,a,k
Saint Louis,2
teamInfo,,,,,
b,r,e,a,k
Ball State,4
teamInfo,,,,,
b,r,e,a,k
Grace,5
teamInfo,,,,,
b,r,e,a,k
s,t,a,g,e,s
pools,Round-Robin
pool,Pool A
Ball State,Grace,15,14,"03/21/2026, 11:00",Pool A,Final
Grand Valley,Saint Louis,15,7,"03/21/2026, 11:00",Pool A,Final
Butler,Ball State,15,2,"03/21/2026, 13:00",Pool A,Final
Grace,Grand Valley,6,15,"03/21/2026, 13:00",Pool A,Final
Butler,Saint Louis,15,9,"03/21/2026, 15:00",Pool A,Final
Ball State,Grand Valley,5,15,"03/21/2026, 15:00",Pool A,Final
Butler,Grace,15,6,"03/21/2026, 19:00",Pool A,Final
Butler,Grand Valley,15,9,"03/22/2026, 11:00",Pool A,Final
Saint Louis,Ball State,14,12,"03/22/2026, 11:00",Pool A,Final
Grand Valley,Grace,15,3,"03/22/2026, 13:00",Pool A,Final
b,r,e,a,k
clusters,Additional Sunday Games
cluster,Cross Over
Butler,Saint Louis,11,8,"03/22/2026, 13:00",,Final
Saint Louis,Grace,6,11,"03/22/2026, 15:00",,Final
b,r,e,a,k
