Cascadia D-I Women's Conferences,College - Women ,28,3,2026
Waco,TX,2026-03-28,2026-03-29
https://play.usaultimate.org/events/Huckfest-2026/schedule/Men/CollegeMen/
British Columbia,1
teamInfo,,,,,
b,r,e,a,k
Oregon,4
teamInfo,,,,,
b,r,e,a,k
British Columbia (B),6
teamInfo,,,,,
b,r,e,a,k
Oregon State,7
teamInfo,,,,,
b,r,e,a,k
Washington,2
teamInfo,,,,,
b,r,e,a,k
Western Washington,3
teamInfo,,,,,
b,r,e,a,k
Victoria,5
teamInfo,,,,,
b,r,e,a,k
Simon Fraser,8
teamInfo,,,,,
b,r,e,a,k
s,t,a,g,e,s
pools,Saturday Pool Play
pool,Pool A
British Columbia,British Columbia (B),15,4,"04/11/2026, 09:00",Pool A,Final
Oregon,Oregon State,13,7,"04/11/2026, 09:00",Pool A,Final
British Columbia,Oregon State,15,2,"04/11/2026, 10:45",Pool A,Final
Oregon,British Columbia (B),11,6,"04/11/2026, 10:45",Pool A,Final
British Columbia,Oregon,10,8,"04/11/2026, 12:30",Pool A,Final
British Columbia (B),Oregon State,12,7,"04/11/2026, 12:30",Pool A,Final
pool,Pool B
Washington,Victoria,13,8,"04/11/2026, 09:00",Pool B,Final
Western Washington,Simon Fraser,15,2,"04/11/2026, 09:00",Pool B,Final
Washington,Simon Fraser,12,5,"04/11/2026, 10:45",Pool B,Final
Western Washington,Victoria,15,12,"04/11/2026, 10:45",Pool B,Final
Washington,Western Washington,15,8,"04/11/2026, 12:30",Pool B,Final
Victoria,Simon Fraser,15,3,"04/11/2026, 12:30",Pool B,Final
b,r,e,a,k
brackets,Bracket
bracket,Championship Bracket
British Columbia,Washington,0,0,"04/12/2026, 11:00",Finals,Scheduled
British Columbia,Western Washington,15,3,"04/12/2026, 09:00",Semis,Final
Victoria,Washington,7,14,"04/12/2026, 09:00",Semis,Final
Western Washington,British Columbia (B),13,10,"04/11/2026, 14:15",Saturday Bracket Play In,Final
Oregon,Victoria,11,15,"04/11/2026, 14:15",Saturday Bracket Play In,Final
bracket,3rd Place
Victoria,Oregon,0,0,"04/12/2026, 13:00",3rd Place,Scheduled
British Columbia (B),Victoria,7,11,"04/12/2026, 11:00",3rd Place R2,Final
Oregon,Western Washington,11,10,"04/12/2026, 11:00",3rd Place R2,Final
Simon Fraser,British Columbia (B),7,15,"04/12/2026, 09:00",3rd Place R1,Final
Oregon,Oregon State,11,7,"04/12/2026, 09:00",3rd Place R1,Final
bracket,5th Place
British Columbia (B),Western Washington,0,0,"04/12/2026, 13:00",5th Place,Scheduled
bracket,7th Place
Simon Fraser,Oregon State,0,0,"04/12/2026, 11:00",7th Place,Scheduled
b,r,e,a,k
