Northwest Challenge-Men,College - Men ,11,4,2026
West Lafeyette,IN,2026-04-11,2026-04-12
https://play.usaultimate.org/events/East-Plains-D-I-Mens-Conferences-2026/schedule/Men/CollegeMen/
Western Washington,7
teamInfo,,,,,
b,r,e,a,k
Washington,5
teamInfo,,,,,
b,r,e,a,k
Brigham Young,8
teamInfo,,,,,
b,r,e,a,k
California,12
teamInfo,,,,,
b,r,e,a,k
Victoria,1
teamInfo,,,,,
b,r,e,a,k
Virginia,13
teamInfo,,,,,
b,r,e,a,k
Oregon State,2
teamInfo,,,,,
b,r,e,a,k
Northeastern,11
teamInfo,,,,,
b,r,e,a,k
Cal Poly-SLO,3
teamInfo,,,,,
b,r,e,a,k
Utah,10
teamInfo,,,,,
b,r,e,a,k
Minnesota,6
teamInfo,,,,,
b,r,e,a,k
UCLA,9
teamInfo,,,,,
b,r,e,a,k
British Columbia,4
teamInfo,,,,,
b,r,e,a,k
s,t,a,g,e,s
pools,Friday Showcase
pool,Showcase Pool
Brigham Young,Western Washington,9,13,"03/06/2026, 17:30",Showcase Pool,Final
Brigham Young,Washington,12,13,"03/06/2026, 19:10",Showcase Pool,Final
b,r,e,a,k
pools,Saturday Pool Play
pool,Pool A
Victoria,California,9,13,"03/07/2026, 09:00",Pool A,Final
Brigham Young,Virginia,13,8,"03/07/2026, 09:00",Pool A,Final
Victoria,Virginia,12,10,"03/07/2026, 10:40",Pool A,Final
Brigham Young,California,10,13,"03/07/2026, 10:40",Pool A,Final
Victoria,Brigham Young,13,12,"03/07/2026, 14:00",Pool A,Final
California,Virginia,13,12,"03/07/2026, 14:00",Pool A,Final
pool,Pool B
Oregon State,Northeastern,13,12,"03/07/2026, 10:40",Pool B,Final
Oregon State,Western Washington,12,10,"03/07/2026, 12:20",Pool B,Final
Western Washington,Northeastern,14,9,"03/07/2026, 15:40",Pool B,Final
pool,Pool C
Cal Poly-SLO,Utah,15,8,"03/07/2026, 10:40",Pool C,Final
Cal Poly-SLO,Minnesota,15,10,"03/07/2026, 12:20",Pool C,Final
Minnesota,Utah,12,13,"03/07/2026, 15:40",Pool C,Final
pool,Pool D
British Columbia,UCLA,11,13,"03/07/2026, 09:00",Pool D,Final
British Columbia,Washington,13,11,"03/07/2026, 12:20",Pool D,Final
Washington,UCLA,10,13,"03/07/2026, 14:00",Pool D,Final
b,r,e,a,k
brackets,Brackets
bracket,Championship Bracket
Western Washington,Cal Poly-SLO,9,13,"03/08/2026, 14:00",1st Place,Final
Western Washington,UCLA,13,9,"03/08/2026, 12:20",Semis,Final
Cal Poly-SLO,Victoria,13,7,"03/08/2026, 12:20",Semis,Final
Western Washington,California,13,10,"03/08/2026, 09:00",Quarters,Final
Utah,UCLA,10,12,"03/08/2026, 09:00",Quarters,Final
Cal Poly-SLO,British Columbia,13,9,"03/08/2026, 09:00",Quarters,Final
Oregon State,Victoria,9,13,"03/08/2026, 09:00",Quarters,Final
Western Washington,Minnesota,13,11,"03/07/2026, 17:20",Pre-Quarters,Final
Utah,Northeastern,13,6,"03/07/2026, 17:20",Pre-Quarters,Final
British Columbia,Virginia,13,11,"03/07/2026, 17:20",Pre-Quarters,Final
Victoria,Washington,13,11,"03/07/2026, 17:20",Pre-Quarters,Final
bracket,3rd Place Bracket
UCLA,Victoria,11,12,"03/08/2026, 14:00",3rd Place,Final
bracket,5th Place Bracket
Utah,Oregon State,12,13,"03/08/2026, 12:40",5th Place,Final
California,Utah,10,13,"03/08/2026, 10:40",5th Place Semis,Final
British Columbia,Oregon State,8,13,"03/08/2026, 10:40",5th Place Semis,Final
bracket,7th Place Bracket
California,British Columbia,7,10,"03/08/2026, 12:40",7th Place,Final
bracket,9th Place Bracket
Minnesota,Washington,8,13,"03/08/2026, 14:20",9th Place,Final
Minnesota,Northeastern,11,10,"03/08/2026, 10:40",9th Place Semis,Final
Virginia,Washington,7,13,"03/08/2026, 10:40",9th Place Semis,Final
bracket,11th Place Bracket
Northeastern,Virginia,13,5,"03/08/2026, 14:20",11th Place,Final
b,r,e,a,k
