Palouse Open 2026,College - Men ,11,4,2026
Ewing,NJ,2026-04-11,2026-04-12
https://play.usaultimate.org/events/Metro-NY-D-III-Mens-Conferences-2026/schedule/Men/CollegeMen/
Whitworth,1
teamInfo,,,,,
b,r,e,a,k
Montana,3
teamInfo,,,,,
b,r,e,a,k
Washington State,2
teamInfo,,,,,
b,r,e,a,k
Idaho,4
teamInfo,,,,,
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Whitworth,Montana,13,10,"02/28/2026, 09:30",Pool A,Final
Washington State,Idaho,13,3,"02/28/2026, 09:30",Pool A,Final
Whitworth,Idaho,13,4,"02/28/2026, 11:30",Pool A,Final
Washington State,Montana,9,13,"02/28/2026, 11:30",Pool A,Final
Whitworth,Washington State,13,9,"02/28/2026, 13:30",Pool A,Final
Montana,Idaho,13,5,"02/28/2026, 13:30",Pool A,Final
b,r,e,a,k
brackets,Bracket Play
bracket,Championship Bracket
Whitworth,Washington State,15,6,"03/01/2026, 11:45",Final,Final
Whitworth,Idaho,15,1,"03/01/2026, 09:30",Semi,Final
Montana,Washington State,9,10,"03/01/2026, 09:30",Semi,Final
bracket,3rd Place
Montana,Idaho,15,5,"03/01/2026, 23:30",3rd Place,Final
b,r,e,a,k
