Big Sky Brawl 2026,College - Men ,21,3,2026
Brunswick,ME,2026-03-21,2026-03-22
https://play.usaultimate.org/events/PBR-State-Open-2026/schedule/Men/CollegeMen/
Brigham Young (B),1
teamInfo,,,,,
b,r,e,a,k
Montana,2
teamInfo,,,,,
b,r,e,a,k
Washington State,5
teamInfo,,,,,
b,r,e,a,k
Pacific Lutheran,3
teamInfo,,,,,
b,r,e,a,k
Boise State,4
teamInfo,,,,,
b,r,e,a,k
Idaho,6
teamInfo,,,,,
b,r,e,a,k
s,t,a,g,e,s
pools,Round Robin
pool,Pool A
Brigham Young (B),Pacific Lutheran,15,2,"03/07/2026, 09:00",Pool A,Final
Montana,Washington State,12,11,"03/07/2026, 09:00",Pool A,Final
Boise State,Idaho,11,7,"03/07/2026, 09:00",Pool A,Final
Brigham Young (B),Montana,15,6,"03/07/2026, 10:45",Pool A,Final
Pacific Lutheran,Boise State,12,9,"03/07/2026, 10:45",Pool A,Final
Washington State,Idaho,15,5,"03/07/2026, 10:45",Pool A,Final
Brigham Young (B),Boise State,15,6,"03/07/2026, 13:00",Pool A,Final
Montana,Idaho,15,1,"03/07/2026, 13:00",Pool A,Final
Pacific Lutheran,Washington State,4,14,"03/07/2026, 13:00",Pool A,Final
Brigham Young (B),Idaho,15,1,"03/07/2026, 14:45",Pool A,Final
Montana,Pacific Lutheran,15,4,"03/07/2026, 14:45",Pool A,Final
Boise State,Washington State,6,15,"03/07/2026, 14:45",Pool A,Final
Brigham Young (B),Washington State,0,0,"03/08/2026, 09:00",Pool A,Scheduled
Montana,Boise State,14,7,"03/08/2026, 09:00",Pool A,Final
Pacific Lutheran,Idaho,10,5,"03/08/2026, 09:00",Pool A,Final
b,r,e,a,k
brackets,Bracket Play
bracket,Championship Bracket
bracket,Third Place
b,r,e,a,k
