Ozarks D-III Men's Conferences,College - Men ,14,2,2026
Tampa,FL,2026-02-14,2026-02-15
https://play.usaultimate.org/events/Florida-Warm-Up-2026-Weekend-2/schedule/Men/CollegeMen/
Oklahoma Christian,1
teamInfo,,,,,
b,r,e,a,k
Truman State,2
teamInfo,,,,,
b,r,e,a,k
Missouri S&T,3
teamInfo,,,,,
b,r,e,a,k
Harding,4
teamInfo,,,,,
b,r,e,a,k
John Brown,5
teamInfo,,,,,
b,r,e,a,k
Benedictine College,6
teamInfo,,,,,
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Oklahoma Christian,Missouri S&T,0,0,"04/11/2026, 08:30",Pool A,Scheduled
Truman State,John Brown,0,0,"04/11/2026, 08:30",Pool A,Scheduled
Harding,Benedictine College,0,0,"04/11/2026, 08:30",Pool A,Scheduled
Oklahoma Christian,Truman State,0,0,"04/11/2026, 10:30",Pool A,Scheduled
Missouri S&T,Harding,0,0,"04/11/2026, 10:30",Pool A,Scheduled
John Brown,Benedictine College,0,0,"04/11/2026, 10:30",Pool A,Scheduled
Oklahoma Christian,Harding,0,0,"04/11/2026, 12:30",Pool A,Scheduled
Truman State,Benedictine College,0,0,"04/11/2026, 12:30",Pool A,Scheduled
Missouri S&T,John Brown,0,0,"04/11/2026, 12:30",Pool A,Scheduled
Oklahoma Christian,Benedictine College,0,0,"04/11/2026, 14:30",Pool A,Scheduled
Truman State,Missouri S&T,0,0,"04/11/2026, 14:30",Pool A,Scheduled
Harding,John Brown,0,0,"04/11/2026, 14:30",Pool A,Scheduled
Oklahoma Christian,John Brown,0,0,"04/12/2026, 08:30",Pool A,Scheduled
Truman State,Harding,0,0,"04/12/2026, 08:30",Pool A,Scheduled
Missouri S&T,Benedictine College,0,0,"04/12/2026, 08:30",Pool A,Scheduled
b,r,e,a,k
brackets,Placement
bracket,1st Place
b,r,e,a,k
brackets,Placement
bracket,2nd Place
b,r,e,a,k
brackets,Placement
bracket,4th Place
b,r,e,a,k
