Southern Atlantic Coast Dev Men's Conferences,College - Men ,25,4,2026
Batavia,NY,2026-04-25,2026-04-26
https://play.usaultimate.org/events/Metro-East-D-III-College-Mens-Regionals-2026/schedule/Men/CollegeMen/
North Carolina (B),1
teamInfo,,,,,
b,r,e,a,k
Virginia Tech (B),4
teamInfo,,,,,
b,r,e,a,k
James Madison (B),5
teamInfo,,,,,
b,r,e,a,k
North Carolina State (B),2
teamInfo,,,,,
b,r,e,a,k
Western Carolina,3
teamInfo,,,,,
b,r,e,a,k
Virginia (B),7
teamInfo,,,,,
b,r,e,a,k
South Carolina (B),6
teamInfo,,,,,
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
North Carolina (B),James Madison (B),15,6,"04/11/2026, 11:45",Pool A,Final
North Carolina (B),Virginia Tech (B),15,9,"04/11/2026, 13:45",Pool A,Final
Virginia Tech (B),James Madison (B),15,11,"04/11/2026, 15:45",Pool A,Final
pool,Pool B
North Carolina State (B),South Carolina (B),15,2,"04/11/2026, 11:45",Pool B,Final
Western Carolina,Virginia (B),13,9,"04/11/2026, 11:45",Pool B,Final
North Carolina State (B),Virginia (B),15,2,"04/11/2026, 13:45",Pool B,Final
Western Carolina,South Carolina (B),8,10,"04/11/2026, 13:45",Pool B,Final
North Carolina State (B),Western Carolina,15,8,"04/11/2026, 15:45",Pool B,Final
South Carolina (B),Virginia (B),7,11,"04/11/2026, 15:45",Pool B,Final
b,r,e,a,k
brackets,1st Place
bracket,1st Place 
North Carolina (B),North Carolina State (B),15,10,"04/12/2026, 08:30",1st Place Finals,Final
b,r,e,a,k
pools,3rd - 7th
pool,Pool Play Completion
James Madison (B),Western Carolina,11,13,"04/12/2026, 08:30",Pool Play Completion,Final
Virginia Tech (B),Virginia (B),15,10,"04/12/2026, 08:30",Pool Play Completion,Final
Virginia Tech (B),Western Carolina,15,12,"04/12/2026, 10:30",Pool Play Completion,Final
James Madison (B),South Carolina (B),13,12,"04/12/2026, 10:30",Pool Play Completion,Final
Virginia Tech (B),South Carolina (B),12,9,"04/12/2026, 12:30",Pool Play Completion,Final
James Madison (B),Virginia (B),12,8,"04/12/2026, 12:30",Pool Play Completion,Final
b,r,e,a,k
