Western NY D-I Women's Conferences,College - Women ,25,4,2026
Williamstown,MA,2026-04-25,2026-04-26
https://play.usaultimate.org/events/New-England-D-III-College-Womens-Regionals-2026/schedule/Women/CollegeWomen/
Toronto,7
teamInfo,,,,,
b,r,e,a,k
Cornell,1
teamInfo,,,,,
b,r,e,a,k
RIT,6
teamInfo,,,,,
b,r,e,a,k
Syracuse,4
teamInfo,,,,,
b,r,e,a,k
Ottawa,5
teamInfo,,,,,
b,r,e,a,k
SUNY-Buffalo,2
teamInfo,,,,,
b,r,e,a,k
SUNY-Binghamton,3
teamInfo,,,,,
b,r,e,a,k
Cornell (B),8
teamInfo,,,,,
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Cornell,RIT,15,3,"04/11/2026, 09:00",Pool A,Final
Syracuse,Toronto,1,15,"04/11/2026, 09:00",Pool A,Final
Cornell,Toronto,8,13,"04/11/2026, 11:00",Pool A,Final
Syracuse,RIT,8,13,"04/11/2026, 11:00",Pool A,Final
Cornell,Syracuse,15,0,"04/11/2026, 13:00",Pool A,Final
RIT,Toronto,2,15,"04/11/2026, 13:00",Pool A,Final
pool,Pool B
SUNY-Buffalo,Ottawa,4,15,"04/11/2026, 09:00",Pool B,Final
SUNY-Binghamton,Cornell (B),15,0,"04/11/2026, 09:00",Pool B,Final
SUNY-Buffalo,Cornell (B),15,0,"04/11/2026, 11:00",Pool B,Final
SUNY-Binghamton,Ottawa,3,10,"04/11/2026, 11:00",Pool B,Final
SUNY-Buffalo,SUNY-Binghamton,14,2,"04/11/2026, 13:00",Pool B,Final
Ottawa,Cornell (B),15,0,"04/11/2026, 13:00",Pool B,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,1st Place
Toronto,Ottawa,15,7,"04/12/2026, 13:00",Finals,Final
Toronto,SUNY-Buffalo,14,7,"04/12/2026, 09:00",Semis,Final
Cornell,Ottawa,4,11,"04/12/2026, 09:00",Semis,Final
SUNY-Buffalo,RIT,11,7,"04/11/2026, 15:00",Quarters,Final
Cornell,SUNY-Binghamton,9,1,"04/11/2026, 15:00",Quarters,Final
bracket,3rd Place
Cornell,SUNY-Buffalo,9,8,"04/12/2026, 13:00",3rd Place Finals,Final
RIT,Cornell,2,15,"04/12/2026, 11:00",3rd Semis,Final
SUNY-Binghamton,SUNY-Buffalo,3,10,"04/12/2026, 11:00",3rd Semis,Final
Cornell (B),RIT,4,15,"04/12/2026, 09:00",3rd Quarters,Final
SUNY-Binghamton,Syracuse,11,9,"04/12/2026, 09:00",3rd Quarters,Final
bracket,5th Place
SUNY-Binghamton,RIT,9,10,"04/12/2026, 13:00",5th Place Finals,Final
bracket,7th Place
Syracuse,Cornell (B),15,7,"04/12/2026, 11:00",Game to Go,Final
b,r,e,a,k
