2026 D-III College Championships,College - Women ,22,5,2026
Rockford,IL,2026-05-22,2026-05-25
https://play.usaultimate.org/events/2026-d-i-college-championships/schedule/Women/CollegeWomen/
Davenport,1
teamInfo,,,,,
b,r,e,a,k
Macalester,8
teamInfo,,,,,
b,r,e,a,k
Mount Holyoke,12
teamInfo,,,,,
b,r,e,a,k
Colorado College,13
teamInfo,,,,,
b,r,e,a,k
Whitman,7
teamInfo,,,,,
b,r,e,a,k
Haverford-Bryn Mawr,2
teamInfo,,,,,
b,r,e,a,k
Santa Clara,14
teamInfo,,,,,
b,r,e,a,k
Union (Tennessee),11
teamInfo,,,,,
b,r,e,a,k
Carleton College-Eclipse,3
teamInfo,,,,,
b,r,e,a,k
Rice,6
teamInfo,,,,,
b,r,e,a,k
Lewis & Clark,15
teamInfo,,,,,
b,r,e,a,k
Kenyon,10
teamInfo,,,,,
b,r,e,a,k
Middlebury,4
teamInfo,,,,,
b,r,e,a,k
Wesleyan,5
teamInfo,,,,,
b,r,e,a,k
St Olaf,9
teamInfo,,,,,
b,r,e,a,k
Richmond,16
teamInfo,,,,,
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Davenport,Mount Holyoke,15,5,"05/16/2026, 10:45",Pool A,Final
Macalester,Colorado College,15,5,"05/16/2026, 10:45",Pool A,Final
Davenport,Colorado College,14,3,"05/16/2026, 13:00",Pool A,Final
Macalester,Mount Holyoke,15,6,"05/16/2026, 13:00",Pool A,Final
Davenport,Macalester,14,13,"05/16/2026, 15:15",Pool A,Final
Mount Holyoke,Colorado College,12,11,"05/16/2026, 15:15",Pool A,Final
pool,Pool B
Haverford-Bryn Mawr,Union (Tennessee),15,5,"05/16/2026, 08:30",Pool B,Final
Whitman,Santa Clara,15,4,"05/16/2026, 08:30",Pool B,Final
Haverford-Bryn Mawr,Santa Clara,15,7,"05/16/2026, 13:00",Pool B,Final
Whitman,Union (Tennessee),15,3,"05/16/2026, 13:00",Pool B,Final
Haverford-Bryn Mawr,Whitman,4,15,"05/16/2026, 15:15",Pool B,Final
Union (Tennessee),Santa Clara,4,15,"05/16/2026, 15:15",Pool B,Final
pool,Pool C
Carleton College-Eclipse,Kenyon,15,1,"05/16/2026, 08:30",Pool C,Final
Rice,Lewis & Clark,15,5,"05/16/2026, 08:30",Pool C,Final
Carleton College-Eclipse,Lewis & Clark,15,7,"05/16/2026, 13:00",Pool C,Final
Rice,Kenyon,14,9,"05/16/2026, 13:00",Pool C,Final
Carleton College-Eclipse,Rice,15,12,"05/16/2026, 15:15",Pool C,Final
Kenyon,Lewis & Clark,7,10,"05/16/2026, 15:15",Pool C,Final
pool,Pool D
Middlebury,St Olaf,15,5,"05/16/2026, 10:45",Pool D,Final
Wesleyan,Richmond,15,2,"05/16/2026, 10:45",Pool D,Final
Middlebury,Richmond,15,2,"05/16/2026, 13:00",Pool D,Final
Wesleyan,St Olaf,12,7,"05/16/2026, 13:00",Pool D,Final
Middlebury,Wesleyan,15,12,"05/16/2026, 15:15",Pool D,Final
St Olaf,Richmond,15,10,"05/16/2026, 15:15",Pool D,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,1st Place
Middlebury,Whitman,15,6,"05/18/2026, 14:00",Final,Final
Haverford-Bryn Mawr,Middlebury,4,15,"05/17/2026, 16:15",Semifinal,Final
Wesleyan,Whitman,12,14,"05/17/2026, 15:45",Semifinal,Final
Haverford-Bryn Mawr,Davenport,13,12,"05/17/2026, 13:00",Quarterfinal,Final
Rice,Middlebury,8,15,"05/17/2026, 13:00",Quarterfinal,Final
Wesleyan,Carleton College-Eclipse,13,12,"05/17/2026, 13:00",Quarterfinal,Final
Macalester,Whitman,11,15,"05/17/2026, 13:00",Quarterfinal,Final
Haverford-Bryn Mawr,Lewis & Clark,15,8,"05/17/2026, 08:30",Prequarterfinal,Final
Rice,Santa Clara,14,12,"05/17/2026, 08:30",Prequarterfinal,Final
Wesleyan,Mount Holyoke,15,6,"05/17/2026, 08:30",Prequarterfinal,Final
Macalester,St Olaf,13,9,"05/17/2026, 08:30",Prequarterfinal,Final
bracket,5th Place
Davenport,Carleton College-Eclipse,14,3,"05/18/2026, 08:30",5th Place (tie),Final
bracket,5th Place
Rice,Macalester,7,11,"05/18/2026, 08:30",5th Place (tie),Final
b,r,e,a,k
brackets,9th Place Bracket
bracket,9th Place
Lewis & Clark,St Olaf,11,8,"05/18/2026, 08:30",Final,Final
Lewis & Clark,Mount Holyoke,12,11,"05/17/2026, 10:45",Semifinal,Final
Santa Clara,St Olaf,11,13,"05/17/2026, 10:45",Semifinal,Final
bracket,11th Place
Mount Holyoke,Santa Clara,8,11,"05/18/2026, 08:30",Final,Final
b,r,e,a,k
pools,13th Place Round Robin
pool,Pool E
Colorado College,Kenyon,8,14,"05/17/2026, 08:30",Pool E,Final
Union (Tennessee),Richmond,15,7,"05/17/2026, 08:30",Pool E,Final
Colorado College,Richmond,7,11,"05/17/2026, 10:45",Pool E,Final
Union (Tennessee),Kenyon,9,14,"05/17/2026, 10:45",Pool E,Final
Colorado College,Union (Tennessee),10,7,"05/18/2026, 08:30",Pool E,Final
Kenyon,Richmond,11,5,"05/18/2026, 08:30",Pool E,Final
b,r,e,a,k
