New England D-I College Men's Regionals,College - Men ,2,5,2026
South Portland,ME,2026-05-02,2026-05-03
https://play.usaultimate.org/events/New-England-D-I-College-Mens-Regionals-2026/schedule/Men/CollegeMen/
Massachusetts,1
teamInfo,MUT,"Montreal, Quebec CA",https://mcgillultimate.com/,https://www.facebook.com/mcgillultimateteam/,https://twitter.com/mcgillultimate?lang=en
00,Malcolm Kolinski
01,Ryan Marshall
02,Léonard Gingras
03,Ruben Hari
03,Maia List
06,Niko Bardacke
06,Eli Lester
08,Aidan Mckibben
09,Andre Savard
10,Kaiyan Talavia
10,Kai O'Donnell
11,Oscar Hébert-Creeggan
13,Dylan Wu
16,Vlad Zimmerl
17,Jasper Horner-Devine
18,Daniel Mao
21,Luc Lister
22,Emmett Andrews
29,Spencer Richards
31,Sam Dummer
36,Shaolun (Lambert) Zhang
44,Lucius Conlin
56,Benjamin Croteau
70,Colin Chan
77,Jaden Verlaan
88,Nicholas Nesbitt
b,r,e,a,k
Massachusetts  (B),13
teamInfo,Umass Amherst Developmental,"Amherst, Massachusetts",,,https://twitter.com/ZoodiscD
0,Dante Barutta
0,Patrick Cumming
0,Oliver Bredfeldt
0,Olen Baumfeld
00,Ian Maksym
00,Quinn Geary
00,Ryan Lynch
00,Naoya Miyamoto
00,Rowan Ferguson
00,Timothy Corkery
00,Isaac Silberman
00,Matan Ryan
00,John Park
00,Zachary Ditkoff
00,Connor Geary
00,Emmett Jereb
00,Max Gledhill
00,Abram Brownson
00,Aditya Shanbag
00,Armando Feldman
00,Caleb Bird-Richards
00,Brayden Begian
00,Henry Loftus
00,Carter Stevens
00,Hayden Bouley
00,Halaf Montarroyos
00,Declan Logan
01,Zakariya Gdihi
11,Taylor Hanson
14,Aiden Roy
b,r,e,a,k
Northeastern (B),12
teamInfo,Beastern,"Boston, Massachusetts",http://www.ultimate.neu.edu,https://www.facebook.com/NUMensUltimate,https://twitter.com/NUMensUltimate
0,Gunnison Sweeney
0,Jordan Spencer
0,Raphael de Beco
0,Micah Choi
0,Reese Martin
00,Magnus Moseley
00,Liam Schwartz
00,Philip Warren
00,Otto Schoenthal
00,Tyler Goldner
00,Will Boozang
00,Winston Prescott
00,Roberto Reinoso
00,Vinay Venkatesh
00,Benjamin Marler
00,Bennett Hartley
00,Chris Zhang
00,Evan Hostetler
00,George  Knapick
00,Nilay Patel
00,Matthew Rock
00,Karsten Lin
01,Dev Shah
78,Zach D'Uva
b,r,e,a,k
Vermont,3
teamInfo,Chill,"Burlington, Vermont",,https://www.facebook.com/Team.Chill.33/,https://twitter.com/team_chill
00,Angus Grant
00,Ben Martinez
00,Benjamin Wall
00,Cale Ellingson
00,Beorn Morrow-Caron
00,Bryce Lublin
00,Jackson Leding
00,Forrest Williams
00,Dominic Chiodi
00,Elias Baldwin
00,Max Hemeon
00,Luke Tierney-Trevor
00,Walter Hipps
00,Nico Gabby
00,Vance Mader
00,Seamus Dailey
00,Jovan Strange
00,Wyatt Smith
00,Jordan  Lazer
00,Maximilian Fontana
00,Krane Davis
00,Erik Arnold
00,James Bell
09,True Hanson
18,Casey Thornton
23,Kristof Rohaly-Medved
28,Leo Sarandos
82,Declan Kervick
b,r,e,a,k
Dartmouth,6
teamInfo,Pain Train,"Hanover, New Hampshire",https://sites.dartmouth.edu/ultimatefrisbee/paintrain/,,https://twitter.com/DMouthPainTrain
00,Henry Moore
00,Cameron Cowperthwaite
00,Daniel Smith
00,Javier Baluyut
00,James Flaggert
00,Jackson Scarbrough
00,John Pease
00,Isaiah Tsai
00,Jonathan Lewis
00,James Brennan
00,Jeff Chen
00,Simeon Hartman
00,Tom Sankovitz
00,Michael Wise
00,Linus Law
00,Zachary Lopes
00,Oliver Kirsch
00,Walker Ball
00,Josiah Angehr
00,Micah Angehr
00,Stephen Fowler
00,Leo Kusch
00,Ben Fusillo
00,Ben Kleinman
67,Evan Jaffe
b,r,e,a,k
Boston College,9
teamInfo,Eagles,"Chestnut Hill, Massachusetts",,,https://twitter.com/bcultimate
00,Alec Butler
00,Ciaran Sidhu
00,James Neville
00,Connor Walsh
00,Connor Smith
00,Dylan Tessin
00,Jason Deal
00,Logan Ziegler
00,Kieran Glynn
00,Kaleem Baba
00,Mateo Gushue
00,Matt Conway
00,Law DeNormandie
00,Kirikou Matunda
00,Sebastian Kaper
00,Teddy Treussard
00,Robert Starck
00,Myzel Pinsker
00,Samuel Whitney
00,Thomas Kiernan
00,Nicholas Merendino
00,Matthew Santerian
00,Tucker Adams
b,r,e,a,k
Tufts (B),16
teamInfo,Tufts B,"Medford, Massachusetts",www.tuftsmensultimate.org,,
0,Tianmou Zhu
0,Owen Caughey
00,Lucas Prince
00,Dyan Peifer
00,Dahlin Allport
00,Elias Leggat-Barr
00,Joshua Fleegler
00,Joey Ellard
00,Forest Gill
00,Joshua Blum
00,Eli Lipman
00,Erik Hellgren
00,Jesse Schiffman
00,Theodore Prince
00,Justin Hudson
00,Boone Tutterow
00,Caleb Kaufman
00,Declan Golden
00,Peter Impink
00,Musashi Kuramoto
00,Nathaniel Weiss
00,Owen Reed
00,Zach Snyder
00,Lev Barnett
00,Nicholas Thorsen
12,Charlie Bielawa
41,Maddox Weisz
b,r,e,a,k
Tufts,4
teamInfo,Elephant Men,"Medford, Massachusetts",http://www.tuftsmensultimate.org/,,https://twitter.com/tufts_emen
00,Azi Levites-Cohen
00,Benjamin Rowland
00,Calvin Guswa
00,Isaac Margulius
00,Lucas Plumb
00,Sawyer Wright
02,Alexander Vu
03,Naveen Bleakney-Eastman
04,William Chesney
06,Silas Grossman
09,Ethan Smith
10,Rohin Gast
13,Spencer Anderson
14,Owen Jones
16,Nate Brophy
22,Simon Cordes
23,Peter Kuypers
24,Tucker Livingston
27,Tobias Potts-Drew
49,Wilson Wu
57,Nayan Talwalkar
81,Ram Sundaram
90,Dorsey Strasburger
99,Eliav Malone
b,r,e,a,k
Northeastern,5
teamInfo,Huskies,"Boston, Massachusetts",http://www.ultimate.neu.edu/men,https://www.facebook.com/NUMensUltimate,https://twitter.com/NUMensUltimate
01,Skyler Davidman
03,Benjamin Saterbak
04,Krish Vasisht
06,Isaiah Jones
07,Carter Crooks
08,Sunay Patel
09,James (Jimmy) Beckman
10,Santiago Hernandez
11,Kavi McKinney
12,Ramsey Elder
14,Sean Jaffe
15,David Pinto
16,Michael Fink
17,Sam Agranat
18,Ciaran Pratley
20,Nathaniel Cramer
22,Mikel Leiva
24,Seth Fisher-Olvera
25,Simon Perez
30,Adam Cole
31,Griffin Majer
40,Austin Philp
47,Landon Schopp
85,Elliot Phifer
87,Austin Weiss
91,Kalten Toone
b,r,e,a,k
Rhode Island,10
teamInfo,RIUT,"Kingston, Rhode Island",,https://www.facebook.com/MensRIUT/,https://twitter.com/mensriut?lang=en
0,Adam Ross
00,Aidan Sykes
00,Caden Walker
00,Ben Drucker
00,Brandon McPhee
00,Carson Paull
00,Jason Berube
00,Gavin Soulia
00,Connor Ham
00,Chase Flint
00,Dylan Lang
00,Joshua Klemm
00,Matias Hazbon
00,Thomas Vinagre
00,Mike Amighi
03,Evan Fallon
14,jayson Morelli
15,Evan Trombley
72,Aidan Mahoney
b,r,e,a,k
Boston University,15
teamInfo,Boston University,"Boston, Massachusetts",https://www.facebook.com/BU.Ultimate,https://www.facebook.com/BU.Ultimate,https://twitter.com/ozonepilots
0,Andrey Leshchiner
0,Diego  Tejeda
0,Elijah Peres
0,Patrick Moe
0,Weihan Song
0,Tenglei Wang
00,Simon Cafiero
00,He Quan
00,Matson Heeney
00,Harry Lenicheck
00,Tristan Goodell
00,Luca Bohnet Zurcher
00,Matthew Kweon
00,David Zhong
00,Bailey Scott
00,Erik Drost
00,Artyom Veraksa
00,Colin Porter
00,Cody Kelker
00,Elliot Albright
00,Adrien Prioul-Ritz
00,Aiden Hirsch
00,Austin Chee
00,Avery Smith
07,Rowan Long
14,William Maharry
16,Patrick Flanagan
b,r,e,a,k
s,t,a,g,e,s
pools,Saturday Pool Play
pool,Pool A
Massachusetts,Harvard,15,6,"05/02/2026, 09:00",Pool A,Final
Vermont (B),MIT,15,6,"05/02/2026, 09:00",Pool A,Final
Massachusetts,Vermont (B),15,4,"05/02/2026, 11:00",Pool A,Final
MIT,Harvard,15,13,"05/02/2026, 11:00",Pool A,Final
pool,Pool B
Brown,Massachusetts  (B),15,5,"05/02/2026, 09:00",Pool B,Final
McGill,Northeastern (B),15,5,"05/02/2026, 09:00",Pool B,Final
Brown,McGill,15,14,"05/02/2026, 11:00",Pool B,Final
Northeastern (B),Massachusetts  (B),12,14,"05/02/2026, 11:00",Pool B,Final
pool,Pool C
Vermont,Tufts (B),15,7,"05/02/2026, 09:00",Pool C,Final
Dartmouth,Boston College,15,8,"05/02/2026, 09:00",Pool C,Final
Vermont,Dartmouth,15,7,"05/02/2026, 11:00",Pool C,Final
Boston College,Tufts (B),15,4,"05/02/2026, 11:00",Pool C,Final
pool,Pool D
Tufts,Boston University,15,1,"05/02/2026, 09:00",Pool D,Final
Northeastern,Rhode Island,15,5,"05/02/2026, 09:00",Pool D,Final
Tufts,Northeastern,15,10,"05/02/2026, 11:00",Pool D,Final
Rhode Island,Boston University,15,6,"05/02/2026, 11:00",Pool D,Final
b,r,e,a,k
clusters,Saturday Crossovers
cluster,Saturday Crossovers
Massachusetts,Vermont,15,7,"05/02/2026, 13:00",,Final
Brown,Tufts,14,12,"05/02/2026, 13:00",,Final
Northeastern,Massachusetts  (B),15,10,"05/02/2026, 13:00",,Final
Dartmouth,MIT,15,7,"05/02/2026, 13:00",,Final
McGill,Rhode Island,15,11,"05/02/2026, 13:00",,Final
Vermont (B),Boston College,8,15,"05/02/2026, 13:00",,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,Championship
Massachusetts,Brown,15,7,"05/03/2026, 11:00",Finals,Final
Massachusetts,Tufts,15,9,"05/03/2026, 09:00",Semifinals,Final
Northeastern,Brown,9,15,"05/03/2026, 09:00",Semifinals,Final
Massachusetts,McGill,15,9,"05/02/2026, 15:00",Quarterfinals,Final
Dartmouth,Tufts,8,15,"05/02/2026, 15:00",Quarterfinals,Final
Vermont,Northeastern,13,15,"05/02/2026, 15:00",Quarterfinals,Final
Boston College,Brown,1,15,"05/02/2026, 15:00",Quarterfinals,Final
bracket,3rd Place Bracket/Game to Go
McGill,Tufts,13,9,"05/03/2026, 13:00",3rd Place Final,Final
McGill,Northeastern,15,8,"05/03/2026, 11:00",3rd Place Semis,Final
Vermont,Tufts,13,14,"05/03/2026, 11:00",3rd Place Semis,Final
McGill,Dartmouth,12,9,"05/03/2026, 09:00",3rd Place Quarters,Final
Vermont,Boston College,15,12,"05/03/2026, 09:00",3rd Place Quarters,Final
bracket,5th Place Game
Northeastern,Vermont,15,13,"05/03/2026, 13:00",5th Place Game,Final
bracket,7th Place Game
Dartmouth,Boston College,5,12,"05/03/2026, 11:00",7th Place Game,Final
b,r,e,a,k
brackets,9th-12th Place Bracket
bracket,9th Place Bracket
Massachusetts  (B),Rhode Island,10,12,"05/03/2026, 11:00",9th Place Finals,Final
Massachusetts  (B),MIT,15,9,"05/03/2026, 09:00",9th Place Semis,Final
Rhode Island,Vermont (B),15,9,"05/03/2026, 09:00",9th Place Semis,Final
bracket,11th Place Game
MIT,Vermont (B),7,15,"05/03/2026, 11:00",11,Final
b,r,e,a,k
pools,13th-16th Place Round Robin
pool,Pool E
Harvard,Tufts (B),12,11,"05/02/2026, 13:00",Pool E,Final
Northeastern (B),Boston University,6,15,"05/02/2026, 13:00",Pool E,Final
Harvard,Boston University,12,14,"05/03/2026, 09:00",Pool E,Final
Northeastern (B),Tufts (B),8,13,"05/03/2026, 09:00",Pool E,Final
Harvard,Northeastern (B),11,6,"05/03/2026, 11:00",Pool E,Final
Tufts (B),Boston University,6,15,"05/03/2026, 11:00",Pool E,Final
b,r,e,a,k
