Florida Warm Up 2026,College - Men ,21,2,2026
Minneapolis,MN,2026-02-21,2026-02-21
https://play.usaultimate.org/events/Minnesota-Dome-2026/schedule/Men/CollegeMen/
Massachusetts,20
Florida,Wisconsin,9,13,"01/30/2026, 16:20",Pool A,Final
Georgia Tech,Northeastern,10,12,"01/31/2026, 09:00",Pool A,Final
Tufts,Chicago,10,12,"01/31/2026, 09:00",Pool A,Final
Brigham Young,Carleton College,4,13,"01/31/2026, 09:00",Pool A,Final
Emory,Texas,9,11,"01/31/2026, 10:50",Pool A,Final
Yale,Middlebury,9,13,"01/31/2026, 10:50",Pool A,Final
Auburn,Massachusetts,2,13,"01/31/2026, 10:50",Pool A,Final
Tennessee,Oklahoma Christian,12,7,"01/31/2026, 10:50",Pool A,Final
Washington University,Georgia Tech,4,13,"01/31/2026, 10:50",Pool A,Final
Tulane,Illinois,10,11,"01/31/2026, 10:50",Pool A,Final
Vermont,Georgia,13,7,"01/31/2026, 10:50",Pool A,Final
Brigham Young,Northeastern,12,10,"01/31/2026, 10:50",Pool A,Final
Northwestern,Maryland,6,13,"01/31/2026, 10:50",Pool A,Final
Utah State,Chicago,13,12,"01/31/2026, 10:50",Pool A,Final
Texas A&M,Cincinnati,10,11,"01/31/2026, 10:50",Pool A,Final
Tufts,Carleton College,6,13,"01/31/2026, 10:50",Pool A,Final
Minnesota,Alabama-Huntsville,13,5,"01/31/2026, 10:50",Pool A,Final
Cornell,Wisconsin,6,12,"01/31/2026, 10:50",Pool A,Final
Michigan,Pittsburgh,11,13,"01/31/2026, 10:50",Pool A,Final
Wisconsin,Virginia Tech,8,13,"01/31/2026, 12:40",Pool A,Final
Berry,Florida State,10,9,"01/31/2026, 12:40",Pool A,Final
South Florida,Georgetown,3,13,"01/31/2026, 12:40",Pool A,Final
Virginia,Auburn,13,3,"01/31/2026, 12:40",Pool A,Final
Purdue,Central Florida,13,5,"01/31/2026, 12:40",Pool A,Final
North Carolina-Charlotte,Cornell,11,9,"01/31/2026, 12:40",Pool A,Final
Brigham Young,Cincinnati,10,11,"01/31/2026, 12:40",Pool A,Final
Brown,Ave Maria,13,5,"01/31/2026, 12:40",Pool A,Final
McGill,Tennessee,13,6,"01/31/2026, 12:40",Pool A,Final
Florida,Vermont,4,13,"01/31/2026, 12:40",Pool A,Final
Minnesota,Northwestern,13,3,"01/31/2026, 12:40",Pool A,Final
Maryland,Oklahoma Christian,13,7,"01/31/2026, 12:40",Pool A,Final
Alabama-Huntsville,Utah State,6,10,"01/31/2026, 14:30",Pool A,Final
Brigham Young,Virginia,7,11,"01/31/2026, 14:30",Pool A,Final
Emory,Middlebury,9,12,"01/31/2026, 14:30",Pool A,Final
Georgetown,Massachusetts,7,13,"01/31/2026, 14:30",Pool A,Final
Central Florida,North Carolina-Charlotte,6,12,"01/31/2026, 14:30",Pool A,Final
Virginia Tech,Purdue,11,10,"01/31/2026, 14:30",Pool A,Final
Texas,McGill,9,8,"01/31/2026, 14:30",Pool A,Final
Washington University,Berry,9,7,"01/31/2026, 14:30",Pool A,Final
Pittsburgh,Florida,11,8,"01/31/2026, 14:30",Pool A,Final
Tulane,Brown,6,10,"01/31/2026, 14:30",Pool A,Final
Texas A&M,Yale,11,10,"01/31/2026, 14:30",Pool A,Final
Illinois,Florida State,10,5,"01/31/2026, 14:30",Pool A,Final
Georgia,Ave Maria,3,13,"01/31/2026, 14:30",Pool A,Final
Michigan,South Florida,13,2,"01/31/2026, 14:30",Pool A,Final
b,r,e,a,k
brackets,1st - 8th
bracket,1st Place
Carleton College,Massachusetts,13,10,"02/01/2026, 12:40",1st Place,Final
Carleton College,Vermont,13,7,"02/01/2026, 10:50",1st Place Semifinals,Final
Massachusetts,Michigan,13,8,"02/01/2026, 10:50",1st Place Semifinals,Final
Carleton College,Texas,13,5,"01/31/2026, 17:00",1st Place Quarterfinals,Final
Vermont,Pittsburgh,13,5,"01/31/2026, 17:00",1st Place Quarterfinals,Final
Massachusetts,McGill,13,3,"01/31/2026, 18:50",1st Place Quarterfinals,Final
Brown,Michigan,7,8,"01/31/2026, 18:50",1st Place Quarterfinals,Final
bracket,3rd Place
Vermont,Michigan,13,8,"02/01/2026, 12:40",3rd Place,Final
bracket,5th Place
Texas,Brown,9,13,"02/01/2026, 12:40",5th Place,Final
Texas,Pittsburgh,12,11,"02/01/2026, 10:50",5th Place Semifinals,Final
McGill,Brown,6,13,"02/01/2026, 10:50",5th Place Semifinals,Final
bracket,7th Place
Pittsburgh,McGill,13,8,"02/01/2026, 12:40",7th Place,Final
b,r,e,a,k
brackets,9th - 16th
bracket,9th Place
Middlebury,Minnesota,11,13,"02/01/2026, 10:50",9th Place,Final
Wisconsin,Middlebury,10,13,"02/01/2026, 09:00",9th Place Semifinals,Final
Minnesota,Tufts,13,10,"02/01/2026, 09:00",9th Place Semifinals,Final
Wisconsin,Northeastern,12,8,"01/31/2026, 17:00",9th Place Quarterfinals,Final
Virginia,Middlebury,8,13,"01/31/2026, 17:00",9th Place Quarterfinals,Final
Minnesota,Maryland,13,11,"01/31/2026, 17:00",9th Place Quarterfinals,Final
Virginia Tech,Tufts,8,9,"01/31/2026, 17:00",9th Place Quarterfinals,Final
bracket,11th Place
Wisconsin,Tufts,11,9,"02/01/2026, 10:50",11th Place,Final
bracket,13th Place
Virginia,Maryland,12,8,"02/01/2026, 10:50",13th Place,Final
Northeastern,Virginia,8,11,"02/01/2026, 09:00",13th Place Semifinals,Final
Maryland,Virginia Tech,11,8,"02/01/2026, 09:00",13th Place Semifinals,Final
bracket,15th Place
Northeastern,Virginia Tech,13,10,"02/01/2026, 10:50",15th Place,Final
b,r,e,a,k
brackets,17th - 24th
bracket,17th Place
Illinois,Georgetown,11,12,"02/01/2026, 12:40",17th Place,Final
Tulane,Illinois,9,11,"02/01/2026, 09:00",17th Place Semifinals,Final
Georgia Tech,Georgetown,7,9,"02/01/2026, 09:00",17th Place Semifinals,Final
Tennessee,Tulane,11,12,"01/31/2026, 17:00",17th Place Quarterfinals,Final
Emory,Illinois,9,11,"01/31/2026, 17:00",17th Place Quarterfinals,Final
Utah State,Georgia Tech,9,13,"01/31/2026, 17:00",17th Place Quarterfinals,Final
Georgetown,Cincinnati,13,3,"01/31/2026, 17:00",17th Place Quarterfinals,Final
bracket,19th Place
Tulane,Georgia Tech,0,0,"02/01/2026, 12:40",19th Place,Cancelled
bracket,21st Place
Cincinnati,Utah State,11,12,"02/01/2026, 10:50",21st Place,Final
Tennessee,Cincinnati,8,10,"02/01/2026, 09:00",21st Place Semifinals,Final
Utah State,Emory,12,7,"02/01/2026, 09:00",21st Place Semifinals,Final
bracket,23rd Place
Tennessee,Emory,12,9,"02/01/2026, 10:50",23rd Place,Final
b,r,e,a,k
brackets,25th - 32nd
bracket,25th Place
Chicago,Ave Maria,11,5,"02/01/2026, 12:40",25th Place,Final
Chicago,Washington University,13,5,"02/01/2026, 09:00",25th Place Semifinals,Final
Ave Maria,Florida,13,7,"02/01/2026, 09:00",25th Place Semifinals,Final
Chicago,Alabama-Huntsville,11,7,"01/31/2026, 17:00",25th Place Quarterfinals,Final
Washington University,Purdue,13,12,"01/31/2026, 17:00",25th Place Quarterfinals,Final
Cornell,Ave Maria,6,11,"01/31/2026, 17:00",25th Place Quarterfinals,Final
North Carolina-Charlotte,Florida,8,10,"01/31/2026, 17:00",25th Place Quarterfinals,Final
bracket,27th Place
Washington University,Florida,10,9,"02/01/2026, 12:40",27th Place,Final
bracket,29th Place
Purdue,North Carolina-Charlotte,10,8,"02/01/2026, 12:40",29th Place,Final
Purdue,Cornell,10,9,"02/01/2026, 09:00",29th Place Semifinals,Final
Alabama-Huntsville,North Carolina-Charlotte,7,9,"02/01/2026, 09:00",29th Place Semifinals,Final
bracket,31st Place
Cornell,Alabama-Huntsville,10,7,"02/01/2026, 12:40",31st Place,Final
b,r,e,a,k
brackets,33rd - 36th
bracket,33rd Place
Florida State,Oklahoma Christian,9,12,"02/01/2026, 12:40",33rd Place,Final
Northwestern,Florida State,9,11,"02/01/2026, 10:50",33rd Place Semifinals,Final
Oklahoma Christian,Georgia,11,9,"02/01/2026, 10:50",33rd Place Semifinals,Final
Auburn,Northwestern,5,6,"01/31/2026, 18:50",33rd Place Quarterfinals,Final
Florida State,Texas A&M,7,2,"01/31/2026, 18:50",33rd Place Quarterfinals,Final
Yale,Oklahoma Christian,3,13,"01/31/2026, 18:50",33rd Place Quarterfinals,Final
Berry,Georgia,6,7,"01/31/2026, 18:50",33rd Place Quarterfinals,Final
bracket,35th Place
Northwestern,Georgia,4,11,"02/01/2026, 12:40",35th Place,Final
b,r,e,a,k
clusters,37th - 42nd Consolation
cluster,Consolation
Central Florida,South Florida,5,13,"01/31/2026, 17:00",,Final
South Florida,Yale,6,12,"02/01/2026, 09:00",,Final
Central Florida,Texas A&M,2,13,"02/01/2026, 09:00",,Final
Auburn,Yale,10,12,"02/01/2026, 10:50",,Final
Berry,Texas A&M,13,12,"02/01/2026, 10:50",,Final
South Florida,Berry,11,10,"02/01/2026, 12:40",,Final
Central Florida,Auburn,3,13,"02/01/2026, 12:40",,Final
b,r,e,a,k
