FishBowl 2026,College - Men ,21,3,2026
Rockford,IL,2026-03-21,2026-03-22
https://play.usaultimate.org/events/Rockford-Meltdown-26/schedule/Women/CollegeWomen/
Dickinson,3
teamInfo,,,,,
b,r,e,a,k
Maryland (B),5
teamInfo,,,,,
b,r,e,a,k
William & Mary (B),2
teamInfo,,,,,
b,r,e,a,k
George Washington (B),4
teamInfo,,,,,
b,r,e,a,k
James Madison (B),1
teamInfo,,,,,
b,r,e,a,k
s,t,a,g,e,s
pools,Pool A
pool,Pool A
James Madison (B),George Washington (B),7,8,"02/28/2026, 09:45",Pool A,Final
Maryland (B),William & Mary (B),11,9,"02/28/2026, 09:45",Pool A,Final
James Madison (B),William & Mary (B),5,8,"02/28/2026, 11:10",Pool A,Final
Dickinson,George Washington (B),9,8,"02/28/2026, 11:10",Pool A,Final
James Madison (B),Dickinson,5,10,"02/28/2026, 12:35",Pool A,Final
Maryland (B),George Washington (B),12,6,"02/28/2026, 12:35",Pool A,Final
William & Mary (B),Dickinson,6,9,"02/28/2026, 14:00",Pool A,Final
James Madison (B),Maryland (B),10,9,"02/28/2026, 14:00",Pool A,Final
Maryland (B),Dickinson,6,9,"03/01/2026, 09:45",Pool A,Final
William & Mary (B),George Washington (B),10,9,"03/01/2026, 09:45",Pool A,Final
b,r,e,a,k
brackets,Bracket
bracket,Bracket A
Dickinson,William & Mary (B),9,10,"03/01/2026, 12:50",Finals,Final
Dickinson,George Washington (B),10,9,"03/01/2026, 11:10",Semifinals,Final
Maryland (B),William & Mary (B),8,10,"03/01/2026, 11:10",Semifinals,Final
bracket,Consolation
James Madison (B),George Washington (B),15,3,"03/01/2026, 12:50",Consolation,Final
b,r,e,a,k
