2011 USAU Illinois D-III College Open CC,college-open,16,4,2011
Rantoul,IL,2011-04-16,2011-04-17
https://scorereport.net/2011/college-open/event8553
Knox
b,r,e,a,k
Bradley
b,r,e,a,k
Wheaton (Illinois)
b,r,e,a,k
Olivet Nazarene
b,r,e,a,k
North Park
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool C
Knox,Bradley,9,4,"04/16/2011, 09:00",Pool C,final
Wheaton (Illinois),Olivet Nazarene,12,8,"04/16/2011, 09:00",Pool C,final
North Park,Olivet Nazarene,13,5,"04/16/2011, 10:45",Pool C,final
Wheaton (Illinois),Knox,13,5,"04/16/2011, 10:45",Pool C,final
North Park,Bradley,13,2,"04/16/2011, 12:15",Pool C,final
Olivet Nazarene,Knox,5,1,"04/16/2011, 12:15",Pool C,final
North Park,Knox,W,F,"04/16/2011, 13:45",Pool C,final
Wheaton (Illinois),Bradley,13,0,"04/16/2011, 13:45",Pool C,final
North Park,Wheaton (Illinois),13,5,"04/16/2011, 15:15",Pool C,final
Olivet Nazarene,Bradley,13,2,"04/16/2011, 15:15",Pool C,final
b,r,e,a,k
brackets,Bracket
bracket,1st place bracket
Wheaton (Illinois),North Park,15,9,"04/17/2011, 09:00",1st place bracket,final
bracket,2nd Place Bracket
Olivet Nazarene,Bradley,15,4,"04/17/2011, 09:00",2nd Place Bracket,final
North Park,Olivet Nazarene,14,7,"04/17/2011, 10:45",2nd Place Bracket,final
b,r,e,a,k
