Cockfight Classic,college-open,2,4,2011
Columbia,SC,2011-04-02,2011-04-03
https://scorereport.net/2011/college-open/event8905
South Carolina
b,r,e,a,k
Savannah Art & Design
b,r,e,a,k
Davidson
b,r,e,a,k
Georgia College & State
b,r,e,a,k
Piedmont Virginia CC
b,r,e,a,k
South Carolina Alumni
b,r,e,a,k
Clemson
b,r,e,a,k
Southern Polytech State
b,r,e,a,k
Georgia Southern
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
South Carolina,Savannah Art & Design,13,1,"04/02/2011, 08:30",Pool A,final
Davidson,Savannah Art & Design,8,5,"04/02/2011, 12:00",Pool A,final
South Carolina,Davidson,13,8,"04/02/2011, 13:45",Pool A,final
pool,Pool B
Georgia College & State,Piedmont Virginia CC,13,4,"04/02/2011, 08:30",Pool B,final
South Carolina Alumni,Piedmont Virginia CC,13,1,"04/02/2011, 12:00",Pool B,final
Georgia College & State,South Carolina Alumni,6,13,"04/02/2011, 15:30",Pool B,final
pool,Pool C
Clemson,Southern Polytech State,13,2,"04/02/2011, 08:30",Pool C,final
Clemson,Georgia Southern,13,4,"04/02/2011, 10:15",Pool C,final
Georgia Southern,Southern Polytech State,12,5,"04/02/2011, 12:00",Pool C,final
b,r,e,a,k
brackets,Bracket
bracket,Play-in Bracket
bracket,Bracket
Georgia Southern,Clemson,13,9,"04/03/2011, 09:00",Bracket,final
South Carolina,Georgia Southern,12,10,"04/03/2011, 10:30",Bracket,final
bracket,3rd Place
bracket,8th Place
b,r,e,a,k
