Indoor HAT Tournament,college-open,27,2,2011
Waltham,MA,2011-02-27,2011-02-27
https://scorereport.net/2011/college-open/event8885
2011000A
b,r,e,a,k
2011000E
b,r,e,a,k
2011000D
b,r,e,a,k
2011000H
b,r,e,a,k
2011000B
b,r,e,a,k
2011000F
b,r,e,a,k
2011000C
b,r,e,a,k
2011000G
b,r,e,a,k
2011001A
b,r,e,a,k
2011001B
b,r,e,a,k
2011002A
b,r,e,a,k
2011002B
b,r,e,a,k
2011003A
b,r,e,a,k
2011003B
b,r,e,a,k
2011004A
b,r,e,a,k
2011004B
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
2011000A,2011000E,,,"02/27/2011, 10:00",Pool A,scheduled
2011000D,2011000H,,,"02/27/2011, 10:00",Pool A,scheduled
2011000A,2011000H,,,"02/27/2011, 11:00",Pool A,scheduled
2011000D,2011000E,,,"02/27/2011, 11:00",Pool A,scheduled
2011000A,2011000D,,,"02/27/2011, 12:00",Pool A,scheduled
2011000E,2011000H,,,"02/27/2011, 12:00",Pool A,scheduled
pool,Pool B
2011000B,2011000F,,,"02/27/2011, 10:00",Pool B,scheduled
2011000C,2011000G,,,"02/27/2011, 10:00",Pool B,scheduled
2011000B,2011000G,,,"02/27/2011, 11:00",Pool B,scheduled
2011000C,2011000F,,,"02/27/2011, 11:00",Pool B,scheduled
2011000B,2011000C,,,"02/27/2011, 12:00",Pool B,scheduled
2011000F,2011000G,,,"02/27/2011, 12:00",Pool B,scheduled
pool,Pool C
2011001A,2011001B,,,"02/27/2011, 13:00",Pool C,scheduled
pool,Pool D
2011002A,2011002B,,,"02/27/2011, 13:00",Pool D,scheduled
pool,Pool E
2011003A,2011003B,,,"02/27/2011, 13:00",Pool E,scheduled
pool,Pool F
2011004A,2011004B,,,"02/27/2011, 13:00",Pool F,scheduled
b,r,e,a,k
brackets,Bracket
bracket,Champions
bracket,3rd Place
bracket,5th Place
bracket,7th Place
b,r,e,a,k
