PLU BBQ,college-open,12,3,2011
Parkland,WA,2011-03-12,2011-03-13
https://scorereport.net/2011/college-open/event8765
Pacific Lutheran
b,r,e,a,k
Portland
b,r,e,a,k
Reed
b,r,e,a,k
Idaho
b,r,e,a,k
Pacific Lutheran Alumni
b,r,e,a,k
Puget Sound Alumni
b,r,e,a,k
British Columbia-B
b,r,e,a,k
Gonzaga
b,r,e,a,k
Simon Fraser
b,r,e,a,k
Willamette
b,r,e,a,k
Central Washington
b,r,e,a,k
Victoria
b,r,e,a,k
Washington State
b,r,e,a,k
Whitman
b,r,e,a,k
Portland State
b,r,e,a,k
Northwest HS
b,r,e,a,k
Puget Sound-B
b,r,e,a,k
Puget Sound
b,r,e,a,k
Eastern Washington
b,r,e,a,k
Lewis & Clark
b,r,e,a,k
Seattle
b,r,e,a,k
Montana
b,r,e,a,k
Washington-B
b,r,e,a,k
s,t,a,g,e,s
pools,Pools
pool,Pool A
Pacific Lutheran,Portland,W,L,"03/12/2011, 08:00",Pool A,final
Reed,Idaho,12,8,"03/12/2011, 08:00",Pool A,final
Pacific Lutheran Alumni,Portland,13,5,"03/12/2011, 09:40",Pool A,final
Pacific Lutheran,Idaho,9,11,"03/12/2011, 09:40",Pool A,final
Pacific Lutheran Alumni,Idaho,13,11,"03/12/2011, 11:20",Pool A,final
Reed,Portland,12,5,"03/12/2011, 11:20",Pool A,final
Idaho,Portland,9,7,"03/12/2011, 13:00",Pool A,final
Reed,Pacific Lutheran,12,3,"03/12/2011, 13:00",Pool A,final
Pacific Lutheran Alumni,Reed,13,3,"03/12/2011, 14:40",Pool A,final
Pacific Lutheran Alumni,Pacific Lutheran,13,6,"03/12/2011, 18:00",Pool A,final
pool,Pool B
Puget Sound Alumni,British Columbia-B,13,11,"03/12/2011, 08:00",Pool B,final
Gonzaga,Simon Fraser,7,13,"03/12/2011, 08:00",Pool B,final
Puget Sound Alumni,Willamette,14,15,"03/12/2011, 09:40",Pool B,final
Gonzaga,British Columbia-B,13,11,"03/12/2011, 09:40",Pool B,final
Simon Fraser,British Columbia-B,13,7,"03/12/2011, 11:20",Pool B,final
Gonzaga,Central Washington,13,11,"03/12/2011, 11:20",Pool B,final
Puget Sound Alumni,Simon Fraser,13,4,"03/12/2011, 13:00",Pool B,final
Willamette,Central Washington,13,6,"03/12/2011, 13:00",Pool B,final
Puget Sound Alumni,Central Washington,13,3,"03/12/2011, 14:40",Pool B,final
Willamette,Gonzaga,13,6,"03/12/2011, 14:40",Pool B,final
British Columbia-B,Central Washington,13,12,"03/12/2011, 16:40",Pool B,final
Willamette,Simon Fraser,8,13,"03/12/2011, 16:40",Pool B,final
Willamette,British Columbia-B,13,8,"03/13/2011, 08:00",Pool B,final
Puget Sound Alumni,Gonzaga,13,4,"03/13/2011, 08:00",Pool B,final
Simon Fraser,Central Washington,13,7,"03/13/2011, 08:00",Pool B,final
pool,Pool C
Victoria,Washington State,13,1,"03/12/2011, 01:00",Pool C,final
Whitman,Portland State,13,5,"03/12/2011, 08:00",Pool C,final
Washington State,Northwest HS,7,13,"03/12/2011, 08:00",Pool C,final
Whitman,Victoria,13,10,"03/12/2011, 09:40",Pool C,final
Washington State,Portland State,9,13,"03/12/2011, 09:40",Pool C,final
Northwest HS,Portland State,11,12,"03/12/2011, 11:20",Pool C,final
Washington State,Puget Sound-B,13,7,"03/12/2011, 11:20",Pool C,final
Whitman,Northwest HS,13,3,"03/12/2011, 13:00",Pool C,final
Victoria,Puget Sound-B,13,0,"03/12/2011, 13:00",Pool C,final
Whitman,Puget Sound-B,13,1,"03/12/2011, 14:40",Pool C,final
Victoria,Washington State,13,1,"03/12/2011, 14:40",Pool C,final
Portland State,Puget Sound-B,13,0,"03/12/2011, 16:40",Pool C,final
Victoria,Northwest HS,13,1,"03/12/2011, 16:40",Pool C,final
Whitman,Washington State,13,2,"03/13/2011, 08:00",Pool C,final
Northwest HS,Puget Sound-B,W,L,"03/13/2011, 08:00",Pool C,final
pool,Pool D
Puget Sound,Eastern Washington,13,6,"03/12/2011, 08:00",Pool D,final
Lewis & Clark,Seattle,13,4,"03/12/2011, 08:00",Pool D,final
Montana,Washington-B,13,8,"03/12/2011, 08:00",Pool D,final
Washington-B,Seattle,13,7,"03/12/2011, 09:40",Pool D,final
Lewis & Clark,Puget Sound,13,14,"03/12/2011, 09:40",Pool D,final
Montana,Eastern Washington,13,8,"03/12/2011, 09:40",Pool D,final
Lewis & Clark,Montana,11,13,"03/12/2011, 11:20",Pool D,final
Washington-B,Eastern Washington,10,9,"03/12/2011, 11:20",Pool D,final
Puget Sound,Seattle,13,5,"03/12/2011, 11:20",Pool D,final
Lewis & Clark,Washington-B,13,10,"03/12/2011, 13:00",Pool D,final
Montana,Seattle,13,5,"03/12/2011, 13:00",Pool D,final
Lewis & Clark,Eastern Washington,13,4,"03/12/2011, 14:40",Pool D,final
Puget Sound,Montana,13,3,"03/12/2011, 14:40",Pool D,final
Eastern Washington,Seattle,13,8,"03/12/2011, 16:40",Pool D,final
Puget Sound,Washington-B,13,7,"03/12/2011, 16:40",Pool D,final
b,r,e,a,k
brackets,Bracket
bracket,Championship
Victoria,Pacific Lutheran Alumni,13,6,"03/13/2011, 13:00",Championship,final
Victoria,Puget Sound Alumni,13,6,"03/13/2011, 13:00",Championship,final
Whitman,Simon Fraser,13,5,"03/13/2011, 13:00",Championship,final
Puget Sound,Reed,13,3,"03/13/2011, 13:00",Championship,final
Whitman,Puget Sound,13,5,"03/13/2011, 14:40",Championship,final
Pacific Lutheran Alumni,Montana,13,7,"03/13/2011, 23:20",Championship,final
Whitman,Victoria,13,9,"03/13/2011, 23:20",Championship,final
bracket,3rd
Puget Sound,Pacific Lutheran Alumni,13,6,"03/13/2011, 14:40",3rd,final
bracket,5th
Montana,Puget Sound Alumni,9,7,"03/13/2011, 13:00",5th,final
Simon Fraser,Reed,14,12,"03/13/2011, 13:00",5th,final
bracket,9th
Idaho,Washington-B,13,12,"03/13/2011, 09:40",9th,final
Willamette,Northwest HS,11,9,"03/13/2011, 09:40",9th,final
Portland State,Gonzaga,13,5,"03/13/2011, 09:40",9th,final
Lewis & Clark,Pacific Lutheran,13,4,"03/13/2011, 09:40",9th,final
Willamette,Idaho,13,6,"03/13/2011, 11:20",9th,final
Lewis & Clark,Portland State,15,14,"03/13/2011, 11:20",9th,final
bracket,11th
Idaho,Portland State,W,L,"03/13/2011, 14:40",11th,final
bracket,13th
Northwest HS,Washington-B,13,4,"03/13/2011, 13:00",13th,final
Pacific Lutheran,Gonzaga,14,12,"03/13/2011, 13:00",13th,final
Pacific Lutheran,Northwest HS,W,L,"03/13/2011, 14:40",13th,final
bracket,17th
Portland,Seattle,W,L,"03/13/2011, 09:40",17th,final
British Columbia-B,Puget Sound-B,W,L,"03/13/2011, 09:40",17th,final
Central Washington,Washington State,13,8,"03/13/2011, 09:40",17th,final
British Columbia-B,Portland,1,0,"03/13/2011, 11:20",17th,final
Eastern Washington,British Columbia-B,13,8,"03/13/2011, 11:20",17th,final
Eastern Washington,Central Washington,13,10,"03/13/2011, 11:20",17th,final
bracket,19th
Central Washington,Washington State,13,8,"03/13/2011, 13:00",19th,final
bracket,21st
Seattle,Puget Sound-B,W,L,"03/13/2011, 01:00",21st,final
Seattle,Washington State,13,11,"03/13/2011, 14:40",21st,final
b,r,e,a,k
