title,published_at,url
2024 USA Ultimate D-III College Championships: Finals Highlights,2024-05-23T00:41:40Z,https://www.youtube.com/watch?v=mMd154uFSYA
2024 USA Ultimate D-III College Championships - Day Three Recap,2024-05-22T01:02:17Z,https://www.youtube.com/watch?v=KEEhedUqJe4
2024 USA Ultimate D-III Championships - Day Two Recap,2024-05-20T03:00:41Z,https://www.youtube.com/watch?v=jQd2AxfIwDY
2024 USA Ultimate D-III College Championships - Day One Recap,2024-05-19T12:45:43Z,https://www.youtube.com/watch?v=JID_LM2eUlY
2023 Coaching Convention: Virtual,2023-12-13T20:25:04Z,https://www.youtube.com/watch?v=0RDXEAj0y5Q
2023 National Championships: Pool Play - Quarters Highlights,2023-11-16T17:06:34Z,https://www.youtube.com/watch?v=a26xGlKX77Q
2023 National Championships: Finals Highlights,2023-11-02T20:57:46Z,https://www.youtube.com/watch?v=6IaGyi_GKb4
2023 National Championships: Semifinals Highlights,2023-11-02T20:48:42Z,https://www.youtube.com/watch?v=NX1kvce5qTU
2023 U.S. Open: ICC Highlights,2023-09-21T15:00:09Z,https://www.youtube.com/watch?v=hNC7SZ_goeM
2023 U.S. Open: YCC Highlights,2023-09-20T16:47:37Z,https://www.youtube.com/watch?v=nuqT1wwzfBI
2023 U.S. Open: ICC Finals Highlights,2023-09-20T15:06:16Z,https://www.youtube.com/watch?v=OJEdM8GRbiY
2023 WFDF World U-24 Ultimate Championships: Team USA Highlights: Pool Play - Semifinals,2023-08-14T01:20:56Z,https://www.youtube.com/watch?v=-MuWpXMBr44
2023 College Championships: Division I Women’s Highlights,2023-07-20T15:33:54Z,https://www.youtube.com/watch?v=M2X4jRx6jHA
2023 WFDF World U-24 Ultimate Championships: Team USA Finals Highlights,2023-07-17T21:00:06Z,https://www.youtube.com/watch?v=aveFflQaBtI
2023 College Championships: Division I Men's Highlights,2023-06-30T15:05:55Z,https://www.youtube.com/watch?v=iwsZcKqaRsY
2023 College Championships: Division I Finals Highlights,2023-06-20T18:41:12Z,https://www.youtube.com/watch?v=jJGdNrlCaxI
2023 College Championships: Division III Highlights,2023-05-27T14:37:59Z,https://www.youtube.com/watch?v=i1yaf9EFk4I
2023 College Championships: Division III Finals Highlights,2023-05-27T14:37:29Z,https://www.youtube.com/watch?v=kRFFeBPvxpA
2022 National Championships: Men's Highlights,2022-11-29T15:52:27Z,https://www.youtube.com/watch?v=Jy3PyVhZmvA
2022 National Championships: Mixed Highlights,2022-11-16T17:42:14Z,https://www.youtube.com/watch?v=zcsEr2QyEAE
2022 National Championships: Women's Division,2022-11-08T20:02:25Z,https://www.youtube.com/watch?v=Zd4lWP1a-r0
2022 National Championships: Finals Highlights,2022-11-03T15:40:26Z,https://www.youtube.com/watch?v=qwuHNsIUTTg
2022 National Championships Women's Semifinal: Toronto 6ixers (7) vs. Denver Molly Brown (3),2022-10-22T18:50:44Z,https://www.youtube.com/watch?v=eQb53NPOeps
2022 National Championships Prequarter (Teams TBD),2022-10-22T00:00:33Z,https://www.youtube.com/watch?v=ngAS9A6zE3g
2022 National Championships Quarterfinal (Teams TBD),2022-10-21T22:31:03Z,https://www.youtube.com/watch?v=a-q9LszVFLs
2022 National Championships Quarterfinal (Teams TBD),2022-10-21T20:30:39Z,https://www.youtube.com/watch?v=khncV2tHwj8
2022 National Championships Pool Play: Seattle Mixtape (5) vs. Michigan Hybrid (4),2022-10-21T06:29:56Z,https://www.youtube.com/watch?v=3PsVc3WwgmY
2022 National Championships Pool Play: Denver Johnny Bravo (8) vs. Washington Truck Stop (1),2022-10-21T04:19:10Z,https://www.youtube.com/watch?v=YArKGIFYbI4
2022 National Championships Pool Play: Portland Schwa (9) vs. Washington Scandal (5),2022-10-21T02:24:48Z,https://www.youtube.com/watch?v=lwzw-VZtIwY
2022 National Championships Pool Play: Fort Collins shame. (10) vs. Philadelphia AMP (3),2022-10-20T17:53:13Z,https://www.youtube.com/watch?v=3P5JBjujxcM
2022 National Championships Men's Semifinal: Denver Johnny Bravo (8) vs. Salem Rhino Slam! (7),2022-10-06T18:49:49Z,https://www.youtube.com/watch?v=HZf4bN8d5Qs
2022 WFDF World Junior Ultimate Championships: Team USA Highlights Part 2,2022-09-26T14:35:57Z,https://www.youtube.com/watch?v=F4OIs9reiuQ
2022 WFDF World Junior Ultimate Championships: Team USA Highlights Part 1,2022-09-12T14:51:11Z,https://www.youtube.com/watch?v=PCSKpo6vxB4
2022 Pro Championships Men's Final: Washington D.C. Truck Stop (4) vs. New York PoNY (3),2022-09-05T18:56:18Z,https://www.youtube.com/watch?v=MQmasxKwQCg
2022 Pro Championships Mixed Final: Minneapolis Drag'n Thrust (4) vs. Michigan Hybrid (1),2022-09-05T16:56:27Z,https://www.youtube.com/watch?v=Xvxz0kK7B5k
2022 Pro Championships Women's Final: Raleigh Phoenix (6) vs. Denver Molly Brown (3),2022-09-05T14:56:26Z,https://www.youtube.com/watch?v=JvNVSRUDmaE
2022 Pro Championships Women's Semifinal,2022-09-05T00:38:52Z,https://www.youtube.com/watch?v=WJdod_6CrnM
2022 Pro Championships Men's Semifinal,2022-09-04T21:00:44Z,https://www.youtube.com/watch?v=QxElDHQklT4
2022 Pro Championships Mixed Semifinal,2022-09-04T16:48:59Z,https://www.youtube.com/watch?v=8eD3u6KiRsY
2022 U.S. Open U-20 Boys Final: Oakland smOAK vs. Utah Swarm,2022-08-20T00:05:42Z,https://www.youtube.com/watch?v=mRsWm8xPz2Q
2022 U.S. Open U-20 Girls Final: Utah Swarm vs. Oregon Downpour,2022-08-08T18:30:29Z,https://www.youtube.com/watch?v=RFbSGhY4TZQ
2022 U.S. Open U-20 Girls Semifinal,2022-08-08T15:17:29Z,https://www.youtube.com/watch?v=5dBQaKCVJ18
2022 Color of Ultimate College All Star Game: Highlights,2022-07-12T12:18:23Z,https://www.youtube.com/watch?v=spLKlxV1E0Q
2022 College Championships: D-I Men's Highlights,2022-06-10T15:03:30Z,https://www.youtube.com/watch?v=0BuY-pWfuBY
2022 College Championships: D-I Women's Highlights,2022-06-09T14:52:08Z,https://www.youtube.com/watch?v=ZCYC2K6HI48
2022 College Championships: D-I Finals Highlights,2022-06-06T14:34:17Z,https://www.youtube.com/watch?v=daMTktFJUGc
The Color of Ultimate College All-Star Game,2022-05-30T18:17:32Z,https://www.youtube.com/watch?v=mBygwuHJBrg
2022 USA Ultimate College Championships Men's Pool Play: Cal (10) vs. Vermont (6),2022-05-28T16:06:14Z,https://www.youtube.com/watch?v=DZRdjILaCtA
2022 USA Ultimate College Championships Women's Pool Play: Vermont (9) vs. Washington (5),2022-05-28T15:10:52Z,https://www.youtube.com/watch?v=vuR0bhIXOiQ
2022 USA Ultimate College Championships Women's Pool Play: Washington (5) vs. UC-Santa Barbara (4),2022-05-28T05:18:53Z,https://www.youtube.com/watch?v=vAWXCfjMKUQ
2022 USA Ultimate College Championships Men's Pool Play: Georgia (5) vs. Pittsburgh (4),2022-05-27T22:58:43Z,https://www.youtube.com/watch?v=wLiyTlHSwBg
2022 USA Ultimate College Championships Men's Pool Play: William & Mary (17) vs. Texas (12),2022-05-27T21:37:13Z,https://www.youtube.com/watch?v=bA_xyFIeD9U
2022 USA Ultimate College Championships Women's Pool Play: UBC (17) vs. Carleton (3),2022-05-27T21:21:22Z,https://www.youtube.com/watch?v=mQ62q24TTOE
2022 USA Ultimate College Championships Men's  Pool Play: Auburn (16) vs. Michigan (9),2022-05-27T19:19:05Z,https://www.youtube.com/watch?v=JMbtbumKHwc
2022 USA Ultimate College Championships Women's  Pool Play: Tufts (7) vs. Colorado (2),2022-05-27T19:17:09Z,https://www.youtube.com/watch?v=vngg6zLddZ4
2022 USA Ultimate College Championships Men's  Pool Play: Ohio State (15) vs. Vermont (6),2022-05-27T17:34:48Z,https://www.youtube.com/watch?v=CZjptOC_-l8
2022 USA Ultimate College Championships Women's  Pool Play: Stanford (8) vs. North Carolina (1),2022-05-27T17:16:01Z,https://www.youtube.com/watch?v=p-vy1ijSY_Y
2022 USA Ultimate College Championships Women's  Pool Play: Pittsburgh (14) vs. Tufts (7),2022-05-27T15:24:09Z,https://www.youtube.com/watch?v=GE3z7Pzj1LQ
2022 USA Ultimate College Championships Men's  Pool Play: Washington (14) vs. N.C State (7),2022-05-27T15:21:48Z,https://www.youtube.com/watch?v=XJEUHTirwr0
2022 College Championships: Division III Highlights,2022-05-26T20:24:37Z,https://www.youtube.com/watch?v=GfqimNB9VTU
2022 College Championships: Division III Finals Highlights,2022-05-25T16:09:40Z,https://www.youtube.com/watch?v=tNqWhL9_mv8
Women's Final: Wellesley (4) vs. Middlebury (1) USA Ultimate D-III College Championships,2022-05-23T19:26:38Z,https://www.youtube.com/watch?v=BAAL8HQRx4I
Men's Final: Oklahoma Christian (6) vs. St. Olaf (1) USA Ultimate D-III College Championships,2022-05-23T16:39:32Z,https://www.youtube.com/watch?v=p5tV_34wttg
Women's Semifinal: Wellesley (4) vs. Carleton (2) USA Ultimate D-III College Championships,2022-05-23T01:19:40Z,https://www.youtube.com/watch?v=_ts2bDJ4ogg
Men's Semifinal: Oklahoma Christian (6) vs. Middlebury (2) USA Ultimate D-III College Championships,2022-05-22T22:50:27Z,https://www.youtube.com/watch?v=ogbqmwr3S4w
Ultimate Frisbee,2022-03-20T01:54:32Z,https://www.youtube.com/watch?v=N0VRa9ZW7yo
2021 College Championships: Finals Highlights,2022-02-07T16:39:28Z,https://www.youtube.com/watch?v=wrWt9Yg27e0
2021 College Championships: Women’s Division Highlights,2022-01-20T19:55:56Z,https://www.youtube.com/watch?v=_wWFs4-Y-AA
2021 College Championships: Men's Highlights,2022-01-12T17:40:34Z,https://www.youtube.com/watch?v=TDwZvcwgoAM
Portland vs. Middlebury | D-3 Women's Final | College Championships 2021,2021-12-20T22:19:59Z,https://www.youtube.com/watch?v=Q40yRvSeAQk
Oklahoma Christian vs. Middlebury | D-3 Men's Final | College Championships 2021,2021-12-20T19:52:52Z,https://www.youtube.com/watch?v=UaSbyKgnrVY
Richmond vs Oklahoma Christian | D-3 Men's Semifinal | College Championships 2021,2021-12-20T00:42:09Z,https://www.youtube.com/watch?v=8ggOofOeufk
Middlebury vs St. Olaf | D-3 Men's Semifinal | College Championships 2021,2021-12-20T00:38:01Z,https://www.youtube.com/watch?v=hda4qzl2B6E
Portland vs Carleton-Eclipse | D-3 Women's Semifinal | College Championships 2021,2021-12-19T22:27:06Z,https://www.youtube.com/watch?v=Mp-IloKWeR4
Truman State vs Middlebury | D-3 Women's Semifinal | College Championships 2021,2021-12-19T21:58:07Z,https://www.youtube.com/watch?v=p1IUn3ynfE4
2021 USA Ultimate National Championships - Men's Division Highlights,2021-11-09T21:29:15Z,https://www.youtube.com/watch?v=GpL-k_cMAhk
2021 USA Ultimate National Championships - Mixed Division Highlights,2021-11-04T16:35:40Z,https://www.youtube.com/watch?v=9f67n-k0-9U
Cleveland Crocs vs. Ann Arbor Hybrid | Mixed Final | SFI East 2021,2021-11-01T16:06:20Z,https://www.youtube.com/watch?v=BoMiflyUTEY
Madison Mad Men vs. Tennessee Tanasi | Men's Final | SFI East 2021,2021-11-01T16:05:31Z,https://www.youtube.com/watch?v=UAkqPcKG8OI
Orem The Killjoys vs Golden Fungi | Men's Final | Select Flight Invite West 2021,2021-11-01T16:04:29Z,https://www.youtube.com/watch?v=9lfnNOfuAQM
Lexington Pi+ vs. Atlanta flATLine | Youth Mixed Final | Youth Club Championships 2021,2021-11-01T16:03:17Z,https://www.youtube.com/watch?v=7LRYtsK33m0
2021 USA Ultimate National Championships - Women's Division Highlights,2021-11-01T15:54:03Z,https://www.youtube.com/watch?v=3LJZhiClJDI
Club Championships 2021: Seattle BFG vs. Seattle Mixtape | Mixed Semifinal,2021-10-23T19:07:07Z,https://www.youtube.com/watch?v=E9nAa6g3ucc
Club Championships 2021: Raleigh Ring of Fire vs. Salem Rhino Slam! | Men's Semifinal,2021-10-23T18:38:39Z,https://www.youtube.com/watch?v=P-x9GKfBATk
2021 USA Ultimate Pro Championships Highlights,2021-09-16T20:19:36Z,https://www.youtube.com/watch?v=_lIJgHcnHJo
Pro Championships 2021: Molly Brown v. Phoenix | Semifinal,2021-09-05T22:43:51Z,https://www.youtube.com/watch?v=HUCtCAX_jfQ
Pro Championships 2021: shame. vs Lawless | Mixed Semifinal,2021-09-05T20:33:51Z,https://www.youtube.com/watch?v=_hrozdYOdFQ
Pro Championships 2021: Rhino Slam! vs. Truck Stop | Men's Semifinal,2021-09-05T18:44:45Z,https://www.youtube.com/watch?v=7KLmCdR3buw
2021 U.S. Open: Men's Highlights,2021-08-20T14:22:26Z,https://www.youtube.com/watch?v=3P2it11eJlg
2021 USA Ultimate Masters Championships Men's Final: Johnny Encore vs. Voltron 2020,2021-08-18T14:42:56Z,https://www.youtube.com/watch?v=Jh73YasH6CM
2021 USA Ultimate Masters Championships Women's Final: Reboot Squad vs. Molly Grey,2021-08-18T14:41:07Z,https://www.youtube.com/watch?v=QD6jHgqEqTc
2021 USA Ultimate Masters Championships Mixed Final: Slower vs. Descent,2021-08-18T14:40:14Z,https://www.youtube.com/watch?v=iPypkR6mjgE
2021 U.S. Open: YCC Division Highlights,2021-08-18T14:35:18Z,https://www.youtube.com/watch?v=UEN__za3Gs8
YCC 2021 U20 Boys Final: Utah Swarm vs. Oregon Trainwreck,2021-08-09T20:33:42Z,https://www.youtube.com/watch?v=rv0rvol1EhQ
YCC 2021 U-20 Girls Final: Eugene Downpour vs. D.C. Rogue,2021-08-09T17:34:47Z,https://www.youtube.com/watch?v=K9MGFzVZlzA
YCC 2021 U20 Mixed Semifinal: Lexington Pi+ vs. Minnesota Superior,2021-08-09T15:16:05Z,https://www.youtube.com/watch?v=CUACPBTFUYw
US Open 2021 Men's Final: Chicago Machine (2) vs. Seattle Sockeye (1),2021-08-08T20:03:19Z,https://www.youtube.com/watch?v=Zf57prR0VV8
2021 USA Ultimate Masters Championships: Finals Highlights,2021-08-01T17:47:40Z,https://www.youtube.com/watch?v=jjsdtjd7Jm4
2021 USA Ultimate Masters Championships: Day 1 Highlights,2021-07-29T20:37:21Z,https://www.youtube.com/watch?v=A8z4eHNRLmQ
2021 USA Ultimate Pro-Elite Challenge: Men's Division Highlights,2021-07-25T03:56:52Z,https://www.youtube.com/watch?v=foIztHZjBuc
2021 Pro-Elite Challenge: Mixed Division Highlights,2021-07-21T17:33:41Z,https://www.youtube.com/watch?v=ht3uypKdfZE
Sockeye vs. Johnny Bravo | Men's Final | Pro-Elite Challenge 2021,2021-07-21T14:12:08Z,https://www.youtube.com/watch?v=Lu7ML8FXaj4
shame. vs. Arizona Mixed 1 | Mixed Final | Pro-Elite Challenge 2021,2021-07-21T14:11:38Z,https://www.youtube.com/watch?v=rKU9KfzPi_4
Sockeye vs. PoNY | Men's Semifinal | Pro-Elite Challenge 2021,2021-07-14T15:37:38Z,https://www.youtube.com/watch?v=xhBSqR7w1hI
STAR Webinar: Fall 2021 College Registration,2021-05-26T19:32:19Z,https://www.youtube.com/watch?v=7YAi2DsgUpU
University of Georgia vs. Ohio State University--2019 College Championships,2020-08-20T19:10:02Z,https://www.youtube.com/watch?v=W8PvJMiFH-c
University of Wisconsin vs. University of Pittsburgh--2019 College Championships,2020-08-20T19:08:30Z,https://www.youtube.com/watch?v=yvyZ7A3GFEg
University of California-Santa Barbara vs. University of North Carolina--2019 College Championships,2020-08-20T19:06:56Z,https://www.youtube.com/watch?v=irx6ljb0ab0
2020 Callahan Conversations - Solomon Rueschemeyer-Bailey,2020-05-21T15:00:55Z,https://www.youtube.com/watch?v=M2mEGW_jOVo
Callahan Conversations - Maddy Boyle,2020-05-21T14:58:53Z,https://www.youtube.com/watch?v=isfDeCxXE5Q
Callahan Conversations - Margo Urheim,2020-05-20T15:28:21Z,https://www.youtube.com/watch?v=qpajqM1nwhk
Callahan Conversations - Elijah Long,2020-05-20T15:26:10Z,https://www.youtube.com/watch?v=6uPhMJ2SpHM
2020 Callahan Conversations - Kaitlyn Weaver,2020-05-19T16:10:11Z,https://www.youtube.com/watch?v=ox_YXF69l3Y
2020 Callahan Conversations - Michael Ing,2020-05-19T16:08:45Z,https://www.youtube.com/watch?v=oFYvw6f7S5E
2020 Callahan Conversations - Tannor Johnson,2020-05-18T17:26:40Z,https://www.youtube.com/watch?v=RGHmIOxPyyg
2020 Callahan Conversations - Cara Sieber,2020-05-18T17:24:43Z,https://www.youtube.com/watch?v=g-D5x84fRBQ
2020 Callahan Conversations - Anne Worth,2020-05-17T16:30:16Z,https://www.youtube.com/watch?v=Kkj3XdKNkww
2020 Callahan Conversations - Jac Carreiro,2020-05-17T16:29:43Z,https://www.youtube.com/watch?v=wwj_GnrCHlI
STAR Webinar: How to Build an Inclusive Team - April 2020,2020-05-05T18:18:13Z,https://www.youtube.com/watch?v=UbXXYBIIe8M
Mixed Showcase Game #2 -- 2020 #LiveUltimate + Beach of Dreams,2020-03-19T17:21:47Z,https://www.youtube.com/watch?v=nKhuzQ4dG6M
Women's Showcase Game -- #LiveUltimate + Beach of Dreams,2020-03-10T15:27:23Z,https://www.youtube.com/watch?v=CNkIvY1Auhg
Men's Showcase Game -- #LiveUltimate + Beach of Dreams,2020-02-20T22:14:28Z,https://www.youtube.com/watch?v=9A7lUXuNT6s
Mixed Showcase Game #1 -- 2020 #LiveUltimate + Beach of Dreams,2020-02-13T23:54:41Z,https://www.youtube.com/watch?v=inNPRMRbz7A
STAR  Webinar: Official Rules of Ultimate 2020-2021,2020-02-06T17:24:02Z,https://www.youtube.com/watch?v=GkoqNPK6hHs
2020 #LiveUltimate + Beach of Dreams,2020-02-04T19:29:12Z,https://www.youtube.com/watch?v=b9noSd-0ans
